county,imprinted_id,cvr_id,timestamp,timestamp_sequence,total_timestamps,duration_from_previous_seconds,contest_count,discrepancy_count,ballot_type
Baca,102-32-21,317188,2024-11-21 15:11:18.639168,2,2,106536.650486,43,0,1
Baca,102-34-3,317412,2024-11-20 09:46:10.251274,1,2,,43,0,1
Baca,102-34-3,317412,2024-11-21 15:14:09.215108,2,2,106078.963834,43,0,1
Baca,102-37-10,317692,2024-11-19 10:17:55.634587,1,2,,35,0,2
Baca,102-37-10,317692,2024-11-20 09:49:53.295146,2,2,84717.660559,35,0,2
Baca,102-39-10,317841,2024-11-18 16:31:21.271323,1,2,,43,0,1
Baca,102-39-10,317841,2024-11-20 09:57:29.241143,2,2,149167.96982,43,0,1
Baca,102-5-10,314941,2024-11-18 14:56:01.020214,1,2,,46,0,3
Baca,102-5-10,314941,2024-11-21 10:39:31.256170,2,2,243810.235956,46,0,3
Baca,102-5-2,314956,2024-11-18 14:53:00.293971,1,2,,46,0,2
Baca,102-5-2,314956,2024-11-21 10:37:01.132310,2,2,243840.838339,46,0,2
Baca,102-50-2,318764,2024-11-19 12:15:48.916433,1,2,,42,0,1
Baca,102-50-2,318764,2024-11-20 10:12:19.347958,2,2,78990.431525,42,0,1
Baca,102-50-6,318770,2024-11-18 13:53:23.250258,1,3,,55,1,2
Baca,102-50-6,318770,2024-11-20 10:14:01.820158,2,3,159638.5699,55,1,2
Baca,102-50-6,318770,2024-11-21 15:45:35.854423,3,3,106294.034265,55,1,2
Baca,102-53-17,319212,2024-11-20 10:18:05.043258,1,2,,44,0,3
Baca,102-53-17,319212,2024-11-21 16:02:54.461743,2,2,107089.418485,44,0,3
Baca,102-53-21,319173,2024-11-20 10:19:45.030135,1,2,,43,0,1
Baca,102-53-21,319173,2024-11-21 16:05:14.827929,2,2,107129.797794,43,0,1
Baca,102-54-11,319254,2024-11-19 10:14:10.603579,1,4,,62,0,1
Baca,102-54-11,319254,2024-11-19 13:12:22.342065,2,4,10691.738486,62,0,1
Baca,102-54-11,319254,2024-11-20 10:22:26.405615,3,4,76204.06355,62,0,1
Baca,102-54-11,319254,2024-11-21 16:08:39.582223,4,4,107173.176608,62,0,1
Baca,102-55-22,319459,2024-11-19 12:28:34.847124,1,2,,43,0,1
Baca,102-55-22,319459,2024-11-20 10:43:25.829867,2,2,80090.982743,43,0,1
Baca,102-58-3,319521,2024-11-19 13:15:08.059555,1,2,,44,0,3
Baca,102-58-3,319521,2024-11-20 10:48:24.318056,2,2,77596.258501,44,0,3
Baca,102-58-7,319529,2024-11-19 10:17:50.733168,1,2,,43,0,3
Baca,102-58-7,319529,2024-11-20 10:51:53.400127,2,2,88442.666959,43,0,3
Baca,102-6-17,315001,2024-11-18 15:04:19.027383,1,2,,42,0,1
Baca,102-6-17,315001,2024-11-19 09:34:48.661505,2,2,66629.634122,42,0,1
Baca,102-6-6,315022,2024-11-18 14:58:51.497640,1,2,,43,0,3
Baca,102-6-6,315022,2024-11-19 16:04:37.533573,2,2,90346.035933,43,0,3
Baca,102-6-8,315013,2024-11-18 15:01:55.034977,1,2,,44,0,2
Baca,102-6-8,315013,2024-11-19 09:19:10.415239,2,2,65835.380262,44,0,2
Baca,102-60-25,319729,2024-11-19 13:24:41.311993,1,2,,46,0,3
Baca,102-60-25,319729,2024-11-20 11:01:13.019667,2,2,77791.707674,46,0,3
Baca,102-7-23,315039,2024-11-18 15:11:01.419686,1,3,,51,0,1
Baca,102-7-23,315039,2024-11-19 09:40:06.898344,2,3,66545.478658,51,0,1
Baca,102-7-23,315039,2024-11-19 16:24:11.526206,3,3,24244.627862,51,0,1
Baca,102-74-1,320628,2024-11-19 11:06:29.923760,1,2,,45,0,3
Baca,102-74-1,320628,2024-11-20 11:08:08.332360,2,2,86498.4086,45,0,3
Baca,102-75-18,320725,2024-11-19 14:12:31.321756,1,2,,43,0,1
Baca,102-75-18,320725,2024-11-20 11:12:32.472949,2,2,75601.151193,43,0,1
Baca,102-80-4,321064,2024-11-18 14:07:01.792834,1,2,,45,0,3
Baca,102-80-4,321064,2024-11-20 11:23:27.568894,2,2,162985.77606,45,0,3
Baca,102-81-14,321076,2024-11-19 13:28:07.182551,1,2,,44,0,2
Baca,102-81-14,321076,2024-11-20 11:25:49.723304,2,2,79062.540753,44,0,2
Baca,102-84-5,321287,2024-11-19 14:30:48.050171,1,2,,44,0,2
Baca,102-84-5,321287,2024-11-20 11:32:05.805766,2,2,75677.755595,44,0,2
Baca,102-88-18,321448,2024-11-19 11:18:04.492095,1,2,,42,0,1
Baca,102-88-18,321448,2024-11-20 11:37:55.230520,2,2,87590.738425,42,0,1
Baca,102-9-15,315274,2024-11-18 14:35:23.439645,1,3,,54,0,3
Baca,102-9-15,315274,2024-11-18 15:26:47.511711,2,3,3084.072066,54,0,3
Baca,102-9-15,315274,2024-11-19 10:41:36.568117,3,3,69289.056406,54,0,3
Baca,102-9-4,315263,2024-11-18 15:20:45.492378,1,3,,52,0,1
Baca,102-9-4,315263,2024-11-19 09:37:14.442970,2,3,65788.950592,52,0,1
Baca,102-9-4,315263,2024-11-21 09:17:57.295186,3,3,171642.852216,52,0,1
Bent,102-12-24,385583,2024-11-19 09:44:09.855811,1,2,,44,0,1
Bent,102-12-24,385583,2024-11-21 11:03:19.842747,2,2,177549.986936,44,0,1
Bent,102-24-24,386358,2024-11-19 09:54:20.970665,1,2,,43,0,1
Bent,102-24-24,386358,2024-11-19 10:57:29.446280,2,2,3788.475615,43,0,1
Bent,102-27-20,386567,2024-11-18 15:43:42.547585,1,2,,42,0,1
Bent,102-27-20,386567,2024-11-19 09:56:43.965907,2,2,65581.418322,42,0,1
Bent,102-3-25,385152,2024-11-19 09:35:56.325790,1,2,,44,0,1
Bent,102-3-25,385152,2024-11-19 10:34:49.217618,2,2,3532.891828,44,0,1
Bent,102-55-21,389002,2024-11-19 10:20:18.744999,1,2,,42,0,1
Bent,102-55-21,389002,2024-11-19 12:26:05.071695,2,2,7546.326696,42,0,1
Bent,102-68-13,390020,2024-11-19 10:25:02.214156,1,2,,42,0,1
Bent,102-68-13,390020,2024-11-19 12:47:24.240463,2,2,8542.026307,42,0,1
Bent,102-68-22,390037,2024-11-18 17:45:40.750194,1,2,,42,0,1
Bent,102-68-22,390037,2024-11-19 10:27:57.798717,2,2,60137.048523,42,0,1
Bent,102-84-14,391231,2024-11-19 09:55:33.868341,1,2,,42,0,1
Bent,102-84-14,391231,2024-11-19 10:49:47.244059,2,2,3253.375718,42,0,1
Chaffee,102-18-21,968803,2024-11-19 09:47:53.098677,1,2,,43,0,3
Chaffee,102-18-21,968803,2024-11-19 10:29:12.848522,2,2,2479.749845,43,0,3
Chaffee,102-274-17,1005909,2024-11-19 12:38:10.468061,1,2,,44,0,3
Chaffee,102-274-17,1005909,2024-11-19 13:56:25.020774,2,2,4694.552713,44,0,3
Chaffee,102-280-41,1006536,2024-11-19 10:44:00.161833,1,2,,42,0,3
Chaffee,102-280-41,1006536,2024-11-19 13:58:55.204528,2,2,11695.042695,42,0,3
Chaffee,102-34-36,971417,2024-11-18 15:22:14.965248,1,2,,41,0,3
Chaffee,102-34-36,971417,2024-11-19 10:43:31.614053,2,2,69676.648805,41,0,3
Chaffee,102-68-25,975748,2024-11-19 11:00:14.935196,1,2,,48,0,3
Chaffee,102-68-25,975748,2024-11-20 12:01:18.807100,2,2,90063.871904,48,0,3
Chaffee,102-69-11,975911,2024-11-19 11:02:32.076763,1,2,,43,0,3
Chaffee,102-69-11,975911,2024-11-19 12:53:29.290534,2,2,6657.213771,43,0,3
Chaffee,102-7-22,967405,2024-11-19 09:26:21.009755,1,3,,49,0,4
Chaffee,102-7-22,967405,2024-11-19 10:17:49.379078,2,3,3088.369323,49,0,4
Chaffee,102-7-22,967405,2024-11-19 10:22:00.750480,3,3,251.371402,49,0,4
Cheyenne,104-10-2,1030526,2024-11-18 13:31:37.472414,1,2,,41,0,1
Cheyenne,104-10-2,1030526,2024-11-18 16:00:54.039146,2,2,8956.566732,41,0,1
Cheyenne,104-23-5,1031140,2024-11-18 13:50:19.688142,1,2,,41,0,1
Cheyenne,104-23-5,1031140,2024-11-18 16:30:13.191683,2,2,9593.503541,41,0,1
Clear Creek,102-104-21,1111154,2024-11-19 10:57:18.303109,1,2,,43,0,1
Clear Creek,102-104-21,1111154,2024-11-19 15:39:23.041615,2,2,16924.738506,43,0,1
Clear Creek,102-112-8,1112845,2024-11-19 11:08:01.314218,1,2,,45,0,1
Clear Creek,102-112-8,1112845,2024-11-19 14:51:10.336860,2,2,13389.022642,45,0,1
Clear Creek,102-115-10,1113322,2024-11-19 11:10:05.673549,1,2,,45,1,1
Clear Creek,102-115-10,1113322,2024-11-19 15:02:37.535215,2,2,13951.861666,45,1,1
Clear Creek,102-116-23,1113338,2024-11-18 16:18:57.488601,1,2,,42,0,1
Clear Creek,102-116-23,1113338,2024-11-19 11:12:38.730201,2,2,68021.2416,42,0,1
Clear Creek,102-119-11,1113639,2024-11-19 11:03:50.032021,1,2,,41,0,1
Clear Creek,102-119-11,1113639,2024-11-19 11:19:36.252907,2,2,946.220886,41,0,1
Clear Creek,102-19-17,1099314,2024-11-19 10:41:28.692341,1,2,,46,0,1
Clear Creek,102-19-17,1099314,2024-11-19 10:55:49.105552,2,2,860.413211,46,0,1
Clear Creek,102-2-2,1097186,2024-11-19 08:24:12.984418,1,2,,42,0,1
Clear Creek,102-2-2,1097186,2024-11-19 10:04:03.575817,2,2,5990.591399,42,0,1
Clear Creek,102-23-11,1099727,2024-11-19 10:54:46.994775,1,2,,42,1,1
Clear Creek,102-23-11,1099727,2024-11-20 09:12:12.133821,2,2,80245.139046,42,1,1
Clear Creek,102-25-23,1100197,2024-11-19 11:02:32.275067,1,4,,62,0,1
Clear Creek,102-25-23,1100197,2024-11-19 11:40:44.631982,2,4,2292.356915,62,0,1
Clear Creek,102-25-23,1100197,2024-11-20 11:00:48.387366,3,4,84003.755384,62,0,1
Clear Creek,102-25-23,1100197,2024-11-21 10:35:48.238295,4,4,84899.850929,62,0,1
Clear Creek,102-3-2,1097304,2024-11-19 10:07:24.346674,1,2,,47,0,1
Clear Creek,102-3-2,1097304,2024-11-21 10:31:32.531429,2,2,174248.184755,47,0,1
Clear Creek,102-30-17,1100879,2024-11-19 11:07:12.860101,1,2,,45,0,1
Clear Creek,102-30-17,1100879,2024-11-21 15:07:48.654078,2,2,187235.793977,45,0,1
Clear Creek,102-32-45,1101297,2024-11-19 11:09:42.347228,1,2,,44,0,1
Clear Creek,102-32-45,1101297,2024-11-19 17:31:24.592380,2,2,22902.245152,44,0,1
Clear Creek,102-4-4,1097485,2024-11-19 08:36:23.431704,1,3,,53,0,1
Clear Creek,102-4-4,1097485,2024-11-19 09:23:44.730381,2,3,2841.298677,53,0,1
Clear Creek,102-4-4,1097485,2024-11-19 10:14:44.303021,3,3,3059.57264,53,0,1
Clear Creek,102-40-19,1102269,2024-11-19 11:01:23.748401,1,2,,45,0,1
Clear Creek,102-40-19,1102269,2024-11-19 11:30:44.499433,2,2,1760.751032,45,0,1
Clear Creek,102-43-44,1102603,2024-11-19 11:38:01.951209,1,2,,49,0,1
Clear Creek,102-43-44,1102603,2024-11-20 11:25:26.105708,2,2,85644.154499,49,0,1
Clear Creek,102-44-18,1102735,2024-11-19 11:02:20.582324,1,2,,47,1,1
Clear Creek,102-44-18,1102735,2024-11-19 11:40:12.799334,2,2,2272.21701,47,1,1
Clear Creek,102-45-18,1102839,2024-11-19 11:28:10.402992,1,2,,45,0,1
Clear Creek,102-45-18,1102839,2024-11-19 11:42:35.391248,2,2,864.988256,45,0,1
Clear Creek,102-66-45,1106107,2024-11-19 09:47:32.270154,1,2,,41,0,2
Clear Creek,102-66-45,1106107,2024-11-19 09:54:02.149285,2,2,389.879131,41,0,2
Clear Creek,102-8-13,1097899,2024-11-18 14:30:41.610578,1,2,,45,0,1
Clear Creek,102-8-13,1097899,2024-11-19 10:26:36.860566,2,2,71755.249988,45,0,1
Clear Creek,102-99-38,1110441,2024-11-19 10:12:31.510014,1,2,,39,0,1
Clear Creek,102-99-38,1110441,2024-11-19 10:52:25.187607,2,2,2393.677593,39,0,1
Conejos,102-14-16,4852846,2024-11-18 15:17:59.321037,1,2,,43,0,1
Conejos,102-14-16,4852846,2024-11-19 10:58:19.713085,2,2,70820.392048,43,0,1
Conejos,102-16-4,4852944,2024-11-18 15:26:06.389459,1,2,,37,0,1
Conejos,102-16-4,4852944,2024-11-19 09:40:29.726242,2,2,65663.336783,37,0,1
Conejos,102-24-6,4853339,2024-11-18 15:48:40.448729,1,2,,40,0,1
Conejos,102-24-6,4853339,2024-11-21 14:53:58.807967,2,2,255918.359238,40,0,1
Conejos,102-25-9,4853401,2024-11-18 14:56:26.036861,1,3,,40,1,1
Conejos,102-25-9,4853401,2024-11-18 16:02:27.604175,2,3,3961.567314,40,1,1
Conejos,102-25-9,4853401,2024-11-19 16:56:17.684106,3,3,89630.079931,40,1,1
Conejos,102-27-13,4853481,2024-11-18 16:05:51.830707,1,2,,40,0,1
Conejos,102-27-13,4853481,2024-11-21 10:17:48.291293,2,2,238316.460586,40,0,1
Conejos,102-29-3,4853589,2024-11-18 16:09:20.621726,1,2,,36,0,1
Conejos,102-29-3,4853589,2024-11-19 17:18:03.702530,2,2,90523.080804,36,0,1
Conejos,102-32-22,4853758,2024-11-18 16:15:04.061314,1,2,,36,0,1
Conejos,102-32-22,4853758,2024-11-19 17:28:57.611740,2,2,90833.550426,36,0,1
Conejos,102-37-13,4853982,2024-11-18 16:17:46.914929,1,2,,40,0,1
Conejos,102-37-13,4853982,2024-11-18 16:28:42.518911,2,2,655.603982,40,0,1
Conejos,102-45-10,4854412,2024-11-18 16:41:07.442591,1,2,,44,0,1
Conejos,102-45-10,4854412,2024-11-19 10:21:35.605165,2,2,63628.162574,44,0,1
Conejos,102-49-26,4854600,2024-11-18 16:49:58.397486,1,2,,50,1,1
Conejos,102-49-26,4854600,2024-11-19 09:04:39.857932,2,2,58481.460446,50,1,1
Conejos,102-5-8,4852370,2024-11-18 14:40:25.352770,1,2,,42,0,1
Conejos,102-5-8,4852370,2024-11-18 14:44:19.799187,2,2,234.446417,42,0,1
Conejos,102-52-3,4854766,2024-11-18 14:55:03.595733,1,2,,41,1,1
Conejos,102-52-3,4854766,2024-11-18 16:59:35.748727,2,2,7472.152994,41,1,1
Conejos,102-55-18,4854903,2024-11-18 13:55:58.183775,1,2,,41,0,1
Conejos,102-55-18,4854903,2024-11-18 17:15:02.034138,2,2,11943.850363,41,0,1
Conejos,102-57-13,4854980,2024-11-18 14:00:29.983217,1,3,,53,0,1
Conejos,102-57-13,4854980,2024-11-18 17:25:07.901033,2,3,12277.917816,53,0,1
Conejos,102-57-13,4854980,2024-11-20 12:21:39.193816,3,3,154591.292783,53,0,1
Conejos,102-8-1,4852527,2024-11-18 13:12:48.351750,1,2,,50,0,1
Conejos,102-8-1,4852527,2024-11-18 15:00:49.255952,2,2,6480.904202,50,0,1
Costilla,102-14-41,1269783,2024-11-19 10:38:47.424990,1,2,,44,0,1
Costilla,102-14-41,1269783,2024-11-19 16:21:41.936273,2,2,20574.511283,44,0,1
Costilla,102-2-6,1268570,2024-11-19 08:26:42.306486,1,2,,42,0,1
Costilla,102-2-6,1268570,2024-11-19 15:50:52.354169,2,2,26650.047683,42,0,1
Costilla,102-24-23,1270926,2024-11-19 10:22:59.155270,1,2,,44,0,1
Costilla,102-24-23,1270926,2024-11-19 16:59:44.338382,2,2,23805.183112,44,0,1
Costilla,102-26-1,1271188,2024-11-19 16:58:21.194096,1,4,,48,0,1
Costilla,102-26-1,1271188,2024-11-19 17:05:57.173563,2,4,455.979467,48,0,1
Costilla,102-26-1,1271188,2024-11-20 11:15:37.362707,3,4,65380.189144,48,0,1
Costilla,102-26-1,1271188,2024-11-21 14:57:27.369109,4,4,99710.006402,48,0,1
Costilla,102-28-22,1271475,2024-11-19 10:58:41.317411,1,2,,42,1,1
Costilla,102-28-22,1271475,2024-11-19 17:11:09.625121,2,2,22348.30771,42,1,1
Costilla,102-40-18,1272718,2024-11-19 11:22:56.013625,1,3,,50,0,1
Costilla,102-40-18,1272718,2024-11-19 12:45:00.198682,2,3,4924.185057,50,0,1
Costilla,102-40-18,1272718,2024-11-19 17:51:16.744925,3,3,18376.546243,50,0,1
Costilla,102-42-9,1272966,2024-11-19 10:17:36.630664,1,2,,39,0,1
Costilla,102-42-9,1272966,2024-11-19 18:00:54.208197,2,2,27797.577533,39,0,1
Costilla,102-43-9,1273073,2024-11-19 18:03:03.206966,1,2,,39,0,1
Costilla,102-43-9,1273073,2024-11-21 15:42:48.102181,2,2,164384.895215,39,0,1
Crowley,102-3-19,1318091,2024-11-18 13:32:00.335427,1,2,,37,0,1
Crowley,102-3-19,1318091,2024-11-19 09:54:05.532425,2,2,73325.196998,37,0,1
Crowley,102-34-18,1318843,2024-11-18 13:37:45.449397,1,2,,43,0,1
Crowley,102-34-18,1318843,2024-11-19 12:12:15.665519,2,2,81270.216122,43,0,1
Crowley,102-4-23,1318092,2024-11-18 13:33:47.245039,1,2,,41,0,1
Crowley,102-4-23,1318092,2024-11-19 10:26:23.779466,2,2,75156.534427,41,0,1
Crowley,102-47-6,1319190,2024-11-18 13:47:56.184825,1,2,,41,0,1
Crowley,102-47-6,1319190,2024-11-19 11:36:35.623087,2,2,78519.438262,41,0,1
Custer,102-113-15,1322736,2024-11-19 11:48:38.185997,1,2,,40,0,1
Custer,102-113-15,1322736,2024-11-19 14:54:31.162920,2,2,11152.976923,40,0,1
Custer,102-26-6,1320603,2024-11-19 10:07:58.857454,1,3,,48,0,1
Custer,102-26-6,1320603,2024-11-19 11:50:12.609632,2,3,6133.752178,48,0,1
Custer,102-26-6,1320603,2024-11-21 10:47:03.274138,3,3,169010.664506,48,0,1
Custer,102-40-5,1320943,2024-11-18 16:25:10.642745,1,2,,40,0,1
Custer,102-40-5,1320943,2024-11-19 10:10:59.246308,2,2,63948.603563,40,0,1
Custer,102-41-9,1320966,2024-11-19 10:14:22.429543,1,2,,41,0,1
Custer,102-41-9,1320966,2024-11-19 11:32:42.469765,2,2,4700.040222,41,0,1
Custer,102-57-17,1321343,2024-11-19 09:22:00.120708,1,3,,42,0,1
Custer,102-57-17,1321343,2024-11-19 10:30:56.487152,2,3,4136.366444,42,0,1
Custer,102-57-17,1321343,2024-11-19 10:48:49.767052,3,3,1073.2799,42,0,1
Custer,102-7-1,1320159,2024-11-19 08:55:49.674936,1,3,,50,0,1
Custer,102-7-1,1320159,2024-11-19 09:47:31.231638,2,3,3101.556702,50,0,1
Custer,102-7-1,1320159,2024-11-19 10:01:59.370689,3,3,868.139051,50,0,1
Custer,102-71-12,1321658,2024-11-19 11:12:23.165503,1,2,,39,0,1
Custer,102-71-12,1321658,2024-11-19 13:57:14.113480,2,2,9890.947977,39,0,1
Custer,102-91-2,1322112,2024-11-19 09:48:42.237626,1,2,,41,0,1
Custer,102-91-2,1322112,2024-11-19 11:30:12.753519,2,2,6090.515893,41,0,1
Custer,102-95-19,1322223,2024-11-18 15:59:19.275798,1,2,,37,0,1
Custer,102-95-19,1322223,2024-11-19 11:33:12.349502,2,2,70433.073704,37,0,1
Delta,102-100-15,1329293,2024-11-19 10:57:34.265386,1,2,,41,0,4
Delta,102-100-15,1329293,2024-11-19 11:43:14.671467,2,2,2740.406081,41,0,4
Delta,102-104-10,1329491,2024-11-19 10:28:57.613447,1,2,,44,0,5
Delta,102-104-10,1329491,2024-11-19 11:50:04.647965,2,2,4867.034518,44,0,5
Delta,102-105-17,1329541,2024-11-19 11:52:41.152655,1,2,,46,0,3
Delta,102-105-17,1329541,2024-11-19 15:47:15.337093,2,2,14074.184438,46,0,3
Delta,102-159-8,1332329,2024-11-19 12:17:38.308440,1,2,,39,0,1
Delta,102-159-8,1332329,2024-11-20 09:55:39.204425,2,2,77880.895985,39,0,1
Delta,102-37-44,1325897,2024-11-18 15:15:23.900378,1,2,,40,0,4
Delta,102-37-44,1325897,2024-11-19 11:20:48.045518,2,2,72324.14514,40,0,4
Delta,102-41-28,1326125,2024-11-19 11:24:30.613942,1,2,,39,0,4
Delta,102-41-28,1326125,2024-11-20 09:24:36.755664,2,2,79206.141722,39,0,4
Denver,102-83-10,1419757,2024-11-18 15:48:27.285692,1,2,,37,0,6 (6)
Denver,102-83-10,1419757,2024-11-19 11:13:36.647110,2,2,69909.361418,37,0,6 (6)
Dolores,102-1-14,1425728,2024-11-18 14:30:23.443918,1,3,,50,0,2
Dolores,102-1-14,1425728,2024-11-19 10:25:33.428847,2,3,71709.984929,50,0,2
Dolores,102-1-14,1425728,2024-11-21 09:02:34.174311,3,3,167820.745464,50,0,2
Dolores,102-14-24,1426388,2024-11-18 14:50:46.636313,1,2,,42,0,2
Dolores,102-14-24,1426388,2024-11-19 10:59:58.621695,2,2,72551.985382,42,0,2
Dolores,102-15-9,1426443,2024-11-19 11:01:38.940988,1,2,,42,0,2
Dolores,102-15-9,1426443,2024-11-21 14:26:25.321798,2,2,185086.38081,42,0,2
Dolores,102-16-2,1426461,2024-11-19 10:16:14.760693,1,2,,44,0,2
Dolores,102-16-2,1426461,2024-11-21 09:31:15.009623,2,2,170100.24893,44,0,2
Dolores,102-18-1,1426551,2024-11-18 15:11:53.467178,1,2,,42,0,2
Dolores,102-18-1,1426551,2024-11-19 10:51:43.190660,2,2,70789.723482,42,0,2
Dolores,102-18-4,1426559,2024-11-18 15:14:54.443813,1,2,,45,0,2
Dolores,102-18-4,1426559,2024-11-19 10:48:43.288406,2,2,70428.844593,45,0,2
Dolores,102-19-21,1426567,2024-11-20 11:06:31.212195,1,3,,48,0,2
Dolores,102-19-21,1426567,2024-11-21 09:44:38.127278,2,3,81486.915083,48,0,2
Dolores,102-19-21,1426567,2024-11-21 11:19:57.497688,3,3,5719.37041,48,0,2
Dolores,102-2-17,1425759,2024-11-19 08:32:57.192512,1,2,,44,0,4
Dolores,102-2-17,1425759,2024-11-21 14:02:38.163054,2,2,192580.970542,44,0,4
Dolores,102-20-11,1426695,2024-11-21 09:49:57.494498,1,2,,42,0,2
Dolores,102-20-11,1426695,2024-11-21 11:24:20.438466,2,2,5662.943968,42,0,2
Dolores,102-20-14,1426666,2024-11-18 15:21:37.790844,1,2,,43,0,2
Dolores,102-20-14,1426666,2024-11-19 10:21:55.327908,2,2,68417.537064,43,0,2
Dolores,102-22-19,1426740,2024-11-20 10:57:01.645263,1,2,,42,0,1
Dolores,102-22-19,1426740,2024-11-21 10:02:42.099737,2,2,83140.454474,42,0,1
Dolores,102-22-9,1426734,2024-11-19 16:43:49.545603,1,2,,40,0,4
Dolores,102-22-9,1426734,2024-11-21 09:54:29.520510,2,2,148239.974907,40,0,4
Dolores,102-23-5,1426850,2024-11-19 11:32:28.094318,1,2,,43,0,4
Dolores,102-23-5,1426850,2024-11-21 10:20:34.890320,2,2,168486.796002,43,0,4
Dolores,102-24-20,1426868,2024-11-19 16:53:07.631447,1,2,,39,0,2
Dolores,102-24-20,1426868,2024-11-21 10:30:46.376678,2,2,149858.745231,39,0,2
