county_id,county_name,imprinted_id
1,Adams,106-10-16
1,Adams,106-100-22
1,Adams,106-117-59
1,Adams,106-165-57
1,Adams,106-205-82
1,Adams,106-207-16
1,Adams,106-218-26
1,Adams,106-251-1
1,Adams,106-288-33
1,Adams,106-302-68
1,Adams,106-309-98
1,Adams,106-411-74
1,Adams,106-42-89
1,Adams,106-445-37
1,Adams,106-471-30
1,Adams,106-486-38
1,Adams,106-523-33
1,Adams,106-57-92
1,Adams,106-582-4
1,Adams,106-583-3
1,Adams,106-586-12
1,Adams,106-615-17
1,Adams,106-634-34
1,Adams,106-634-44
1,Adams,106-665-48
1,Adams,106-669-1
1,Adams,106-675-1
1,Adams,106-8-100
1,Adams,106-90-2
1,Adams,107-145-18
1,Adams,107-145-24
1,Adams,107-182-35
1,Adams,107-192-3
1,Adams,107-192-32
1,Adams,107-199-31
1,Adams,107-214-67
1,Adams,107-226-20
1,Adams,107-26-85
1,Adams,107-27-77
1,Adams,107-299-33
1,Adams,107-324-50
1,Adams,107-4-182
1,Adams,108-28-99
1,Adams,108-30-91
1,Adams,108-42-88
1,Adams,108-49-1
1,Adams,108-5-77
1,Adams,108-71-8
1,Adams,108-86-23
1,Adams,108-93-24
1,Adams,108-98-1
1,Adams,109-111-7
1,Adams,109-119-57
1,Adams,109-121-11
1,Adams,109-133-21
1,Adams,109-143-10
1,Adams,109-145-12
1,Adams,109-147-49
1,Adams,109-149-77
1,Adams,109-15-18
1,Adams,109-15-87
1,Adams,109-164-76
1,Adams,109-176-83
1,Adams,109-220-65
1,Adams,109-247-56
1,Adams,109-281-59
1,Adams,109-288-74
1,Adams,109-3-14
1,Adams,109-306-76
1,Adams,109-308-22
1,Adams,109-322-42
1,Adams,109-327-33
1,Adams,109-339-57
1,Adams,109-361-73
1,Adams,109-371-46
1,Adams,109-383-7
1,Adams,109-387-72
1,Adams,109-395-78
1,Adams,109-420-22
1,Adams,109-421-61
1,Adams,109-422-33
1,Adams,109-438-34
1,Adams,109-458-6
1,Adams,109-484-94
1,Adams,109-499-24
1,Adams,109-532-66
1,Adams,109-533-59
1,Adams,109-533-87
1,Adams,109-557-71
1,Adams,109-587-19
1,Adams,109-7-38
1,Adams,110-126-92
1,Adams,110-148-96
1,Adams,110-156-3
1,Adams,110-164-78
1,Adams,110-224-41
1,Adams,110-245-92
1,Adams,110-25-36
1,Adams,110-335-48
1,Adams,110-351-74
1,Adams,110-37-5
1,Adams,110-382-53
1,Adams,110-42-95
1,Adams,110-45-94
1,Adams,110-53-86
1,Adams,110-62-68
1,Adams,111-10-22
1,Adams,111-11-51
1,Adams,111-126-95
1,Adams,111-15-10
1,Adams,111-55-35
1,Adams,111-79-38
1,Adams,112-114-70
1,Adams,112-125-51
1,Adams,112-125-7
1,Adams,112-181-82
1,Adams,112-201-92
1,Adams,112-273-71
1,Adams,112-283-59
1,Adams,112-288-83
1,Adams,112-304-45
1,Adams,112-327-47
1,Adams,112-338-19
1,Adams,112-381-10
1,Adams,112-52-39
1,Adams,112-64-62
1,Adams,112-67-58
1,Adams,112-80-87
2,Alamosa,102-11-38
2,Alamosa,102-112-22
2,Alamosa,102-116-30
2,Alamosa,102-121-18
2,Alamosa,102-124-33
2,Alamosa,102-124-9
2,Alamosa,102-125-32
2,Alamosa,102-130-18
2,Alamosa,102-134-28
2,Alamosa,102-135-40
2,Alamosa,102-136-18
2,Alamosa,102-136-3
2,Alamosa,102-143-42
2,Alamosa,102-151-46
2,Alamosa,102-155-3
2,Alamosa,102-157-35
2,Alamosa,102-158-26
2,Alamosa,102-159-43
2,Alamosa,102-164-19
2,Alamosa,102-170-33
2,Alamosa,102-180-45
2,Alamosa,102-183-10
2,Alamosa,102-183-22
2,Alamosa,102-185-36
2,Alamosa,102-187-14
2,Alamosa,102-193-23
2,Alamosa,102-195-31
2,Alamosa,102-197-6
2,Alamosa,102-219-7
2,Alamosa,102-221-2
2,Alamosa,102-247-28
2,Alamosa,102-248-28
2,Alamosa,102-26-31
2,Alamosa,102-260-42
2,Alamosa,102-263-45
2,Alamosa,102-265-8
2,Alamosa,102-266-41
2,Alamosa,102-268-12
2,Alamosa,102-269-31
2,Alamosa,102-273-29
2,Alamosa,102-275-36
2,Alamosa,102-277-24
2,Alamosa,102-278-6
2,Alamosa,102-279-3
2,Alamosa,102-284-30
2,Alamosa,102-292-31
2,Alamosa,102-293-43
2,Alamosa,102-293-46
2,Alamosa,102-299-23
2,Alamosa,102-32-4
2,Alamosa,102-33-13
2,Alamosa,102-38-10
2,Alamosa,102-44-2
2,Alamosa,102-45-27
2,Alamosa,102-45-9
2,Alamosa,102-49-22
2,Alamosa,102-49-37
2,Alamosa,102-5-37
2,Alamosa,102-57-11
2,Alamosa,102-62-25
2,Alamosa,102-63-14
2,Alamosa,102-73-25
2,Alamosa,102-78-3
2,Alamosa,102-79-7
2,Alamosa,102-9-5
2,Alamosa,102-97-19
3,Arapahoe,101-96-15
3,Arapahoe,102-2-5
3,Arapahoe,102-37-34
3,Arapahoe,103-29-81
3,Arapahoe,103-30-22
3,Arapahoe,103-355-23
3,Arapahoe,103-364-86
3,Arapahoe,103-37-50
3,Arapahoe,103-390-78
3,Arapahoe,103-402-26
3,Arapahoe,103-403-30
3,Arapahoe,103-416-13
3,Arapahoe,103-424-21
3,Arapahoe,103-432-23
3,Arapahoe,103-435-31
3,Arapahoe,103-67-99
3,Arapahoe,103-68-31
3,Arapahoe,103-80-98
3,Arapahoe,104-149-69
3,Arapahoe,104-160-53
3,Arapahoe,104-174-70
3,Arapahoe,104-180-33
3,Arapahoe,104-209-66
3,Arapahoe,104-53-40
3,Arapahoe,105-122-30
3,Arapahoe,105-169-87
3,Arapahoe,105-170-50
3,Arapahoe,105-289-44
3,Arapahoe,105-63-22
3,Arapahoe,106-115-25
3,Arapahoe,106-203-16
3,Arapahoe,106-85-34
3,Arapahoe,106-88-95
3,Arapahoe,107-137-81
3,Arapahoe,107-180-58
3,Arapahoe,107-183-24
3,Arapahoe,107-399-53
3,Arapahoe,107-411-98
3,Arapahoe,107-451-71
3,Arapahoe,107-93-89
3,Arapahoe,108-166-32
3,Arapahoe,108-199-27
3,Arapahoe,108-207-52
3,Arapahoe,108-277-44
3,Arapahoe,108-291-46
3,Arapahoe,108-36-30
3,Arapahoe,108-383-67
3,Arapahoe,108-402-65
3,Arapahoe,108-429-46
3,Arapahoe,108-494-80
3,Arapahoe,108-57-37
3,Arapahoe,108-583-86
3,Arapahoe,108-75-96
3,Arapahoe,108-98-1
3,Arapahoe,109-114-61
3,Arapahoe,109-131-86
3,Arapahoe,109-138-78
3,Arapahoe,109-189-11
3,Arapahoe,109-3-7
3,Arapahoe,109-40-63
3,Arapahoe,109-86-76
3,Arapahoe,109-9-36
3,Arapahoe,109-99-95
3,Arapahoe,110-176-54
3,Arapahoe,110-257-46
3,Arapahoe,111-44-25
3,Arapahoe,111-47-90
3,Arapahoe,111-49-52
3,Arapahoe,111-8-88
4,Archuleta,102-106-11
4,Archuleta,102-110-17
4,Archuleta,102-114-19
4,Archuleta,102-115-16
4,Archuleta,102-125-24
4,Archuleta,102-129-19
4,Archuleta,102-136-15
4,Archuleta,102-136-8
4,Archuleta,102-166-27
4,Archuleta,102-168-2
4,Archuleta,102-187-27
4,Archuleta,102-214-17
4,Archuleta,102-215-9
4,Archuleta,102-221-11
4,Archuleta,102-223-16
4,Archuleta,102-231-130
4,Archuleta,102-231-152
4,Archuleta,102-231-193
4,Archuleta,102-246-24
4,Archuleta,102-278-4
4,Archuleta,102-286-11
4,Archuleta,102-295-9
4,Archuleta,102-307-9
4,Archuleta,102-316-16
4,Archuleta,102-316-17
4,Archuleta,102-325-22
4,Archuleta,102-330-7
4,Archuleta,102-373-25
4,Archuleta,102-376-15
4,Archuleta,102-377-139
4,Archuleta,102-377-145
4,Archuleta,102-377-202
4,Archuleta,102-59-18
4,Archuleta,102-60-18
4,Archuleta,102-7-20
4,Archuleta,102-84-21
4,Archuleta,102-91-16
4,Archuleta,102-96-15
5,Baca,102-1-1
5,Baca,102-1-4
5,Baca,102-11-15
5,Baca,102-12-14
5,Baca,102-12-23
5,Baca,102-13-15
5,Baca,102-13-2
5,Baca,102-16-10
5,Baca,102-16-13
5,Baca,102-16-19
5,Baca,102-17-25
5,Baca,102-18-25
5,Baca,102-19-6
5,Baca,102-20-12
5,Baca,102-22-8
5,Baca,102-24-21
5,Baca,102-25-17
5,Baca,102-25-20
5,Baca,102-25-5
5,Baca,102-26-10
5,Baca,102-26-18
5,Baca,102-27-18
5,Baca,102-27-23
5,Baca,102-29-6
5,Baca,102-30-9
5,Baca,102-31-21
5,Baca,102-32-14
5,Baca,102-32-21
5,Baca,102-32-5
5,Baca,102-33-11
5,Baca,102-33-22
5,Baca,102-33-3
5,Baca,102-34-14
5,Baca,102-34-3
5,Baca,102-37-10
5,Baca,102-37-18
5,Baca,102-38-21
5,Baca,102-39-10
5,Baca,102-39-15
5,Baca,102-39-5
5,Baca,102-4-11
5,Baca,102-41-13
5,Baca,102-43-24
5,Baca,102-49-10
5,Baca,102-49-21
5,Baca,102-49-25
5,Baca,102-5-10
5,Baca,102-5-2
5,Baca,102-50-2
5,Baca,102-50-6
5,Baca,102-52-11
5,Baca,102-53-17
5,Baca,102-53-21
5,Baca,102-54-11
5,Baca,102-55-19
5,Baca,102-55-22
5,Baca,102-58-1
5,Baca,102-58-3
5,Baca,102-58-4
5,Baca,102-58-7
5,Baca,102-6-17
5,Baca,102-6-6
5,Baca,102-6-8
5,Baca,102-60-25
5,Baca,102-62-20
5,Baca,102-64-21
5,Baca,102-7-11
5,Baca,102-7-23
5,Baca,102-72-8
5,Baca,102-74-1
5,Baca,102-75-18
5,Baca,102-75-8
5,Baca,102-76-15
5,Baca,102-77-16
5,Baca,102-77-9
5,Baca,102-78-1
5,Baca,102-8-14
5,Baca,102-80-4
5,Baca,102-81-14
5,Baca,102-81-18
5,Baca,102-83-2
5,Baca,102-84-24
5,Baca,102-84-5
5,Baca,102-85-24
5,Baca,102-88-18
5,Baca,102-9-13
5,Baca,102-9-15
5,Baca,102-9-2
5,Baca,102-9-21
5,Baca,102-9-22
5,Baca,102-9-4
6,Bent,102-11-7
6,Bent,102-12-24
6,Bent,102-13-1
6,Bent,102-15-19
6,Bent,102-23-25
6,Bent,102-24-24
6,Bent,102-27-20
6,Bent,102-3-15
6,Bent,102-3-25
6,Bent,102-3-4
6,Bent,102-33-10
6,Bent,102-33-13
6,Bent,102-34-2
6,Bent,102-35-13
6,Bent,102-36-1
6,Bent,102-44-13
6,Bent,102-46-5
6,Bent,102-49-12
6,Bent,102-5-25
6,Bent,102-55-21
6,Bent,102-66-10
6,Bent,102-68-13
6,Bent,102-68-22
6,Bent,102-68-24
6,Bent,102-69-10
6,Bent,102-70-12
6,Bent,102-70-4
6,Bent,102-72-5
6,Bent,102-73-1
6,Bent,102-80-6
6,Bent,102-83-3
6,Bent,102-84-14
7,Boulder,101-122-48
7,Boulder,101-187-104
7,Boulder,101-215-165
7,Boulder,101-216-60
7,Boulder,101-218-48
7,Boulder,101-219-33
7,Boulder,101-267-78
7,Boulder,101-277-190
7,Boulder,101-280-116
7,Boulder,101-291-134
7,Boulder,101-298-28
7,Boulder,101-311-107
7,Boulder,101-314-127
7,Boulder,101-324-297
7,Boulder,101-33-177
7,Boulder,101-362-181
7,Boulder,101-380-187
7,Boulder,101-384-177
7,Boulder,101-384-61
7,Boulder,101-40-139
7,Boulder,101-58-157
7,Boulder,101-61-88
7,Boulder,101-62-61
7,Boulder,101-82-156
7,Boulder,102-122-200
7,Boulder,102-130-162
7,Boulder,102-131-133
7,Boulder,102-133-135
7,Boulder,102-14-64
7,Boulder,102-196-138
7,Boulder,102-224-85
7,Boulder,102-265-92
7,Boulder,102-282-19
7,Boulder,102-290-19
7,Boulder,102-322-346
7,Boulder,102-327-33
7,Boulder,102-333-12
7,Boulder,102-4-122
7,Boulder,102-54-186
7,Boulder,102-6-135
7,Boulder,102-64-104
7,Boulder,102-8-162
7,Boulder,102-81-86
7,Boulder,102-91-25
7,Boulder,103-128-79
7,Boulder,103-147-152
7,Boulder,103-155-137
7,Boulder,103-158-86
7,Boulder,103-17-121
7,Boulder,103-175-140
7,Boulder,103-177-36
7,Boulder,103-186-21
7,Boulder,103-2-21
7,Boulder,103-35-56
7,Boulder,103-43-184
7,Boulder,103-53-189
7,Boulder,103-54-121
7,Boulder,103-58-2
7,Boulder,103-7-81
7,Boulder,103-91-140
7,Boulder,103-93-57
7,Boulder,104-110-128
7,Boulder,104-112-85
7,Boulder,104-113-190
7,Boulder,104-123-59
7,Boulder,104-124-181
7,Boulder,104-36-128
7,Boulder,104-53-32
7,Boulder,105-118-21
7,Boulder,105-127-198
7,Boulder,105-136-68
7,Boulder,105-139-109
7,Boulder,105-146-148
7,Boulder,105-182-143
7,Boulder,105-40-169
7,Boulder,105-62-17
7,Boulder,105-87-14
7,Boulder,105-92-97
7,Boulder,106-102-21
7,Boulder,106-14-110
7,Boulder,106-141-36
7,Boulder,106-145-69
7,Boulder,106-152-105
7,Boulder,106-157-9
7,Boulder,106-39-162
7,Boulder,106-56-14
7,Boulder,106-62-128
7,Boulder,106-62-70
7,Boulder,106-63-127
7,Boulder,106-79-122
7,Boulder,106-79-21
7,Boulder,106-91-200
7,Boulder,107-105-41
7,Boulder,107-110-27
7,Boulder,107-118-102
7,Boulder,107-135-46
7,Boulder,107-136-99
7,Boulder,107-15-18
7,Boulder,107-46-104
7,Boulder,107-50-184
7,Boulder,107-58-142
7,Boulder,107-59-9
7,Boulder,107-6-22
7,Boulder,107-71-174
7,Boulder,107-84-51
7,Boulder,108-23-137
7,Boulder,108-25-73
7,Boulder,108-47-148
7,Boulder,108-48-34
7,Boulder,108-60-46
7,Boulder,108-70-282
7,Boulder,108-84-206
7,Boulder,108-88-116
7,Boulder,108-97-194
7,Boulder,109-109-15
7,Boulder,109-31-52
7,Boulder,109-31-65
7,Boulder,109-41-159
7,Boulder,109-42-196
7,Boulder,109-51-151
7,Boulder,109-56-193
7,Boulder,109-7-177
7,Boulder,109-75-6
7,Boulder,109-84-15
7,Boulder,110-112-57
7,Boulder,110-125-13
7,Boulder,110-158-11
7,Boulder,110-167-109
7,Boulder,110-167-190
7,Boulder,110-21-84
7,Boulder,110-4-114
7,Boulder,110-5-134
7,Boulder,110-67-185
7,Boulder,110-97-57
7,Boulder,110-98-184
8,Broomfield,104-100-11
8,Broomfield,104-19-48
8,Broomfield,104-23-20
8,Broomfield,104-36-37
8,Broomfield,104-37-41
8,Broomfield,104-61-31
8,Broomfield,104-74-36
8,Broomfield,104-95-37
8,Broomfield,104-98-3
8,Broomfield,105-10-39
8,Broomfield,105-12-41
8,Broomfield,105-127-27
8,Broomfield,105-128-12
8,Broomfield,105-144-46
8,Broomfield,105-182-36
8,Broomfield,105-232-18
8,Broomfield,105-308-35
8,Broomfield,105-312-47
8,Broomfield,105-315-28
8,Broomfield,105-331-23
8,Broomfield,105-339-49
8,Broomfield,105-371-35
8,Broomfield,105-373-40
8,Broomfield,105-380-14
8,Broomfield,105-453-24
8,Broomfield,105-50-44
8,Broomfield,105-540-58
8,Broomfield,105-547-31
8,Broomfield,105-55-20
8,Broomfield,105-555-34
8,Broomfield,105-579-38
8,Broomfield,105-58-5
8,Broomfield,105-596-30
8,Broomfield,105-596-50
8,Broomfield,105-597-30
8,Broomfield,105-61-32
8,Broomfield,105-634-27
8,Broomfield,105-647-43
8,Broomfield,105-648-57
8,Broomfield,105-663-17
8,Broomfield,105-668-31
8,Broomfield,105-670-29
8,Broomfield,105-676-25
8,Broomfield,105-676-40
8,Broomfield,105-681-10
8,Broomfield,105-714-28
8,Broomfield,105-715-16
8,Broomfield,105-731-7
8,Broomfield,105-732-48
8,Broomfield,105-736-13
8,Broomfield,105-773-38
8,Broomfield,105-798-33
8,Broomfield,105-808-40
8,Broomfield,105-86-44
8,Broomfield,108-19-4
8,Broomfield,108-2-46
9,Chaffee,102-104-34
9,Chaffee,102-108-47
9,Chaffee,102-119-14
9,Chaffee,102-124-16
9,Chaffee,102-125-9
9,Chaffee,102-126-23
9,Chaffee,102-128-50
9,Chaffee,102-13-27
9,Chaffee,102-130-16
9,Chaffee,102-150-49
9,Chaffee,102-154-33
9,Chaffee,102-161-21
9,Chaffee,102-169-14
9,Chaffee,102-171-22
9,Chaffee,102-177-23
9,Chaffee,102-178-37
9,Chaffee,102-18-21
9,Chaffee,102-180-19
9,Chaffee,102-183-21
9,Chaffee,102-185-24
9,Chaffee,102-185-45
9,Chaffee,102-190-31
9,Chaffee,102-193-32
9,Chaffee,102-205-20
9,Chaffee,102-206-2
9,Chaffee,102-208-45
9,Chaffee,102-21-23
9,Chaffee,102-212-11
9,Chaffee,102-218-37
9,Chaffee,102-219-43
9,Chaffee,102-222-33
9,Chaffee,102-223-11
9,Chaffee,102-223-26
9,Chaffee,102-224-28
9,Chaffee,102-225-27
9,Chaffee,102-232-48
9,Chaffee,102-233-3
9,Chaffee,102-236-25
9,Chaffee,102-236-48
9,Chaffee,102-239-44
9,Chaffee,102-243-37
9,Chaffee,102-244-21
9,Chaffee,102-244-8
9,Chaffee,102-246-47
9,Chaffee,102-251-44
9,Chaffee,102-256-24
9,Chaffee,102-261-42
9,Chaffee,102-263-15
9,Chaffee,102-268-10
9,Chaffee,102-269-9
9,Chaffee,102-271-34
9,Chaffee,102-273-35
9,Chaffee,102-274-17
9,Chaffee,102-280-41
9,Chaffee,102-281-19
9,Chaffee,102-282-13
9,Chaffee,102-285-27
9,Chaffee,102-286-11
9,Chaffee,102-287-3
9,Chaffee,102-288-33
9,Chaffee,102-29-16
9,Chaffee,102-29-32
9,Chaffee,102-290-38
9,Chaffee,102-291-43
9,Chaffee,102-292-3
9,Chaffee,102-294-27
9,Chaffee,102-302-11
9,Chaffee,102-34-27
9,Chaffee,102-34-36
9,Chaffee,102-36-6
9,Chaffee,102-40-34
9,Chaffee,102-45-11
9,Chaffee,102-48-2
9,Chaffee,102-48-24
9,Chaffee,102-66-46
9,Chaffee,102-68-25
9,Chaffee,102-69-11
9,Chaffee,102-7-22
9,Chaffee,102-80-7
9,Chaffee,102-81-25
9,Chaffee,102-81-29
9,Chaffee,102-87-15
9,Chaffee,102-87-2
9,Chaffee,102-88-18
9,Chaffee,102-91-33
9,Chaffee,102-92-8
9,Chaffee,102-95-22
9,Chaffee,102-96-39
9,Chaffee,102-99-30
10,Cheyenne,104-1-4
10,Cheyenne,104-10-2
10,Cheyenne,104-10-6
10,Cheyenne,104-11-7
10,Cheyenne,104-11-8
10,Cheyenne,104-14-10
10,Cheyenne,104-15-4
10,Cheyenne,104-17-5
10,Cheyenne,104-23-5
10,Cheyenne,104-24-2
10,Cheyenne,104-29-20
10,Cheyenne,104-32-2
10,Cheyenne,104-34-23
10,Cheyenne,104-39-21
10,Cheyenne,104-39-6
10,Cheyenne,104-39-9
10,Cheyenne,104-4-17
10,Cheyenne,104-6-25
10,Cheyenne,104-7-20
10,Cheyenne,104-8-11
11,Clear Creek,102-10-21
11,Clear Creek,102-100-8
11,Clear Creek,102-104-21
11,Clear Creek,102-105-50
11,Clear Creek,102-106-6
11,Clear Creek,102-11-10
11,Clear Creek,102-11-24
11,Clear Creek,102-111-36
11,Clear Creek,102-112-2
11,Clear Creek,102-112-8
11,Clear Creek,102-115-10
11,Clear Creek,102-116-23
11,Clear Creek,102-118-33
11,Clear Creek,102-118-42
11,Clear Creek,102-119-11
11,Clear Creek,102-120-24
11,Clear Creek,102-19-17
11,Clear Creek,102-2-2
11,Clear Creek,102-20-20
11,Clear Creek,102-21-34
11,Clear Creek,102-23-11
11,Clear Creek,102-24-24
11,Clear Creek,102-24-35
11,Clear Creek,102-25-23
11,Clear Creek,102-29-7
11,Clear Creek,102-3-2
11,Clear Creek,102-3-23
11,Clear Creek,102-30-17
11,Clear Creek,102-32-45
11,Clear Creek,102-33-42
11,Clear Creek,102-35-48
11,Clear Creek,102-37-43
11,Clear Creek,102-39-26
11,Clear Creek,102-4-4
11,Clear Creek,102-40-14
11,Clear Creek,102-40-19
11,Clear Creek,102-42-34
11,Clear Creek,102-43-43
11,Clear Creek,102-43-44
11,Clear Creek,102-44-18
11,Clear Creek,102-45-18
11,Clear Creek,102-46-8
11,Clear Creek,102-49-38
11,Clear Creek,102-51-36
11,Clear Creek,102-62-15
11,Clear Creek,102-63-36
11,Clear Creek,102-63-37
11,Clear Creek,102-66-45
11,Clear Creek,102-7-22
11,Clear Creek,102-7-30
11,Clear Creek,102-7-33
11,Clear Creek,102-70-45
11,Clear Creek,102-72-17
11,Clear Creek,102-72-26
11,Clear Creek,102-72-47
11,Clear Creek,102-73-45
11,Clear Creek,102-73-9
11,Clear Creek,102-74-43
11,Clear Creek,102-76-2
11,Clear Creek,102-76-33
11,Clear Creek,102-78-27
11,Clear Creek,102-8-13
11,Clear Creek,102-80-45
11,Clear Creek,102-80-46
11,Clear Creek,102-85-4
11,Clear Creek,102-85-50
11,Clear Creek,102-87-11
11,Clear Creek,102-87-21
11,Clear Creek,102-88-12
11,Clear Creek,102-90-3
11,Clear Creek,102-94-17
11,Clear Creek,102-96-49
11,Clear Creek,102-99-38
12,Conejos,102-12-50
12,Conejos,102-13-37
12,Conejos,102-14-16
12,Conejos,102-14-17
12,Conejos,102-14-6
12,Conejos,102-15-44
12,Conejos,102-16-4
12,Conejos,102-16-49
12,Conejos,102-18-36
12,Conejos,102-21-30
12,Conejos,102-21-35
12,Conejos,102-21-44
12,Conejos,102-23-7
12,Conejos,102-24-38
12,Conejos,102-24-42
12,Conejos,102-24-6
12,Conejos,102-25-5
12,Conejos,102-25-9
12,Conejos,102-27-13
12,Conejos,102-29-3
12,Conejos,102-31-2
12,Conejos,102-32-22
12,Conejos,102-32-35
12,Conejos,102-32-36
12,Conejos,102-36-44
12,Conejos,102-37-12
12,Conejos,102-37-13
12,Conejos,102-39-10
12,Conejos,102-4-33
12,Conejos,102-44-26
12,Conejos,102-44-30
12,Conejos,102-45-10
12,Conejos,102-49-26
12,Conejos,102-49-3
12,Conejos,102-49-31
12,Conejos,102-49-4
12,Conejos,102-5-8
12,Conejos,102-50-40
12,Conejos,102-51-18
12,Conejos,102-52-27
12,Conejos,102-52-3
12,Conejos,102-52-47
12,Conejos,102-53-42
12,Conejos,102-54-9
12,Conejos,102-55-16
12,Conejos,102-55-18
12,Conejos,102-55-27
12,Conejos,102-56-10
12,Conejos,102-57-13
12,Conejos,102-57-26
12,Conejos,102-58-37
12,Conejos,102-6-21
12,Conejos,102-60-2
12,Conejos,102-61-42
12,Conejos,102-65-28
12,Conejos,102-67-25
12,Conejos,102-68-22
12,Conejos,102-68-43
12,Conejos,102-69-46
12,Conejos,102-69-50
12,Conejos,102-69-9
12,Conejos,102-7-14
12,Conejos,102-71-11
12,Conejos,102-71-22
12,Conejos,102-71-50
12,Conejos,102-77-27
12,Conejos,102-78-23
12,Conejos,102-79-18
12,Conejos,102-8-1
12,Conejos,102-8-8
12,Conejos,102-80-1
12,Conejos,102-82-23
12,Conejos,102-83-45
12,Conejos,102-83-6
12,Conejos,102-9-38
13,Costilla,102-1-4
13,Costilla,102-10-42
13,Costilla,102-14-41
13,Costilla,102-15-23
13,Costilla,102-16-18
13,Costilla,102-16-5
13,Costilla,102-18-10
13,Costilla,102-18-12
13,Costilla,102-18-8
13,Costilla,102-19-1
13,Costilla,102-2-6
13,Costilla,102-21-1
13,Costilla,102-21-32
13,Costilla,102-22-1
13,Costilla,102-24-11
13,Costilla,102-24-23
13,Costilla,102-25-18
13,Costilla,102-26-1
13,Costilla,102-28-22
13,Costilla,102-28-40
13,Costilla,102-29-3
13,Costilla,102-31-3
13,Costilla,102-31-44
13,Costilla,102-32-22
13,Costilla,102-32-4
13,Costilla,102-32-45
13,Costilla,102-33-27
13,Costilla,102-34-34
13,Costilla,102-35-44
13,Costilla,102-36-15
13,Costilla,102-39-24
13,Costilla,102-39-25
13,Costilla,102-4-18
13,Costilla,102-4-27
13,Costilla,102-4-34
13,Costilla,102-40-18
13,Costilla,102-40-39
13,Costilla,102-40-46
13,Costilla,102-41-4
13,Costilla,102-42-9
13,Costilla,102-43-9
13,Costilla,102-44-14
13,Costilla,102-44-8
13,Costilla,102-6-50
13,Costilla,102-6-6
13,Costilla,102-7-24
13,Costilla,102-7-25
14,Crowley,102-12-8
14,Crowley,102-2-15
14,Crowley,102-3-19
14,Crowley,102-34-18
14,Crowley,102-34-23
14,Crowley,102-38-12
14,Crowley,102-4-23
14,Crowley,102-45-17
14,Crowley,102-45-19
14,Crowley,102-47-6
14,Crowley,102-47-8
14,Crowley,102-49-1
14,Crowley,102-55-18
14,Crowley,102-58-18
14,Crowley,102-64-14
15,Custer,102-100-7
15,Custer,102-104-15
15,Custer,102-105-12
15,Custer,102-110-17
15,Custer,102-113-15
15,Custer,102-124-10
15,Custer,102-127-5
15,Custer,102-140-8
15,Custer,102-141-14
15,Custer,102-143-13
15,Custer,102-147-1
15,Custer,102-156-19
15,Custer,102-21-17
15,Custer,102-26-6
15,Custer,102-3-19
15,Custer,102-40-5
15,Custer,102-41-9
15,Custer,102-42-9
15,Custer,102-49-18
15,Custer,102-49-7
15,Custer,102-56-8
15,Custer,102-57-17
