county,imprinted_id,timestamp,contest_count,round1_contest_count,round2_contest_count,primary_round,discrepancy_count,delta_seconds
Teller,102-378-20,2025-11-18 09:39:37.646146,8,8,8,1,0,25.534078
Archuleta,102-186-5,2025-11-18 09:39:42.669455,3,3,3,1,0,17.547572
San Miguel,102-12-1,2025-11-18 09:39:44.664763,5,5,5,1,0,33.664272
Pueblo,102-351-15,2025-11-18 09:39:45.215017,13,13,13,1,0,107.127188
Morgan,102-43-1,2025-11-18 09:39:45.751625,4,4,4,1,0,30.552019
Pueblo,102-156-44,2025-11-18 09:39:49.427026,12,12,12,1,0,4.212009
Adams,104-183-39,2025-11-18 09:39:50.026939,6,6,6,1,0,41.362078
El Paso,101-76-5,2025-11-18 09:39:53.809236,3,3,3,1,0,28.280639
Douglas,1-COORD-0372-75,2025-11-18 09:39:55.838081,7,7,7,1,0,64.611361
Archuleta,102-187-23,2025-11-18 09:39:56.407684,2,2,2,1,0,13.738229
Adams,101-4-99,2025-11-18 09:39:57.387631,6,6,6,1,0,7.360692
Weld,101-77-92,2025-11-18 09:40:03.542880,6,6,6,1,0,31.920409
Bent,102-18-22,2025-11-18 09:40:05.364818,2,2,2,1,0,44.53486
Teller,102-382-22,2025-11-18 09:40:06.656024,8,8,8,1,0,29.009878
Yuma,102-96-11,2025-11-18 09:40:08.474263,6,6,6,1,0,40.72282
Archuleta,102-190-8,2025-11-18 09:40:10.442285,2,2,2,1,0,14.034601
Pueblo,105-74-26,2025-11-18 09:40:10.740593,13,13,13,1,0,21.313567
Mesa,402-4117-35,2025-11-18 09:40:10.827679,6,6,6,1,0,58.903257
Montezuma,102-36-23,2025-11-18 09:40:15.668394,7,7,7,1,0,167.939278
Conejos,102-28-28,2025-11-18 09:40:20.278497,2,2,2,1,0,83.653137
El Paso,101-77-33,2025-11-18 09:40:22.208491,3,3,3,1,0,28.399255
Bent,102-19-8,2025-11-18 09:40:22.932121,2,2,2,1,0,17.567303
Teller,102-383-20,2025-11-18 09:40:23.391738,5,5,5,1,0,16.735714
Adams,109-183-100,2025-11-18 09:40:24.152917,10,10,10,1,0,26.765286
Archuleta,102-190-17,2025-11-18 09:40:26.242758,2,2,2,1,0,15.800473
Pueblo,102-279-25,2025-11-18 09:40:29.414178,12,12,12,1,0,18.673585
Mesa,402-4117-95,2025-11-18 09:40:31.852690,5,5,5,1,0,21.025011
Weld,102-63-6,2025-11-18 09:40:38.205931,5,5,5,1,0,34.663051
Archuleta,102-190-19,2025-11-18 09:40:41.517812,2,2,2,1,0,15.275054
Douglas,1-COORD-0136-56,2025-11-18 09:40:47.770609,12,12,12,1,0,51.932528
Saguache,102-50-7,2025-11-18 09:40:49.027547,5,5,5,1,0,260.918889
El Paso,101-88-48,2025-11-18 09:40:49.667719,3,3,3,1,0,27.459228
Teller,102-384-7,2025-11-18 09:40:50.791832,8,8,8,1,0,27.400094
Rio Grande,102-20-24,2025-11-18 09:40:51.123365,5,5,5,1,0,648.848777
Weld,102-63-15,2025-11-18 09:40:53.896862,6,6,6,1,0,15.690931
Mesa,402-4118-11,2025-11-18 09:40:54.777979,5,5,5,1,0,22.925289
Archuleta,102-195-27,2025-11-18 09:40:55.463992,2,2,2,1,0,13.94618
Conejos,102-29-12,2025-11-18 09:40:56.650117,3,3,3,1,0,36.37162
Pueblo,105-364-1,2025-11-18 09:41:00.009364,5,5,5,1,0,30.595186
Adams,104-186-79,2025-11-18 09:41:02.516886,11,11,11,1,0,38.363969
Bent,102-21-15,2025-11-18 09:41:04.003885,2,2,2,1,0,41.071764
Adams,109-184-6,2025-11-18 09:41:06.916947,4,4,4,1,0,4.400061
Yuma,102-99-4,2025-11-18 09:41:08.497032,7,7,7,1,0,60.022769
Archuleta,102-195-67,2025-11-18 09:41:10.172208,2,2,2,1,0,14.708216
Douglas,1-COORD-1113-5,2025-11-18 09:41:11.745293,7,7,7,1,0,23.974684
Douglas,1-COORD-1194-19,2025-11-18 09:41:14.628156,7,7,7,1,0,2.882863
Prowers,102-29-18,2025-11-18 09:41:19.906287,3,3,3,1,0,387.227065
Teller,102-384-12,2025-11-18 09:41:21.998329,8,8,8,1,0,31.206497
Logan,102-99-16,2025-11-18 09:41:23.882273,13,13,13,1,0,149.925642
Weld,102-65-55,2025-11-18 09:41:25.300008,6,6,6,1,0,31.403146
San Miguel,102-12-22,2025-11-18 09:41:25.930071,5,5,5,1,0,101.265308
Yuma,102-100-19,2025-11-18 09:41:26.484005,3,3,3,1,0,17.986973
Archuleta,102-195-71,2025-11-18 09:41:27.061274,2,2,2,1,0,16.889066
Washington,102-24-9,2025-11-18 09:41:31.420932,6,6,6,1,0,145.102797
Douglas,1-COORD-0658-5,2025-11-18 09:41:34.357900,7,7,7,1,0,19.729744
El Paso,101-99-25,2025-11-18 09:41:35.890097,4,4,4,1,0,46.222378
Saguache,102-51-24,2025-11-18 09:41:39.742655,2,2,2,1,0,50.715108
Archuleta,102-199-3,2025-11-18 09:41:41.962979,2,2,2,1,0,14.901705
Conejos,102-29-30,2025-11-18 09:41:42.056710,2,2,2,1,0,45.406593
Weld,103-73-41,2025-11-18 09:41:42.639970,2,2,2,1,0,17.339962
Yuma,102-100-22,2025-11-18 09:41:45.078241,3,3,3,1,0,18.594236
Teller,102-387-7,2025-11-18 09:41:46.376725,8,8,8,1,0,24.378396
Douglas,1-COORD-0383-78,2025-11-18 09:41:48.796530,7,7,7,1,0,14.43863
Weld,103-74-48,2025-11-18 09:41:56.055914,2,2,2,1,0,13.415944
Pueblo,105-80-44,2025-11-18 09:41:58.690397,6,6,6,1,0,58.681033
Bent,102-26-10,2025-11-18 09:42:00.605017,2,2,2,1,0,56.601132
Archuleta,102-200-18,2025-11-18 09:42:03.316615,3,3,3,1,0,21.353636
El Paso,101-114-3,2025-11-18 09:42:04.003888,3,3,3,1,0,28.113791
San Miguel,102-12-26,2025-11-18 09:42:06.186563,5,5,5,1,0,40.256492
Teller,102-387-14,2025-11-18 09:42:11.525556,8,8,8,1,0,25.148831
Pueblo,102-353-5,2025-11-18 09:42:12.023805,12,12,12,1,0,13.333408
Weld,103-74-84,2025-11-18 09:42:16.552067,2,2,2,1,0,20.496153
Logan,102-102-24,2025-11-18 09:42:17.012118,4,4,4,1,0,53.129845
Washington,102-44-13,2025-11-18 09:42:20.652401,5,5,5,1,0,49.231469
Yuma,102-103-13,2025-11-18 09:42:23.104502,7,7,7,1,0,38.026261
El Paso,101-115-98,2025-11-18 09:42:23.408989,2,2,2,1,0,19.405101
Pueblo,102-166-49,2025-11-18 09:42:26.397146,13,13,13,1,0,14.373341
Bent,102-28-1,2025-11-18 09:42:26.846889,2,2,2,1,0,26.241872
Teller,102-399-3,2025-11-18 09:42:28.377793,5,5,5,1,0,16.852237
Mesa,402-4122-62,2025-11-18 09:42:32.100910,8,8,8,1,0,97.322931
Pueblo,102-283-34,2025-11-18 09:42:37.073068,6,6,6,1,0,10.675922
Adams,101-5-90,2025-11-18 09:42:38.671406,10,10,10,1,0,91.754459
Weld,102-70-33,2025-11-18 09:42:41.962594,6,6,6,1,0,25.410527
Teller,102-407-1,2025-11-18 09:42:44.123706,1,1,1,1,0,15.745913
Saguache,102-52-4,2025-11-18 09:42:44.893867,5,5,5,1,0,65.151212
Adams,109-186-85,2025-11-18 09:42:45.166117,10,10,10,1,0,6.494711
Yuma,102-105-3,2025-11-18 09:42:47.387519,3,3,3,1,0,24.283017
Douglas,1-COORD-0151-51,2025-11-18 09:42:50.521254,7,7,7,1,0,61.724724
El Paso,101-122-40,2025-11-18 09:42:51.650787,3,3,3,1,0,28.241798
Montezuma,102-55-6,2025-11-18 09:42:52.680681,5,5,5,1,0,157.012287
Mesa,402-4127-62,2025-11-18 09:42:56.411102,5,5,5,1,0,24.310192
Adams,104-187-56,2025-11-18 09:43:00.925021,8,8,8,1,0,15.758904
Conejos,102-31-48,2025-11-18 09:43:02.819632,2,2,2,1,0,80.762922
Douglas,1-COORD-1113-99,2025-11-18 09:43:07.193377,7,7,7,1,0,16.672123
Bent,102-30-16,2025-11-18 09:43:12.192317,2,2,2,1,0,45.345428
Pueblo,102-356-10,2025-11-18 09:43:13.661048,5,5,5,1,0,36.58798
El Paso,101-122-81,2025-11-18 09:43:14.147380,3,3,3,1,0,22.496593
Douglas,1-COORD-1199-7,2025-11-18 09:43:18.243792,12,12,12,1,0,11.050415
Mesa,402-4130-30,2025-11-18 09:43:18.636332,5,5,5,1,0,22.22523
Logan,102-106-19,2025-11-18 09:43:20.664935,9,9,9,1,0,63.652817
Montezuma,102-59-14,2025-11-18 09:43:22.189172,6,6,6,1,0,29.508491
Adams,104-188-10,2025-11-18 09:43:25.216897,2,2,2,1,0,24.291876
Bent,102-30-23,2025-11-18 09:43:27.063041,8,8,8,1,0,14.870724
Morgan,102-44-40,2025-11-18 09:43:27.075459,5,5,5,1,0,221.323834
San Miguel,102-12-50,2025-11-18 09:43:30.091552,6,6,6,1,0,83.904989
Conejos,102-32-2,2025-11-18 09:43:32.946215,3,3,3,1,0,30.126583
Douglas,1-COORD-0692-18,2025-11-18 09:43:37.502502,7,7,7,1,0,19.25871
Yuma,102-105-26,2025-11-18 09:43:39.141411,7,7,7,1,0,51.753892
Bent,102-31-13,2025-11-18 09:43:41.316069,2,2,2,1,0,14.253028
Mesa,402-4130-49,2025-11-18 09:43:41.842770,5,5,5,1,0,23.206438
El Paso,101-135-15,2025-11-18 09:43:43.215708,3,3,3,1,0,29.068328
Adams,101-6-52,2025-11-18 09:43:50.207070,11,11,11,1,0,24.990173
Weld,102-71-43,2025-11-18 09:43:56.453803,6,6,6,1,0,74.491209
Bent,102-32-6,2025-11-18 09:43:57.846966,2,2,2,1,0,16.530897
Yuma,102-106-24,2025-11-18 09:43:58.116517,3,3,3,1,0,18.975106
El Paso,101-135-44,2025-11-18 09:44:01.394036,2,2,2,1,0,18.178328
Montezuma,102-66-18,2025-11-18 09:44:02.845209,7,7,7,1,0,40.656037
Pueblo,102-17-41,2025-11-18 09:44:03.816122,5,5,5,1,0,50.155074
Mesa,402-4131-39,2025-11-18 09:44:04.968457,5,5,5,1,0,23.125687
Pueblo,105-309-36,2025-11-18 09:44:08.128838,5,5,5,1,0,4.312716
Bent,102-32-10,2025-11-18 09:44:11.873268,2,2,2,1,0,14.026302
Douglas,1-COORD-1199-51,2025-11-18 09:44:18.121203,7,7,7,1,0,40.618701
Pueblo,102-283-50,2025-11-18 09:44:19.673335,6,6,6,1,0,11.544497
Douglas,1-COORD-0420-58,2025-11-18 09:44:21.396128,12,12,12,1,0,3.274925
Montezuma,102-67-11,2025-11-18 09:44:22.640869,2,2,2,1,0,19.79566
Pueblo,105-364-38,2025-11-18 09:44:22.961742,5,5,5,1,0,3.288407
Logan,102-112-17,2025-11-18 09:44:26.034735,9,9,9,1,0,65.3698
Mesa,402-4132-92,2025-11-18 09:44:28.096947,5,5,5,1,0,23.12849
Adams,101-6-94,2025-11-18 09:44:31.755546,5,5,5,1,0,41.548476
Adams,104-190-54,2025-11-18 09:44:32.253170,10,10,10,1,0,0.497624
Saguache,102-45-23,2025-11-18 09:44:34.650814,6,6,6,1,0,109.756947
Pueblo,102-185-44,2025-11-18 09:44:36.265664,12,12,12,1,0,13.303922
Adams,110-2-55,2025-11-18 09:44:38.411887,6,6,6,1,0,6.158717
Conejos,102-32-19,2025-11-18 09:44:39.711545,3,3,3,1,0,66.76533
Yuma,102-115-9,2025-11-18 09:44:40.096650,7,7,7,1,0,41.980133
Weld,102-72-81,2025-11-18 09:44:49.390792,6,6,6,1,0,52.936989
Mesa,402-4134-7,2025-11-18 09:44:54.307477,5,5,5,1,0,26.21053
Washington,102-33-8,2025-11-18 09:44:55.048381,7,7,7,1,0,154.39598
San Miguel,102-14-36,2025-11-18 09:44:57.817337,5,5,5,1,0,87.725785
Pueblo,105-311-41,2025-11-18 09:44:57.983315,5,5,5,1,0,21.717651
Douglas,1-COORD-0225-90,2025-11-18 09:45:03.790763,7,7,7,1,0,42.394635
Conejos,102-35-32,2025-11-18 09:45:04.169873,2,2,2,1,0,24.458328
Saguache,102-49-5,2025-11-18 09:45:06.592029,7,7,7,1,0,31.941215
La Plata,103-9-22,2025-11-18 09:45:17.360793,7,7,7,1,0,
Douglas,1-COORD-0752-94,2025-11-18 09:45:17.541889,6,6,6,1,0,13.751126
Douglas,1-COORD-1121-17,2025-11-18 09:45:20.771694,7,7,7,1,0,3.229805
Washington,102-35-20,2025-11-18 09:45:21.295338,6,6,6,1,0,26.246957
Yuma,102-115-10,2025-11-18 09:45:24.391798,7,7,7,1,0,44.295148
Weld,104-65-77,2025-11-18 09:45:26.102456,6,6,6,1,0,36.711664
Montezuma,102-72-4,2025-11-18 09:45:31.181145,7,7,7,1,0,68.540276
Conejos,102-35-36,2025-11-18 09:45:31.376975,2,2,2,1,0,27.207102
Douglas,1-COORD-1219-11,2025-11-18 09:45:33.479396,7,7,7,1,0,12.707702
Adams,110-7-89,2025-11-18 09:45:35.176782,6,6,6,1,0,56.764895
Bent,102-36-1,2025-11-18 09:45:35.280780,2,2,2,1,0,83.407512
Morgan,102-49-33,2025-11-18 09:45:36.168152,5,5,5,1,0,129.092693
Pueblo,105-86-33,2025-11-18 09:45:36.358773,4,4,4,1,0,38.375458
Mesa,402-4134-86,2025-11-18 09:45:39.662474,8,8,8,1,0,45.354997
Yuma,102-118-1,2025-11-18 09:45:44.587640,3,3,3,1,0,20.195842
Pueblo,105-367-8,2025-11-18 09:45:46.441774,5,5,5,1,0,10.083001
Adams,101-7-55,2025-11-18 09:45:47.845001,6,6,6,1,0,12.668219
Saguache,102-36-2,2025-11-18 09:45:49.408174,6,6,6,1,0,42.816145
Conejos,102-37-10,2025-11-18 09:45:51.779879,2,2,2,1,0,20.402904
Logan,102-115-18,2025-11-18 09:45:56.844065,13,13,13,1,0,90.80933
Weld,104-65-86,2025-11-18 09:45:59.181092,7,7,7,1,0,33.078636
Adams,104-191-31,2025-11-18 09:46:04.810598,10,10,10,1,0,16.965597
Bent,102-36-8,2025-11-18 09:46:05.473702,2,2,2,1,0,30.192922
Mesa,402-4136-2,2025-11-18 09:46:05.498667,5,5,5,1,0,25.836193
San Miguel,102-16-2,2025-11-18 09:46:06.651834,5,5,5,1,0,68.834497
Pueblo,105-315-36,2025-11-18 09:46:07.029094,5,5,5,1,0,20.58732
Pueblo,102-190-1,2025-11-18 09:46:11.555476,6,6,6,1,0,4.526382
Weld,101-80-32,2025-11-18 09:46:19.882030,4,4,4,1,0,20.700938
Conejos,102-38-40,2025-11-18 09:46:21.108555,3,3,3,1,0,29.328676
La Plata,103-17-3,2025-11-18 09:46:26.023296,7,7,7,1,0,68.662503
Morgan,102-51-25,2025-11-18 09:46:28.657393,5,5,5,1,0,52.489241
Montezuma,102-72-15,2025-11-18 09:46:29.804191,9,9,9,1,0,58.623046
Washington,102-27-1,2025-11-18 09:46:38.788625,11,11,11,1,0,77.493287
Mesa,402-4144-97,2025-11-18 09:46:39.354566,5,5,5,1,0,33.855899
Weld,103-80-27,2025-11-18 09:46:39.394278,2,2,2,1,0,19.512248
Yuma,102-123-14,2025-11-18 09:46:41.558773,7,7,7,1,0,56.971133
Bent,102-37-14,2025-11-18 09:46:47.090218,2,2,2,1,0,41.616516
Douglas,1-COORD-0234-80,2025-11-18 09:46:54.955184,7,7,7,1,0,81.475788
Morgan,102-51-50,2025-11-18 09:46:55.241797,3,3,3,1,0,26.584404
Conejos,102-39-42,2025-11-18 09:46:55.667275,3,3,3,1,0,34.55872
Adams,110-12-18,2025-11-18 09:46:56.662127,11,11,11,1,0,51.851529
Yuma,102-125-13,2025-11-18 09:47:00.477401,3,3,3,1,0,18.918628
Montezuma,102-79-18,2025-11-18 09:47:00.776961,7,7,7,1,0,30.97277
Douglas,1-COORD-0755-15,2025-11-18 09:47:01.622206,6,6,6,1,0,6.667022
Weld,103-81-72,2025-11-18 09:47:01.753736,2,2,2,1,0,22.359458
Mesa,402-4146-55,2025-11-18 09:47:03.773955,5,5,5,1,0,24.419389
Adams,104-191-76,2025-11-18 09:47:04.704555,10,10,10,1,0,8.042428
Bent,102-39-11,2025-11-18 09:47:14.506807,2,2,2,1,0,27.416589
Yuma,102-127-17,2025-11-18 09:47:15.360521,9,9,9,1,0,14.88312
Douglas,1-COORD-0433-19,2025-11-18 09:47:20.666595,6,6,6,1,0,19.044389
Logan,102-115-25,2025-11-18 09:47:22.265091,9,9,9,1,0,85.421026
Mesa,402-4146-69,2025-11-18 09:47:24.679761,5,5,5,1,0,20.905806
La Plata,103-26-21,2025-11-18 09:47:28.008648,7,7,7,1,0,61.985352
Pueblo,102-198-7,2025-11-18 09:47:32.017237,5,5,5,1,0,80.461761
Weld,103-84-56,2025-11-18 09:47:32.963933,6,6,6,1,0,31.210197
Yuma,102-128-9,2025-11-18 09:47:34.366043,3,3,3,1,0,19.005522
Douglas,1-COORD-1219-43,2025-11-18 09:47:34.757866,7,7,7,1,0,14.091271
Pueblo,105-368-35,2025-11-18 09:47:36.526645,5,5,5,1,0,4.509408
Mesa,402-4151-79,2025-11-18 09:47:48.148751,5,5,5,1,0,23.46899
Pueblo,102-284-37,2025-11-18 09:47:50.053363,13,13,13,1,0,13.526718
Montezuma,102-82-12,2025-11-18 09:47:50.700661,6,6,6,1,0,49.9237
Pueblo,105-320-26,2025-11-18 09:47:52.306182,5,5,5,1,0,2.252819
Yuma,102-130-1,2025-11-18 09:47:54.028653,3,3,3,1,0,19.66261
Weld,101-85-58,2025-11-18 09:47:58.052109,6,6,6,1,0,25.088176
Adams,110-12-41,2025-11-18 09:47:58.830607,11,11,11,1,0,54.126052
San Miguel,102-17-3,2025-11-18 09:48:01.153629,8,8,8,1,0,114.501795
Adams,104-192-14,2025-11-18 09:48:03.949766,10,10,10,1,0,5.119159
Douglas,1-COORD-0503-33,2025-11-18 09:48:09.062883,6,6,6,1,0,34.305017
Chaffee,102-40-15,2025-11-18 09:48:10.374749,10,10,10,1,0,63988.857333
Mesa,402-4157-7,2025-11-18 09:48:11.560442,5,5,5,1,0,23.411691
Yuma,102-130-6,2025-11-18 09:48:14.943785,3,3,3,1,0,20.915132
La Plata,103-35-8,2025-11-18 09:48:20.785713,7,7,7,1,0,52.777065
Saguache,102-54-19,2025-11-18 09:48:21.632007,5,5,5,1,0,152.223833
Bent,102-40-20,2025-11-18 09:48:24.890087,2,2,2,1,0,70.38328
Morgan,102-52-46,2025-11-18 09:48:28.579385,4,4,4,1,0,93.337588
San Miguel,102-17-4,2025-11-18 09:48:30.595888,9,9,9,1,0,29.442259
Mesa,402-4163-78,2025-11-18 09:48:33.369796,5,5,5,1,0,21.809354
Yuma,102-130-8,2025-11-18 09:48:33.835840,3,3,3,1,0,18.892055
Pueblo,102-199-44,2025-11-18 09:48:40.165347,5,5,5,1,0,47.859165
Douglas,1-COORD-1134-14,2025-11-18 09:48:44.690356,7,7,7,1,0,35.627473
Bent,102-41-8,2025-11-18 09:48:49.684481,2,2,2,1,0,24.794394
Weld,102-75-84,2025-11-18 09:48:50.789022,9,9,9,1,0,52.736913
Yuma,102-130-14,2025-11-18 09:48:51.829314,3,3,3,1,0,17.993474
Montezuma,102-86-11,2025-11-18 09:48:57.326796,4,4,4,1,0,66.626135
San Miguel,102-17-10,2025-11-18 09:48:57.736505,5,5,5,1,0,27.140617
Mesa,402-4164-37,2025-11-18 09:48:58.171167,5,5,5,1,0,24.801371
Saguache,102-55-10,2025-11-18 09:49:01.808049,2,2,2,1,0,40.176042
Park,102-15-11,2025-11-18 09:49:04.984801,5,5,5,1,0,
Adams,104-192-36,2025-11-18 09:49:08.209398,9,9,9,1,0,64.259632
Otero,1-VBM-0058-7,2025-11-18 09:49:08.613492,2,2,2,1,0,
Pueblo,105-87-17,2025-11-18 09:49:08.851437,13,13,13,1,0,28.68609
La Plata,103-37-5,2025-11-18 09:49:12.814873,5,5,5,1,0,52.02916
Bent,102-41-16,2025-11-18 09:49:15.547474,8,8,8,1,0,25.862993
Mesa,402-4179-25,2025-11-18 09:49:19.126740,5,5,5,1,0,20.955573
Montezuma,102-86-17,2025-11-18 09:49:19.325913,4,4,4,1,0,21.999117
Douglas,1-COORD-1227-51,2025-11-18 09:49:21.970020,6,6,6,1,0,37.279664
Pueblo,105-369-14,2025-11-18 09:49:25.185806,5,5,5,1,0,16.334369
San Miguel,102-17-18,2025-11-18 09:49:26.772006,10,10,10,1,0,29.035501
Douglas,1-COORD-1134-15,2025-11-18 09:49:26.874186,7,7,7,1,0,4.904166
Crowley,102-42-3,2025-11-18 09:49:28.060555,3,3,3,1,0,719.944909
Yuma,102-131-2,2025-11-18 09:49:31.171858,7,7,7,1,0,39.342544
Morgan,102-55-1,2025-11-18 09:49:33.649888,5,5,5,1,0,65.070503
Pueblo,102-28-22,2025-11-18 09:49:39.359307,5,5,5,1,0,14.173501
Douglas,1-COORD-0766-60,2025-11-18 09:49:43.860935,6,6,6,1,0,16.986749
Douglas,1-COORD-0530-15,2025-11-18 09:49:44.594509,7,7,7,1,0,0.733574
Adams,104-194-32,2025-11-18 09:49:47.268094,5,5,5,1,0,39.058696
Douglas,1-COORD-0067-69,2025-11-18 09:49:50.113514,9,9,9,1,0,5.519005
Yuma,102-131-24,2025-11-18 09:49:50.480386,2,2,2,1,0,19.308528
Mesa,402-4181-42,2025-11-18 09:49:51.567263,5,5,5,1,0,32.440523
Otero,1-VBM-0058-8,2025-11-18 09:49:53.534269,3,3,3,1,0,44.920777
Montezuma,102-88-8,2025-11-18 09:49:56.464874,7,7,7,1,0,37.138961
Saguache,102-55-20,2025-11-18 09:49:59.823206,5,5,5,1,0,58.015157
Park,102-21-10,2025-11-18 09:50:02.682025,1,1,1,1,0,57.697224
Bent,102-43-7,2025-11-18 09:50:08.391783,2,2,2,1,0,52.844309
La Plata,103-42-11,2025-11-18 09:50:09.280311,7,7,7,1,0,56.465438
Rio Blanco,102-57-14,2025-11-18 09:50:09.840271,2,2,2,1,0,1290.997132
Weld,104-71-42,2025-11-18 09:50:09.896323,6,6,6,1,0,79.107301
Adams,110-27-16,2025-11-18 09:50:11.693451,8,8,8,1,0,24.425357
Douglas,1-COORD-0896-60,2025-11-18 09:50:12.386307,7,7,7,1,0,22.272793
Mesa,402-4196-33,2025-11-18 09:50:18.984422,5,5,5,1,0,27.417159
Adams,104-197-59,2025-11-18 09:50:19.357823,5,5,5,1,0,7.664372
Otero,1-VBM-0058-22,2025-11-18 09:50:20.137134,2,2,2,1,0,26.602865
San Miguel,102-17-40,2025-11-18 09:50:23.891345,10,10,10,1,1,57.119339
Bent,102-43-17,2025-11-18 09:50:25.882285,2,2,2,1,0,17.490502
Pueblo,102-297-18,2025-11-18 09:50:27.305837,13,13,13,1,0,47.94653
Yuma,102-135-26,2025-11-18 09:50:30.358914,3,3,3,1,0,39.878528
Pueblo,102-200-5,2025-11-18 09:50:31.993847,5,5,5,1,0,4.68801
Mesa,402-4197-86,2025-11-18 09:50:42.117124,5,5,5,1,0,23.132702
Douglas,1-COORD-0766-91,2025-11-18 09:50:43.174505,6,6,6,1,0,30.788198
Pueblo,105-325-11,2025-11-18 09:50:51.244366,12,12,12,1,0,19.250519
La Plata,103-56-21,2025-11-18 09:50:55.954307,7,7,7,1,0,46.673996
Morgan,102-45-6,2025-11-18 09:50:56.733873,10,10,10,1,0,83.083985
Adams,101-7-72,2025-11-18 09:50:57.322681,11,11,11,1,0,37.964858
Pueblo,105-373-10,2025-11-18 09:50:59.915599,5,5,5,1,0,8.671233
Park,102-64-23,2025-11-18 09:51:02.481199,1,1,1,1,0,59.799174
Saguache,102-56-3,2025-11-18 09:51:03.624326,2,2,2,1,0,63.80112
Montezuma,102-94-22,2025-11-18 09:51:07.631207,7,7,7,1,0,71.166333
Bent,102-46-21,2025-11-18 09:51:09.866574,2,2,2,1,0,43.984289
Weld,104-71-68,2025-11-18 09:51:10.708278,6,6,6,1,0,60.811955
Mesa,402-4198-12,2025-11-18 09:51:10.817848,6,6,6,1,0,28.700724
Yuma,102-136-5,2025-11-18 09:51:14.351966,3,3,3,1,0,43.993052
Morgan,102-58-5,2025-11-18 09:51:18.430314,2,2,2,1,0,21.696441
Adams,110-28-48,2025-11-18 09:51:20.144835,6,6,6,1,0,22.822154
Pueblo,105-87-41,2025-11-18 09:51:21.617864,12,12,12,1,0,21.702265
San Miguel,102-18-8,2025-11-18 09:51:22.431971,9,9,9,1,0,58.540626
Park,102-77-8,2025-11-18 09:51:24.833484,4,4,4,1,0,22.352285
Douglas,1-COORD-0145-55,2025-11-18 09:51:27.487312,7,7,7,1,0,44.312807
Otero,1-VBM-0077-7,2025-11-18 09:51:29.917059,4,4,4,1,0,69.779925
Montezuma,102-97-10,2025-11-18 09:51:35.982084,4,4,4,1,0,28.350877
Mesa,402-4199-22,2025-11-18 09:51:37.287715,5,5,5,1,0,26.469867
Weld,103-85-41,2025-11-18 09:51:38.973825,6,6,6,1,0,28.265547
La Plata,103-82-2,2025-11-18 09:51:40.537094,5,5,5,1,0,44.582787
Pueblo,102-301-22,2025-11-18 09:51:45.432396,6,6,6,1,0,23.814532
Washington,102-17-9,2025-11-18 09:51:47.169615,3,3,3,1,0,308.38099
Douglas,1-COORD-1285-53,2025-11-18 09:51:49.176441,7,7,7,1,0,21.689129
Douglas,1-COORD-0278-86,2025-11-18 09:51:50.690156,9,9,9,1,0,1.513715
Pueblo,105-328-29,2025-11-18 09:51:51.587015,6,6,6,1,0,6.154619
Morgan,102-58-8,2025-11-18 09:51:51.758558,4,4,4,1,0,33.328244
Saguache,102-57-25,2025-11-18 09:51:52.451929,2,2,2,1,0,48.827603
Yuma,102-137-5,2025-11-18 09:51:53.153777,7,7,7,1,0,38.801811
Douglas,1-COORD-0913-6,2025-11-18 09:51:54.059306,9,9,9,1,0,3.36915
Park,102-77-13,2025-11-18 09:51:55.240498,4,4,4,1,0,30.407014
Logan,102-120-4,2025-11-18 09:51:56.481183,13,13,13,1,0,274.216092
Otero,1-VBM-0086-10,2025-11-18 09:51:57.607422,2,2,2,1,0,27.690363
Adams,101-8-8,2025-11-18 09:51:58.551446,11,11,11,1,0,38.406611
Mesa,402-4200-85,2025-11-18 09:51:59.799670,5,5,5,1,0,22.511955
Eagle,103-12-11,2025-11-18 09:52:04.832620,9,9,9,1,0,
Weld,103-89-49,2025-11-18 09:52:07.480127,6,6,6,1,0,28.506302
Summit,102-14-21,2025-11-18 09:52:17.823383,9,9,9,1,0,
Morgan,102-58-27,2025-11-18 09:52:20.795500,4,4,4,1,0,29.036942
Pueblo,105-154-12,2025-11-18 09:52:21.152641,5,5,5,1,0,29.565626
Park,102-84-18,2025-11-18 09:52:22.305201,4,4,4,1,0,27.064703
Otero,1-VBM-0090-11,2025-11-18 09:52:25.423309,3,3,3,1,0,27.815887
Mesa,402-4203-17,2025-11-18 09:52:27.785268,6,6,6,1,0,27.985598
Weld,101-92-8,2025-11-18 09:52:31.847885,5,5,5,1,0,24.367758
La Plata,103-91-2,2025-11-18 09:52:32.922188,7,7,7,1,0,52.385094
Park,102-85-14,2025-11-18 09:52:33.689256,1,1,1,1,0,11.384055
Pueblo,105-329-11,2025-11-18 09:52:34.746932,5,5,5,1,0,13.594291
Custer,102-17-17,2025-11-18 09:52:39.261944,3,3,3,1,0,
Pueblo,105-91-17,2025-11-18 09:52:43.900414,6,6,6,1,0,9.153482
Park,102-88-20,2025-11-18 09:52:44.023257,1,1,1,1,0,10.334001
Weld,101-94-5,2025-11-18 09:52:46.381678,2,2,2,1,0,14.533793
Adams,104-202-45,2025-11-18 09:52:48.059153,10,10,10,1,0,49.507707
Montezuma,102-102-12,2025-11-18 09:52:50.265162,7,7,7,1,0,74.283078
Mesa,402-4203-51,2025-11-18 09:52:51.861890,5,5,5,1,0,24.076622
