county,imprinted_id,timestamp,contest_count,round1_contest_count,round2_contest_count,primary_round,discrepancy_count,delta_seconds
Chaffee,102-69-40,2025-11-17 13:36:19.913312,9,9,9,1,0,45.853141
Chaffee,102-69-47,2025-11-17 13:37:17.178465,9,9,9,1,0,57.265153
Chaffee,102-70-16,2025-11-17 13:38:32.532063,15,15,15,1,0,75.353598
Chaffee,102-71-27,2025-11-17 13:40:19.715277,9,9,9,1,0,107.183214
Baca,102-4-23,2025-11-17 13:40:53.342965,7,7,7,1,0,
Chaffee,102-73-24,2025-11-17 13:41:12.899806,12,12,12,1,0,53.184529
Chaffee,102-74-9,2025-11-17 13:41:58.786925,9,9,9,1,0,45.887119
Chaffee,102-74-40,2025-11-17 13:42:46.290404,9,9,9,1,0,47.503479
Chaffee,102-76-47,2025-11-17 13:44:32.881750,9,9,9,1,0,106.591346
Chaffee,102-77-2,2025-11-17 13:45:44.010572,15,15,15,1,0,71.128822
Chaffee,102-78-2,2025-11-17 13:46:44.891471,15,15,15,1,0,60.880899
Chaffee,102-79-47,2025-11-17 13:47:47.896820,12,12,12,1,0,63.005349
Baca,102-10-9,2025-11-17 13:47:48.091879,7,7,7,1,0,414.748914
Chaffee,102-82-18,2025-11-17 13:48:36.116823,9,9,9,1,0,48.220003
Baca,102-11-11,2025-11-17 13:48:38.674722,7,7,7,1,0,50.582843
Jackson,102-5-8,2025-11-17 13:49:25.313199,4,4,4,1,0,
Chaffee,102-83-6,2025-11-17 13:51:18.230877,9,9,9,1,0,162.114054
Jackson,102-8-22,2025-11-17 13:51:43.339250,4,4,4,1,0,138.026051
Chaffee,102-86-20,2025-11-17 13:52:15.406031,12,12,12,1,0,57.175154
Jackson,102-12-12,2025-11-17 13:52:33.731670,4,4,4,1,0,50.39242
Jackson,102-14-14,2025-11-17 13:53:00.907293,4,4,4,1,0,27.175623
Jackson,102-15-12,2025-11-17 13:53:28.320207,4,4,4,1,0,27.412914
Baca,102-14-23,2025-11-17 13:53:38.947107,7,7,7,1,0,300.272385
Chaffee,102-87-24,2025-11-17 13:54:06.862316,12,12,12,1,0,111.456285
Chaffee,102-87-25,2025-11-17 13:55:07.377461,12,12,12,1,0,60.515145
Baca,102-20-15,2025-11-17 13:56:15.045518,7,7,7,1,0,156.098411
Jackson,102-21-11,2025-11-17 13:56:59.176501,6,6,6,1,0,210.856294
Chaffee,102-88-11,2025-11-17 13:57:16.305545,12,12,12,1,0,128.928084
Jackson,102-23-12,2025-11-17 13:57:42.373908,4,4,4,1,0,43.197407
Chaffee,102-91-12,2025-11-17 13:58:12.988154,12,12,12,1,0,56.682609
Baca,102-21-20,2025-11-17 13:58:19.185627,7,7,7,1,0,124.140109
Chaffee,102-91-25,2025-11-17 13:59:06.346425,12,12,12,1,0,53.358271
Chaffee,102-91-32,2025-11-17 13:59:55.570408,9,9,9,1,0,49.223983
Chaffee,102-93-10,2025-11-17 14:01:12.902856,9,9,9,1,0,77.332448
Baca,102-24-21,2025-11-17 14:02:04.161766,2,2,2,1,0,224.976139
Baca,102-27-17,2025-11-17 14:03:12.043046,4,4,4,1,0,67.88128
Baca,102-28-24,2025-11-17 14:05:50.974203,2,2,2,1,0,158.931157
Chaffee,102-98-20,2025-11-17 14:07:18.192948,15,15,15,1,0,365.290092
Baca,102-34-7,2025-11-17 14:09:09.828124,2,2,2,1,0,198.853921
Baca,102-39-18,2025-11-17 14:13:39.010082,2,2,2,1,0,269.181958
Baca,102-40-11,2025-11-17 14:14:18.824770,7,7,7,1,0,39.814688
Baca,102-42-14,2025-11-17 14:17:29.802747,4,4,4,1,0,190.977977
Chaffee,102-103-24,2025-11-17 14:17:57.351337,9,9,9,1,0,639.158389
Chaffee,102-104-20,2025-11-17 14:18:50.702615,9,9,9,1,0,53.351278
Chaffee,102-104-36,2025-11-17 14:19:34.997690,9,9,9,1,0,44.295075
Baca,102-48-6,2025-11-17 14:19:38.372947,2,2,2,1,0,128.5702
Chaffee,102-106-11,2025-11-17 14:20:41.617581,15,15,15,1,0,66.619891
Chaffee,102-107-4,2025-11-17 14:21:18.486623,9,9,9,1,0,36.869042
Chaffee,102-107-14,2025-11-17 14:22:14.001196,9,9,9,1,0,55.514573
Baca,102-49-16,2025-11-17 14:22:33.404360,7,7,7,1,0,175.031413
Chaffee,102-108-2,2025-11-17 14:23:02.274864,12,12,12,1,0,48.273668
Baca,102-50-13,2025-11-17 14:23:27.873405,4,4,4,1,0,54.469045
Chaffee,102-108-48,2025-11-17 14:24:02.156822,12,12,12,1,0,59.881958
Chaffee,102-50-20,2025-11-17 14:24:05.153421,14,14,14,1,0,2.996599
Chaffee,102-109-14,2025-11-17 14:24:55.033377,12,12,12,1,1,49.879956
Baca,102-51-15,2025-11-17 14:25:39.918917,7,7,7,1,0,132.045512
Chaffee,102-109-29,2025-11-17 14:25:50.224352,9,9,9,1,0,55.190975
Baca,102-51-21,2025-11-17 14:26:09.078635,4,4,4,1,0,29.159718
Chaffee,102-109-33,2025-11-17 14:26:37.747403,9,9,9,1,0,47.523051
Baca,102-52-22,2025-11-17 14:26:40.023797,4,4,4,1,0,30.945162
Chaffee,102-111-12,2025-11-17 14:27:32.730788,9,9,9,1,0,54.983385
Baca,102-56-19,2025-11-17 14:28:33.845889,4,4,4,1,0,113.822092
Chaffee,102-112-42,2025-11-17 14:29:45.706563,15,15,15,1,0,132.975775
Chaffee,102-114-6,2025-11-17 14:30:38.391705,12,12,12,1,0,52.685142
Chaffee,102-114-26,2025-11-17 14:31:57.439010,15,15,15,1,0,79.047305
Elbert,1-VBM-0003-16,2025-11-17 14:31:58.626271,5,5,5,1,0,
Elbert,1-VBM-0007-20,2025-11-17 14:32:36.552161,5,5,5,1,0,37.92589
Chaffee,102-117-16,2025-11-17 14:33:02.448166,15,15,15,1,0,65.009156
Elbert,1-VBM-0008-5,2025-11-17 14:33:37.907340,8,8,8,1,0,61.355179
Chaffee,102-117-17,2025-11-17 14:34:23.980497,15,15,15,1,1,81.532331
Elbert,1-VBM-0012-5,2025-11-17 14:34:28.998022,5,5,5,1,0,51.090682
Chaffee,102-117-34,2025-11-17 14:35:16.526084,12,12,12,1,0,52.545587
Elbert,1-VBM-0014-13,2025-11-17 14:35:18.701706,5,5,5,1,0,49.703684
Elbert,1-VBM-0019-47,2025-11-17 14:36:11.211782,8,8,8,1,0,52.510076
Chaffee,102-117-47,2025-11-17 14:36:32.685686,15,15,15,1,0,76.159602
Elbert,1-VBM-0023-38,2025-11-17 14:36:47.455975,4,4,4,1,0,36.244193
Chaffee,102-122-21,2025-11-17 14:37:20.951122,12,12,12,1,0,48.265436
Elbert,1-VBM-0025-18,2025-11-17 14:37:58.937825,8,8,8,1,0,71.48185
Elbert,1-VBM-0027-15,2025-11-17 14:38:28.871290,4,4,4,1,0,29.933465
Elbert,1-VBM-0030-38,2025-11-17 14:39:10.599976,5,5,5,1,0,41.728686
Chaffee,102-126-47,2025-11-17 14:39:11.880447,9,9,9,1,0,110.929325
Kit Carson,101-1-7,2025-11-17 14:39:40.562274,3,3,3,1,0,
Elbert,1-VBM-0036-36,2025-11-17 14:39:49.665075,5,5,5,1,0,39.065099
Chaffee,102-127-14,2025-11-17 14:40:09.781264,9,9,9,1,0,57.900817
Elbert,1-VBM-0042-42,2025-11-17 14:40:27.234875,5,5,5,1,0,37.5698
Kit Carson,101-4-20,2025-11-17 14:40:51.087575,3,3,3,1,0,70.525301
Elbert,1-VBM-0045-44,2025-11-17 14:41:21.193046,5,5,5,1,0,53.958171
Kit Carson,101-6-18,2025-11-17 14:41:55.402937,3,3,3,1,0,64.315362
Elbert,1-VBM-0050-17,2025-11-17 14:41:55.807679,4,4,4,1,0,34.614633
Chaffee,102-127-30,2025-11-17 14:42:01.313903,15,15,15,1,0,111.532639
Kit Carson,101-8-4,2025-11-17 14:42:40.876027,3,3,3,1,0,45.47309
Elbert,1-VBM-0053-30,2025-11-17 14:42:41.080201,8,8,8,1,0,45.272522
Chaffee,102-127-35,2025-11-17 14:43:00.940872,15,15,15,1,0,59.626969
Kit Carson,101-9-1,2025-11-17 14:43:10.275621,2,2,2,1,0,29.399594
Elbert,1-VBM-0057-13,2025-11-17 14:43:15.419595,5,5,5,1,0,34.339394
Elbert,1-VBM-0059-24,2025-11-17 14:43:49.791960,5,5,5,1,0,34.372365
Kit Carson,101-11-15,2025-11-17 14:43:58.007754,3,3,3,1,0,47.732133
Chaffee,102-130-47,2025-11-17 14:44:00.636913,12,12,12,1,0,59.696041
Elbert,1-VBM-0061-19,2025-11-17 14:44:14.359079,4,4,4,1,0,24.567119
Kit Carson,101-11-16,2025-11-17 14:44:25.233135,2,2,2,1,0,27.225381
Elbert,1-VBM-0062-40,2025-11-17 14:44:45.537453,5,5,5,1,0,31.178374
Kit Carson,101-14-4,2025-11-17 14:45:03.775185,3,3,3,1,0,38.54205
Chaffee,102-134-16,2025-11-17 14:45:07.739027,12,12,12,1,0,67.102114
Elbert,1-VBM-0065-44,2025-11-17 14:45:30.478207,5,5,5,1,0,44.940754
Elbert,1-VBM-0072-16,2025-11-17 14:46:01.532786,5,5,5,1,0,31.054579
Kit Carson,101-16-10,2025-11-17 14:46:20.723238,3,3,3,1,0,76.948053
Kit Carson,101-17-4,2025-11-17 14:46:44.928330,2,2,2,1,0,24.205092
Elbert,1-VBM-0074-24,2025-11-17 14:46:45.750846,6,6,6,1,0,44.21806
Kit Carson,101-18-3,2025-11-17 14:47:23.403992,3,3,3,1,0,38.475662
Elbert,1-VBM-0100-45,2025-11-17 14:47:26.023892,5,5,5,1,0,40.273046
Chaffee,102-135-36,2025-11-17 14:47:28.491370,15,15,15,1,0,140.752343
Elbert,1-VBM-0102-30,2025-11-17 14:48:02.631329,6,6,6,1,0,36.607437
Kit Carson,101-26-2,2025-11-17 14:48:07.505337,3,3,3,1,0,44.101345
Chaffee,102-138-2,2025-11-17 14:48:17.948865,9,9,9,1,0,49.457495
Elbert,1-VBM-0103-8,2025-11-17 14:48:48.272161,6,6,6,1,0,45.640832
Kit Carson,101-26-17,2025-11-17 14:49:08.643863,3,3,3,1,0,61.138526
Chaffee,102-138-37,2025-11-17 14:49:24.201335,9,9,9,1,0,66.25247
Elbert,1-VBM-0106-35,2025-11-17 14:49:24.931639,5,5,5,1,0,36.659478
Kit Carson,101-26-23,2025-11-17 14:49:34.376684,2,2,2,1,0,25.732821
Elbert,1-VBM-0109-26,2025-11-17 14:49:57.565298,5,5,5,1,0,32.633659
Chaffee,102-139-7,2025-11-17 14:49:58.248138,9,9,9,1,0,34.046803
Kit Carson,101-27-9,2025-11-17 14:50:14.771587,3,3,3,1,0,40.394903
Elbert,1-VBM-0109-37,2025-11-17 14:50:30.190657,5,5,5,1,0,32.625359
Elbert,1-VBM-0113-36,2025-11-17 14:50:57.149801,4,4,4,1,0,26.959144
Chaffee,102-139-32,2025-11-17 14:51:09.766360,15,15,15,1,0,71.518222
Elbert,1-VBM-0131-17,2025-11-17 14:51:25.451131,5,5,5,1,0,28.30133
Kit Carson,101-30-4,2025-11-17 14:51:27.239097,3,3,3,1,0,72.46751
Elbert,1-VBM-0132-5,2025-11-17 14:51:54.372129,5,5,5,1,0,28.920998
Kit Carson,101-31-11,2025-11-17 14:51:55.270584,2,2,2,1,0,28.031487
Chaffee,102-140-10,2025-11-17 14:52:19.744613,15,15,15,1,0,69.978253
Elbert,1-VBM-0135-49,2025-11-17 14:52:23.689004,5,5,5,1,0,29.316875
Kit Carson,101-31-22,2025-11-17 14:52:40.575685,3,3,3,1,0,45.305101
Elbert,1-VBM-0138-14,2025-11-17 14:53:03.764684,8,8,8,1,0,40.07568
Kit Carson,101-34-9,2025-11-17 14:53:13.035265,3,3,3,1,0,32.45958
Kit Carson,101-34-23,2025-11-17 14:53:36.991038,2,2,2,1,0,23.955773
Elbert,1-VBM-0144-13,2025-11-17 14:53:44.802635,5,5,5,1,0,41.037951
Elbert,1-VBM-0149-23,2025-11-17 14:54:14.624777,5,5,5,1,0,29.822142
Kit Carson,101-36-24,2025-11-17 14:54:15.170772,3,3,3,1,0,38.179734
Chaffee,102-140-31,2025-11-17 14:54:48.704581,15,15,15,1,0,148.959968
Kit Carson,101-38-6,2025-11-17 14:54:51.592287,3,3,3,1,0,36.421515
Elbert,1-VBM-0156-2,2025-11-17 14:54:53.837655,6,6,6,1,0,39.212878
Crowley,102-8-20,2025-11-17 14:54:57.671188,4,4,4,1,0,
Kit Carson,101-39-7,2025-11-17 14:55:32.123923,3,3,3,1,0,40.531636
Elbert,1-VBM-0160-1,2025-11-17 14:55:36.475856,6,6,6,1,0,42.638201
Chaffee,102-142-50,2025-11-17 14:55:41.093524,9,9,9,1,0,52.388943
Crowley,102-9-19,2025-11-17 14:56:03.229741,4,4,4,1,0,65.558553
Kit Carson,101-39-13,2025-11-17 14:56:14.874840,3,3,3,1,0,42.750917
Elbert,1-VBM-0164-9,2025-11-17 14:56:16.383707,5,5,5,1,0,39.907851
Chaffee,102-143-26,2025-11-17 14:56:44.482946,15,15,15,1,1,63.389422
Elbert,1-VBM-0171-2,2025-11-17 14:56:49.247888,5,5,5,1,0,32.864181
Kit Carson,101-49-7,2025-11-17 14:56:57.504778,3,3,3,1,0,42.629938
Crowley,102-11-12,2025-11-17 14:57:18.265540,4,4,4,1,0,75.035799
Kit Carson,101-49-20,2025-11-17 14:57:19.142357,2,2,2,1,0,21.637579
Crowley,102-12-3,2025-11-17 14:57:49.458092,22,22,22,1,1,31.192552
Chaffee,102-144-23,2025-11-17 14:57:53.856931,15,15,15,1,0,69.373985
Elbert,1-VBM-0171-39,2025-11-17 14:57:54.247069,5,5,5,1,0,64.999181
Kit Carson,101-51-21,2025-11-17 14:57:58.869660,3,3,3,1,0,39.727303
Elbert,1-VBM-0181-7,2025-11-17 14:58:18.449702,4,4,4,1,0,24.202633
Kit Carson,101-52-2,2025-11-17 14:58:36.175731,3,3,3,1,0,37.306071
Chaffee,102-144-39,2025-11-17 14:58:38.588403,12,12,12,1,0,44.731472
Elbert,1-VBM-0181-32,2025-11-17 14:58:57.464833,4,4,4,1,0,39.015131
Kit Carson,101-52-17,2025-11-17 14:59:13.231921,3,3,3,1,0,37.05619
Chaffee,102-144-42,2025-11-17 14:59:42.745130,15,15,15,1,0,64.156727
Kit Carson,101-53-15,2025-11-17 14:59:46.385976,3,3,3,1,0,33.154055
Elbert,1-VBM-0185-3,2025-11-17 14:59:50.398532,8,8,8,1,0,52.933699
Elbert,1-VBM-0186-10,2025-11-17 15:00:20.570114,5,5,5,1,0,30.171582
Kit Carson,101-57-19,2025-11-17 15:00:21.111334,3,3,3,1,0,34.725358
Chaffee,102-149-7,2025-11-17 15:00:31.159625,12,12,12,1,0,48.414495
Kit Carson,101-60-11,2025-11-17 15:00:42.099090,2,2,2,1,0,20.987756
Elbert,1-VBM-0187-13,2025-11-17 15:00:49.970637,5,5,5,1,0,29.400523
Kit Carson,101-60-12,2025-11-17 15:01:03.360382,2,2,2,1,0,21.261292
Chaffee,102-149-12,2025-11-17 15:01:30.700044,12,12,12,1,1,59.540419
Elbert,1-VBM-0203-33,2025-11-17 15:01:32.172127,8,8,8,1,0,42.20149
Kit Carson,101-60-17,2025-11-17 15:01:39.424947,3,3,3,1,0,36.064565
Elbert,1-VBM-0204-40,2025-11-17 15:02:03.986855,5,5,5,1,0,31.814728
Kit Carson,101-60-23,2025-11-17 15:02:07.784454,3,3,3,1,0,28.359507
Crowley,102-19-3,2025-11-17 15:02:19.307597,4,4,4,1,0,269.849505
Chaffee,102-149-33,2025-11-17 15:02:27.738441,9,9,9,1,0,57.038397
Elbert,1-VBM-0212-12,2025-11-17 15:02:41.125658,5,5,5,1,0,37.138803
Kit Carson,101-64-15,2025-11-17 15:02:44.807208,3,3,3,1,0,37.022754
Crowley,102-19-10,2025-11-17 15:02:51.748583,4,4,4,1,0,32.440986
Elbert,1-VBM-0220-48,2025-11-17 15:03:10.900268,5,5,5,1,0,29.77461
Chaffee,102-151-28,2025-11-17 15:03:22.800468,12,12,12,1,0,55.062027
Kit Carson,101-65-7,2025-11-17 15:03:24.865433,3,3,3,1,0,40.058225
Crowley,102-20-12,2025-11-17 15:03:35.310010,4,4,4,1,0,43.561427
Montrose,103-1-43,2025-11-17 15:03:40.512812,10,10,10,1,0,
Elbert,1-VBM-0221-26,2025-11-17 15:03:42.586396,5,5,5,1,0,31.686128
Kit Carson,101-65-18,2025-11-17 15:04:02.696089,3,3,3,1,0,37.830656
Elbert,1-VBM-0231-1,2025-11-17 15:04:06.395902,4,4,4,1,0,23.809506
Chaffee,102-152-21,2025-11-17 15:04:30.558404,15,15,15,1,0,67.757936
Crowley,102-25-13,2025-11-17 15:04:49.262619,4,4,4,1,0,73.952609
Montrose,103-3-16,2025-11-17 15:04:56.926320,10,10,10,1,0,76.413508
Kit Carson,101-68-15,2025-11-17 15:05:06.448952,2,2,2,1,0,63.752863
Chaffee,102-153-27,2025-11-17 15:05:13.256629,9,9,9,1,0,42.698225
Crowley,102-26-14,2025-11-17 15:05:17.799682,4,4,4,1,0,28.537063
Kit Carson,101-69-8,2025-11-17 15:05:28.927406,2,2,2,1,0,22.478454
Montrose,103-3-45,2025-11-17 15:05:50.180660,10,10,10,1,0,53.25434
Crowley,102-26-22,2025-11-17 15:05:55.766988,4,4,4,1,0,37.967306
Chaffee,102-154-23,2025-11-17 15:06:17.431734,12,12,12,1,0,64.175105
Kit Carson,101-72-24,2025-11-17 15:06:18.456791,3,3,3,1,0,49.529385
Kit Carson,101-73-18,2025-11-17 15:06:39.073361,2,2,2,1,0,20.61657
Montrose,103-5-27,2025-11-17 15:06:45.601293,10,10,10,1,0,55.420633
Kit Carson,101-74-5,2025-11-17 15:07:12.330136,3,3,3,1,0,33.256775
Chaffee,102-154-29,2025-11-17 15:07:24.482938,15,15,15,1,0,67.051204
Crowley,102-27-18,2025-11-17 15:07:29.896841,4,4,4,1,0,94.129853
Kit Carson,101-74-6,2025-11-17 15:07:40.707068,3,3,3,1,0,28.376932
Montrose,103-5-28,2025-11-17 15:07:55.746888,11,11,11,1,0,70.145595
Crowley,102-28-6,2025-11-17 15:08:01.216381,4,4,4,1,0,31.31954
Kit Carson,101-77-8,2025-11-17 15:08:05.201043,2,2,2,1,0,24.493975
Chaffee,102-155-21,2025-11-17 15:08:39.549147,15,15,15,1,0,75.066209
Kit Carson,101-77-19,2025-11-17 15:08:43.186843,3,3,3,1,0,37.9858
Montrose,103-5-42,2025-11-17 15:09:03.287681,11,11,11,1,0,67.540793
Kit Carson,101-78-14,2025-11-17 15:09:03.651512,2,2,2,1,0,20.464669
Crowley,102-30-8,2025-11-17 15:09:10.529190,4,4,4,1,0,69.312809
Kit Carson,101-78-23,2025-11-17 15:09:24.577932,2,2,2,1,0,20.92642
Chaffee,102-155-28,2025-11-17 15:09:26.603981,12,12,12,1,0,47.054834
Montrose,103-10-42,2025-11-17 15:09:44.264771,6,6,6,1,0,40.97709
Kit Carson,101-79-6,2025-11-17 15:09:44.769918,2,2,2,1,0,20.191986
Kit Carson,101-79-20,2025-11-17 15:10:05.143970,2,2,2,1,0,20.374052
Chaffee,102-156-33,2025-11-17 15:10:30.736213,15,15,15,1,0,64.132232
Montrose,103-12-32,2025-11-17 15:10:37.667822,11,11,11,1,0,53.403051
Crowley,102-31-19,2025-11-17 15:10:49.888887,6,6,6,1,0,99.359697
Kit Carson,101-79-21,2025-11-17 15:10:52.826439,3,3,3,1,0,47.682469
Kit Carson,101-81-2,2025-11-17 15:11:12.870578,2,2,2,1,0,20.044139
Montrose,103-13-22,2025-11-17 15:11:27.816733,11,11,11,1,0,50.148911
Chaffee,102-158-46,2025-11-17 15:11:30.369557,15,15,15,1,1,59.633344
Kit Carson,101-81-5,2025-11-17 15:11:34.369789,2,2,2,1,0,21.499211
Crowley,102-33-12,2025-11-17 15:11:46.570623,4,4,4,1,0,56.681736
Kit Carson,101-85-13,2025-11-17 15:11:56.676324,2,2,2,1,0,22.306535
Montrose,103-14-19,2025-11-17 15:12:16.131805,11,11,11,1,0,48.315072
Chaffee,102-160-21,2025-11-17 15:12:16.860984,9,9,9,1,0,46.491427
Crowley,102-33-17,2025-11-17 15:12:18.249871,4,4,4,1,0,31.679248
Kit Carson,101-85-21,2025-11-17 15:12:36.397950,3,3,3,1,0,39.721626
Montrose,103-14-25,2025-11-17 15:13:10.594859,11,11,11,1,0,54.463054
Kit Carson,101-85-22,2025-11-17 15:13:14.033746,3,3,3,1,0,37.635796
Crowley,102-35-17,2025-11-17 15:13:21.298384,4,4,4,1,0,63.048513
Kit Carson,101-87-8,2025-11-17 15:13:45.448977,3,3,3,1,0,31.415231
Montrose,103-18-45,2025-11-17 15:13:53.848598,11,11,11,1,0,43.253739
Kit Carson,101-87-18,2025-11-17 15:14:22.114750,3,3,3,1,0,36.665773
Crowley,102-37-3,2025-11-17 15:14:24.517904,4,4,4,1,0,63.21952
Chaffee,102-167-13,2025-11-17 15:14:33.669837,9,9,9,1,0,136.808853
Montrose,103-19-35,2025-11-17 15:14:39.898463,10,10,10,1,0,46.049865
Kit Carson,101-89-14,2025-11-17 15:14:53.300416,3,3,3,1,0,31.185666
Chaffee,102-167-49,2025-11-17 15:15:17.145979,9,9,9,1,0,43.476142
Kit Carson,101-90-14,2025-11-17 15:15:30.955476,3,3,3,1,0,37.65506
Kit Carson,101-92-23,2025-11-17 15:15:51.189076,2,2,2,1,0,20.2336
Chaffee,102-168-27,2025-11-17 15:16:04.984802,12,12,12,1,0,47.838823
Kit Carson,101-93-15,2025-11-17 15:16:13.669979,2,2,2,1,0,22.480903
Crowley,102-43-10,2025-11-17 15:16:19.255367,4,4,4,1,0,114.737463
Montrose,103-21-34,2025-11-17 15:16:26.378995,10,10,10,1,0,106.480532
Kit Carson,101-96-14,2025-11-17 15:16:45.370213,3,3,3,1,0,31.700234
Chaffee,102-168-42,2025-11-17 15:17:03.510362,15,15,15,1,0,58.52556
Montrose,103-22-12,2025-11-17 15:17:11.499202,10,10,10,1,0,45.120207
Kit Carson,101-96-15,2025-11-17 15:17:13.474605,3,3,3,1,0,28.104392
Kit Carson,101-96-17,2025-11-17 15:17:38.844202,2,2,2,1,0,25.369597
Montrose,103-24-26,2025-11-17 15:17:56.116891,11,11,11,1,0,44.617689
Chaffee,102-169-24,2025-11-17 15:18:01.548279,15,15,15,1,0,58.037917
Kit Carson,101-96-25,2025-11-17 15:18:03.825603,2,2,2,1,0,24.981401
Montrose,103-27-15,2025-11-17 15:18:53.821601,10,10,10,1,0,57.70471
Chaffee,102-170-45,2025-11-17 15:18:54.589219,9,9,9,1,0,53.04094
Chaffee,102-171-43,2025-11-17 15:19:36.351816,9,9,9,1,0,41.762597
Montrose,103-27-30,2025-11-17 15:19:39.051442,11,11,11,1,0,45.229841
Montrose,103-28-48,2025-11-17 15:20:21.430580,11,11,11,1,0,42.379138
Chaffee,102-171-52,2025-11-17 15:20:25.767637,9,9,9,1,0,49.415821
Montrose,103-30-36,2025-11-17 15:21:09.625184,11,11,11,1,0,48.194604
Chaffee,102-172-12,2025-11-17 15:21:09.942195,12,12,12,1,0,44.174558
Chaffee,102-172-24,2025-11-17 15:22:24.220089,15,15,15,1,0,74.277894
Montrose,103-34-9,2025-11-17 15:23:00.286287,11,11,11,1,0,110.661103
Chaffee,102-172-43,2025-11-17 15:23:05.313149,9,9,9,1,0,41.09306
Montrose,103-36-18,2025-11-17 15:23:44.035785,10,10,10,1,0,43.749498
Chaffee,102-173-27,2025-11-17 15:24:07.430111,15,15,15,1,0,62.116962
Montrose,103-40-5,2025-11-17 15:24:24.830261,10,10,10,1,0,40.794476
Chaffee,102-177-43,2025-11-17 15:24:49.926009,9,9,9,1,0,42.495898
Montrose,103-43-12,2025-11-17 15:25:06.356052,10,10,10,1,0,41.525791
Montrose,103-44-6,2025-11-17 15:25:49.518938,11,11,11,1,0,43.162886
Chaffee,102-178-34,2025-11-17 15:25:52.112036,12,12,12,1,0,62.186027
Montrose,103-49-26,2025-11-17 15:26:36.135893,11,11,11,1,0,46.616955
Montrose,103-53-19,2025-11-17 15:27:34.983663,10,10,10,1,0,58.84777
Montrose,103-56-10,2025-11-17 15:28:18.245817,11,11,11,1,0,43.262154
Montrose,103-56-44,2025-11-17 15:29:04.370060,10,10,10,1,0,46.124243
