county,imprinted_id,contest_name,round,selection
Denver,107-336-38,,,
Denver,107-37-44,Denver Ballot Issue 2Q,1,56
Denver,107-384-69,Denver Ballot Issue 2Q,1,137
Denver,107-412-48,Denver Ballot Issue 2Q,1,127
Denver,107-496-10,Denver Ballot Issue 2Q,1,74
Denver,107-5-49,Denver Ballot Issue 2Q,1,41
Denver,107-523-100,Denver Ballot Issue 2Q,1,72
Denver,107-587-75,Denver Ballot Issue 2Q,1,92
Denver,107-65-69,Denver Ballot Issue 2Q,1,171
Denver,107-658-31,Denver Ballot Issue 2Q,1,57
Denver,107-669-54,Denver Ballot Issue 2Q,1,52
Denver,107-712-67,Denver Ballot Issue 2Q,1,168
Denver,107-716-91,,,
Denver,107-750-71,Denver Ballot Issue 2Q,1,63
Denver,107-762-43,Denver Ballot Issue 2Q,1,71
Denver,107-763-37,Denver Ballot Issue 2Q,1,67
Denver,107-832-82,Denver Ballot Issue 2Q,1,120
Denver,107-837-42,Denver Ballot Issue 2Q,1,76
Denver,107-879-20,Denver Ballot Issue 2Q,1,179
Denver,108-121-1,Denver Ballot Issue 2Q,1,50
Denver,108-174-16,Denver Ballot Issue 2Q,1,83
Denver,108-191-43,Denver Ballot Issue 2Q,1,55
Denver,108-217-13,Denver Ballot Issue 2Q,1,34
Denver,108-250-60,Denver Ballot Issue 2Q,1,185
Denver,108-272-86,Denver Ballot Issue 2Q,1,189
Denver,108-280-40,,,
Denver,108-295-66,Denver Ballot Issue 2Q,1,123
Denver,108-307-56,Denver Ballot Issue 2Q,1,3
Denver,108-342-12,,,
Denver,108-346-98,Denver Ballot Issue 2Q,1,139
Denver,108-436-42,Denver Ballot Issue 2Q,1,94
Denver,108-468-29,Denver Ballot Issue 2Q,1,158
Denver,108-514-26,Denver Ballot Issue 2Q,1,157
Denver,108-535-21,Denver Ballot Issue 2Q,1,146
Denver,108-552-46,Denver Ballot Issue 2Q,1,29
Denver,108-577-52,Denver Ballot Issue 2Q,1,48
Denver,108-585-12,Denver Ballot Issue 2Q,1,164
Denver,108-585-36,Denver Ballot Issue 2Q,1,113
Denver,108-704-62,Denver Ballot Issue 2Q,1,64
Denver,108-718-17,Denver Ballot Issue 2Q,1,12
Denver,108-82-64,,,
Denver,109-158-46,,,
Denver,109-216-42,,,
Denver,109-23-25,Denver Ballot Issue 2Q,1,167
Denver,109-267-16,Denver Ballot Issue 2Q,1,191
Denver,109-333-18,,,
Denver,109-396-68,Denver Ballot Issue 2Q,1,156
Denver,109-440-70,Denver Ballot Issue 2Q,1,126
Denver,109-450-99,,,
Denver,109-452-72,Denver Ballot Issue 2Q,1,166
Denver,109-457-88,Denver Ballot Issue 2Q,1,102
Denver,109-46-56,Denver Ballot Issue 2Q,1,53
Denver,109-539-7,,,
Denver,109-554-69,,,
Denver,109-570-66,Denver Ballot Issue 2Q,1,54
Denver,109-597-11,Denver Ballot Issue 2Q,1,98
Denver,109-602-34,Denver Ballot Issue 2Q,1,35
Denver,109-621-67,Denver Ballot Issue 2Q,1,184
Denver,109-637-69,Denver Ballot Issue 2Q,1,26
Denver,109-640-12,Denver Ballot Issue 2Q,1,207
Denver,109-8-43,Denver Ballot Issue 2Q,1,44
Denver,109-85-36,Denver Ballot Issue 2Q,1,176
Denver,110-115-32,,,
Denver,110-132-59,Denver Ballot Issue 2Q,1,24
Denver,110-194-54,Denver Ballot Issue 2Q,1,150
Denver,110-255-34,Denver Ballot Issue 2Q,1,93
Denver,110-261-67,Denver Ballot Issue 2Q,1,66
Denver,110-283-50,,,
Denver,110-293-51,,,
Denver,110-294-15,Denver Ballot Issue 2Q,1,132
Denver,110-332-54,Denver Ballot Issue 2Q,1,106
Denver,110-344-61,Denver Ballot Issue 2Q,1,96
Denver,110-381-51,Denver Ballot Issue 2Q,1,60
Denver,110-382-82,,,
Denver,110-390-89,Denver Ballot Issue 2Q,1,175
Denver,110-452-79,Denver Ballot Issue 2Q,1,88
Denver,110-472-25,Denver Ballot Issue 2Q,1,28
Denver,110-533-24,Denver Ballot Issue 2Q,1,182
Denver,110-538-18,,,
Denver,110-615-53,,,
Denver,110-631-100,,,
Denver,111-166-73,Denver Ballot Issue 2Q,1,81
Denver,111-192-100,Denver Ballot Issue 2Q,1,192
Denver,111-199-83,,,
Denver,111-202-67,Denver Ballot Issue 2Q,1,117
Denver,111-232-34,Denver Ballot Issue 2Q,1,124
Denver,111-249-59,,,
Denver,111-72-63,Denver Ballot Issue 2Q,1,13
Denver,111-80-59,Denver Ballot Issue 2Q,1,161
Denver,112-127-59,Denver Ballot Issue 2Q,1,188
Denver,112-171-42,Denver Ballot Issue 2Q,1,154
Denver,112-173-22,,,
Denver,112-185-16,Denver Ballot Issue 2Q,1,27
Denver,112-2-22,Denver Ballot Issue 2Q,1,134
Denver,112-200-62,,,
Denver,112-205-3,,,
Denver,112-296-7,Denver Ballot Issue 2Q,1,180
Denver,112-365-39,,,
Denver,112-399-47,Denver Ballot Issue 2Q,1,155
Denver,112-427-77,Denver Ballot Issue 2Q,1,32
Denver,112-482-19,Denver Ballot Issue 2Q,1,159
Denver,112-532-91,Denver Ballot Issue 2Q,1,201
Denver,112-59-7,,,
Denver,112-78-30,,,
Denver,112-79-76,,,
Denver,112-96-3,Denver Ballot Issue 2Q,1,143
Denver,113-135-97,Denver Ballot Issue 2Q,1,77
Denver,113-137-100,Denver Ballot Issue 2Q,1,99
Denver,113-161-63,,,
Denver,113-182-48,,,
Denver,113-201-57,Denver Ballot Issue 2Q,1,61
Denver,113-326-70,Denver Ballot Issue 2Q,1,2
Denver,113-335-5,,,
Denver,113-361-89,Denver Ballot Issue 2Q,1,19
Denver,113-364-50,Denver Ballot Issue 2Q,1,22
Denver,113-408-75,Denver Ballot Issue 2Q,1,68
Denver,113-484-63,Denver Ballot Issue 2Q,1,194
Denver,113-535-24,Denver Ballot Issue 2Q,1,80
Denver,113-546-32,Denver Ballot Issue 2Q,1,58
Denver,113-552-75,Denver Ballot Issue 2Q,1,6
Denver,113-584-22,Denver Ballot Issue 2Q,1,116
Denver,113-81-86,Denver Ballot Issue 2Q,1,36
Denver,114-122-40,Denver Ballot Issue 2Q,1,149
Denver,114-199-97,,,
Denver,114-20-82,Denver Ballot Issue 2Q,1,62
Denver,114-252-5,Denver Ballot Issue 2Q,1,46
Denver,114-4-54,Denver Ballot Issue 2Q,1,209
Denver,114-40-83,Denver Ballot Issue 2Q,1,136
Denver,114-9-93,,,
Denver,120-33-91,Denver Ballot Issue 2Q,1,174
Denver,120-62-38,Denver Ballot Issue 2Q,1,75
Denver,120-75-47,Denver Ballot Issue 2Q,1,73
Denver,120-84-16,Denver Ballot Issue 2Q,1,141
Denver,121-359-26,Denver Ballot Issue 2Q,1,107
Denver,121-388-1,,,
Denver,121-451-88,,,
Denver,121-498-57,Denver Ballot Issue 2Q,1,118
Denver,121-625-95,Denver Ballot Issue 2Q,1,90
Denver,121-738-60,Denver Ballot Issue 2Q,1,101
Denver,121-759-21,Denver Ballot Issue 2Q,1,111
Denver,121-80-32,,,
Denver,121-811-2,Denver Ballot Issue 2Q,1,95
Denver,121-812-92,Denver Ballot Issue 2Q,1,18
Denver,121-839-28,Denver Ballot Issue 2Q,1,108
Denver,121-898-73,,,
Denver,121-9-69,Denver Ballot Issue 2Q,1,169
Denver,121-96-69,Denver Ballot Issue 2Q,1,187
Denver,121-960-5,Denver Ballot Issue 2Q,1,160
Dolores,102-1-14,Dove Creek Ambulance District Ballot Issue 6A,2,77
Dolores,102-1-21,Dove Creek Ambulance District Ballot Issue 6A,3,154
Dolores,102-1-23,Dove Creek Ambulance District Ballot Issue 6A,3,138
Dolores,102-10-13,Dove Creek Ambulance District Ballot Issue 6A,3,122
Dolores,102-10-15,Dove Creek Ambulance District Ballot Issue 6A,1,30
Dolores,102-10-18,Dove Creek Ambulance District Ballot Issue 6A,1,41
Dolores,102-10-19,Dove Creek Ambulance District Ballot Issue 6A,1,18
Dolores,102-10-7,Dove Creek Ambulance District Ballot Issue 6A,3,152
Dolores,102-12-17,Dove Creek Ambulance District Ballot Issue 6A,3,156
Dolores,102-13-13,Dove Creek Ambulance District Ballot Issue 6A,2,67
Dolores,102-13-18,Dove Creek Ambulance District Ballot Issue 6A,2,106
Dolores,102-14-24,Dove Creek Ambulance District Ballot Issue 6A,1,20
Dolores,102-15-10,Dove Creek Ambulance District Ballot Issue 6A,1,51
Dolores,102-15-9,Dove Creek Ambulance District Ballot Issue 6A,3,136
Dolores,102-16-11,Dove Creek Ambulance District Ballot Issue 6A,1,19
Dolores,102-16-11,Dove Creek Ambulance District Ballot Issue 6A,3,153
Dolores,102-16-2,Dove Creek Ambulance District Ballot Issue 6A,2,80
Dolores,102-16-24,Dove Creek Ambulance District Ballot Issue 6A,2,81
Dolores,102-17-12,Dove Creek Ambulance District Ballot Issue 6A,2,89
Dolores,102-17-20,Dove Creek Ambulance District Ballot Issue 6A,1,53
Dolores,102-17-6,Dove Creek Ambulance District Ballot Issue 6A,3,141
Dolores,102-17-7,Dove Creek Ambulance District Ballot Issue 6A,1,28
Dolores,102-17-9,Dove Creek Ambulance District Ballot Issue 6A,3,128
Dolores,102-18-1,Dove Creek Ambulance District Ballot Issue 6A,1,43
Dolores,102-18-15,Dove Creek Ambulance District Ballot Issue 6A,2,60
Dolores,102-18-24,Dove Creek Ambulance District Ballot Issue 6A,1,2
Dolores,102-18-24,Dove Creek Ambulance District Ballot Issue 6A,1,37
Dolores,102-18-4,Dove Creek Ambulance District Ballot Issue 6A,1,44
Dolores,102-19-12,Dove Creek Ambulance District Ballot Issue 6A,3,142
Dolores,102-19-21,Dove Creek Ambulance District Ballot Issue 6A,2,70
Dolores,102-2-17,Dove Creek Ambulance District Ballot Issue 6A,3,133
Dolores,102-2-24,Dove Creek Ambulance District Ballot Issue 6A,3,144
Dolores,102-2-3,Dove Creek Ambulance District Ballot Issue 6A,1,50
Dolores,102-20-11,Dove Creek Ambulance District Ballot Issue 6A,2,87
Dolores,102-20-14,Dove Creek Ambulance District Ballot Issue 6A,1,16
Dolores,102-21-13,Dove Creek Ambulance District Ballot Issue 6A,3,116
Dolores,102-21-5,Dove Creek Ambulance District Ballot Issue 6A,3,135
Dolores,102-21-8,Dove Creek Ambulance District Ballot Issue 6A,1,54
Dolores,102-22-15,Dove Creek Ambulance District Ballot Issue 6A,2,75
Dolores,102-22-19,Dove Creek Ambulance District Ballot Issue 6A,2,88
Dolores,102-22-4,Dove Creek Ambulance District Ballot Issue 6A,3,110
Dolores,102-22-9,Dove Creek Ambulance District Ballot Issue 6A,2,97
Dolores,102-23-16,Dove Creek Ambulance District Ballot Issue 6A,3,115
Dolores,102-23-5,Dove Creek Ambulance District Ballot Issue 6A,2,101
Dolores,102-24-2,Dove Creek Ambulance District Ballot Issue 6A,2,95
Dolores,102-24-20,Dove Creek Ambulance District Ballot Issue 6A,2,65
Dolores,102-24-6,Dove Creek Ambulance District Ballot Issue 6A,3,112
Dolores,102-24-7,Dove Creek Ambulance District Ballot Issue 6A,1,38
Dolores,102-24-7,Dove Creek Ambulance District Ballot Issue 6A,2,58
Dolores,102-25-15,Dove Creek Ambulance District Ballot Issue 6A,1,40
Dolores,102-25-15,Dove Creek Ambulance District Ballot Issue 6A,2,96
Dolores,102-25-23,Dove Creek Ambulance District Ballot Issue 6A,2,90
Dolores,102-25-25,Dove Creek Ambulance District Ballot Issue 6A,2,74
Dolores,102-26-1,Dove Creek Ambulance District Ballot Issue 6A,3,126
Dolores,102-26-22,Dove Creek Ambulance District Ballot Issue 6A,2,69
Dolores,102-26-22,Dove Creek Ambulance District Ballot Issue 6A,3,127
Dolores,102-26-24,Dove Creek Ambulance District Ballot Issue 6A,3,148
Dolores,102-26-5,Dove Creek Ambulance District Ballot Issue 6A,2,104
Dolores,102-26-6,Dove Creek Ambulance District Ballot Issue 6A,2,71
Dolores,102-27-1,Dove Creek Ambulance District Ballot Issue 6A,1,11
Dolores,102-27-20,Dove Creek Ambulance District Ballot Issue 6A,1,36
Dolores,102-27-23,Dove Creek Ambulance District Ballot Issue 6A,1,45
Dolores,102-28-20,Dove Creek Ambulance District Ballot Issue 6A,2,84
Dolores,102-28-3,Dove Creek Ambulance District Ballot Issue 6A,1,5
Dolores,102-28-6,Dove Creek Ambulance District Ballot Issue 6A,1,14
Dolores,102-29-13,Dove Creek Ambulance District Ballot Issue 6A,2,66
Dolores,102-29-21,Dove Creek Ambulance District Ballot Issue 6A,2,98
Dolores,102-29-23,Dove Creek Ambulance District Ballot Issue 6A,3,120
Dolores,102-29-9,Dove Creek Ambulance District Ballot Issue 6A,1,35
Dolores,102-3-11,Dove Creek Ambulance District Ballot Issue 6A,1,4
Dolores,102-3-12,Dove Creek Ambulance District Ballot Issue 6A,2,83
Dolores,102-3-6,Dove Creek Ambulance District Ballot Issue 6A,1,13
Dolores,102-3-8,Dove Creek Ambulance District Ballot Issue 6A,3,108
Dolores,102-30-17,Dove Creek Ambulance District Ballot Issue 6A,3,130
Dolores,102-30-6,Dove Creek Ambulance District Ballot Issue 6A,2,73
Dolores,102-32-1,Dove Creek Ambulance District Ballot Issue 6A,1,48
Dolores,102-32-18,Dove Creek Ambulance District Ballot Issue 6A,2,76
Dolores,102-32-21,Dove Creek Ambulance District Ballot Issue 6A,3,131
Dolores,102-32-23,Dove Creek Ambulance District Ballot Issue 6A,1,21
Dolores,102-33-14,Dove Creek Ambulance District Ballot Issue 6A,1,7
Dolores,102-34-12,Dove Creek Ambulance District Ballot Issue 6A,3,114
Dolores,102-34-13,Dove Creek Ambulance District Ballot Issue 6A,3,140
Dolores,102-34-3,Dove Creek Ambulance District Ballot Issue 6A,3,111
Dolores,102-35-11,Dove Creek Ambulance District Ballot Issue 6A,3,151
Dolores,102-36-4,Dove Creek Ambulance District Ballot Issue 6A,1,25
Dolores,102-37-11,Dove Creek Ambulance District Ballot Issue 6A,1,17
Dolores,102-37-13,Dove Creek Ambulance District Ballot Issue 6A,1,12
Dolores,102-37-17,Dove Creek Ambulance District Ballot Issue 6A,2,93
Dolores,102-37-2,Dove Creek Ambulance District Ballot Issue 6A,2,94
Dolores,102-38-10,Dove Creek Ambulance District Ballot Issue 6A,3,132
Dolores,102-38-20,Dove Creek Ambulance District Ballot Issue 6A,1,9
Dolores,102-39-12,Dove Creek Ambulance District Ballot Issue 6A,3,117
Dolores,102-39-16,Dove Creek Ambulance District Ballot Issue 6A,2,63
Dolores,102-39-19,Dove Creek Ambulance District Ballot Issue 6A,3,121
Dolores,102-4-22,Dove Creek Ambulance District Ballot Issue 6A,1,56
Dolores,102-40-10,Dove Creek Ambulance District Ballot Issue 6A,1,49
Dolores,102-40-13,Dove Creek Ambulance District Ballot Issue 6A,2,100
Dolores,102-40-23,Dove Creek Ambulance District Ballot Issue 6A,2,78
Dolores,102-40-23,Dove Creek Ambulance District Ballot Issue 6A,3,146
Dolores,102-40-25,Dove Creek Ambulance District Ballot Issue 6A,3,129
Dolores,102-40-5,Dove Creek Ambulance District Ballot Issue 6A,1,31
Dolores,102-41-15,Dove Creek Ambulance District Ballot Issue 6A,2,107
Dolores,102-41-20,Dove Creek Ambulance District Ballot Issue 6A,1,32
Dolores,102-41-6,Dove Creek Ambulance District Ballot Issue 6A,1,22
Dolores,102-41-6,Dove Creek Ambulance District Ballot Issue 6A,1,8
Dolores,102-41-6,Dove Creek Ambulance District Ballot Issue 6A,3,118
Dolores,102-43-16,Dove Creek Ambulance District Ballot Issue 6A,2,64
Dolores,102-43-5,Dove Creek Ambulance District Ballot Issue 6A,1,6
Dolores,102-43-9,Dove Creek Ambulance District Ballot Issue 6A,3,143
Dolores,102-44-10,Dove Creek Ambulance District Ballot Issue 6A,2,91
Dolores,102-44-25,Dove Creek Ambulance District Ballot Issue 6A,2,61
Dolores,102-44-9,Dove Creek Ambulance District Ballot Issue 6A,1,52
Dolores,102-46-12,Dove Creek Ambulance District Ballot Issue 6A,1,1
Dolores,102-47-5,Dove Creek Ambulance District Ballot Issue 6A,1,26
Dolores,102-48-1,Dove Creek Ambulance District Ballot Issue 6A,1,10
Dolores,102-48-12,Dove Creek Ambulance District Ballot Issue 6A,1,23
Dolores,102-48-22,Dove Creek Ambulance District Ballot Issue 6A,2,79
Dolores,102-5-4,Dove Creek Ambulance District Ballot Issue 6A,3,157
Dolores,102-50-24,Dove Creek Ambulance District Ballot Issue 6A,3,113
Dolores,102-50-6,Dove Creek Ambulance District Ballot Issue 6A,3,124
Dolores,102-50-7,Dove Creek Ambulance District Ballot Issue 6A,2,59
Dolores,102-51-11,Dove Creek Ambulance District Ballot Issue 6A,3,137
Dolores,102-51-11,Dove Creek Ambulance District Ballot Issue 6A,3,149
Dolores,102-51-6,Dove Creek Ambulance District Ballot Issue 6A,3,109
Dolores,102-52-10,Dove Creek Ambulance District Ballot Issue 6A,3,125
Dolores,102-52-13,Dove Creek Ambulance District Ballot Issue 6A,3,134
Dolores,102-52-14,Dove Creek Ambulance District Ballot Issue 6A,2,105
Dolores,102-52-20,Dove Creek Ambulance District Ballot Issue 6A,1,55
Dolores,102-53-1,Dove Creek Ambulance District Ballot Issue 6A,2,85
Dolores,102-53-17,Dove Creek Ambulance District Ballot Issue 6A,3,119
Dolores,102-53-2,Dove Creek Ambulance District Ballot Issue 6A,3,145
Dolores,102-53-21,Dove Creek Ambulance District Ballot Issue 6A,3,139
Dolores,102-54-11,Dove Creek Ambulance District Ballot Issue 6A,3,150
Dolores,102-54-18,Dove Creek Ambulance District Ballot Issue 6A,1,39
Dolores,102-54-18,Dove Creek Ambulance District Ballot Issue 6A,3,123
Dolores,102-54-23,Dove Creek Ambulance District Ballot Issue 6A,2,92
Dolores,102-55-23,Dove Creek Ambulance District Ballot Issue 6A,1,24
Dolores,102-55-24,Dove Creek Ambulance District Ballot Issue 6A,2,103
Dolores,102-56-5,Dove Creek Ambulance District Ballot Issue 6A,1,29
Dolores,102-57-10,Dove Creek Ambulance District Ballot Issue 6A,1,15
Dolores,102-58-12,Dove Creek Ambulance District Ballot Issue 6A,2,99
Dolores,102-58-24,Dove Creek Ambulance District Ballot Issue 6A,1,46
Dolores,102-58-24,Dove Creek Ambulance District Ballot Issue 6A,2,68
Dolores,102-58-26,Dove Creek Ambulance District Ballot Issue 6A,1,27
Dolores,102-58-32,Dove Creek Ambulance District Ballot Issue 6A,1,33
Dolores,102-6-12,Dove Creek Ambulance District Ballot Issue 6A,2,62
Dolores,102-6-24,Dove Creek Ambulance District Ballot Issue 6A,1,47
Dolores,102-6-4,Dove Creek Ambulance District Ballot Issue 6A,1,3
Dolores,102-7-7,Dove Creek Ambulance District Ballot Issue 6A,3,147
Dolores,102-7-8,Dove Creek Ambulance District Ballot Issue 6A,2,102
Dolores,102-8-13,Dove Creek Ambulance District Ballot Issue 6A,1,42
Dolores,102-8-2,Dove Creek Ambulance District Ballot Issue 6A,3,155
Dolores,102-8-25,Dove Creek Ambulance District Ballot Issue 6A,2,57
Dolores,102-9-1,Dove Creek Ambulance District Ballot Issue 6A,2,72
Dolores,102-9-15,Dove Creek Ambulance District Ballot Issue 6A,1,34
Dolores,102-9-24,Dove Creek Ambulance District Ballot Issue 6A,2,86
Dolores,102-9-4,Dove Creek Ambulance District Ballot Issue 6A,2,82
Douglas,1-GEN-0027-6,Douglas County Commissioner - District 2,1,48
Douglas,1-GEN-0029-55,Douglas County Commissioner - District 2,1,59
Douglas,1-GEN-0035-99,Douglas County Commissioner - District 2,1,23
Douglas,1-GEN-0038-87,Douglas County Commissioner - District 2,1,43
Douglas,1-GEN-0070-46,Douglas County Commissioner - District 2,1,11
Douglas,1-GEN-0167-25,Douglas County Commissioner - District 2,1,13
Douglas,1-GEN-0250-60,Douglas County Commissioner - District 2,1,18
Douglas,1-GEN-0255-13,Douglas County Commissioner - District 2,1,41
Douglas,1-GEN-0269-67,Douglas County Commissioner - District 2,1,1
Douglas,1-GEN-0320-24,Douglas County Commissioner - District 2,1,46
Douglas,1-GEN-0372-52,,,
Douglas,1-GEN-0455-44,Douglas County Commissioner - District 2,1,55
Douglas,1-GEN-0471-91,Douglas County Commissioner - District 2,1,42
Douglas,1-GEN-0509-70,Douglas County Commissioner - District 2,1,62
Douglas,1-GEN-0564-49,Douglas County Commissioner - District 2,1,33
Douglas,1-GEN-0611-50,Douglas County Commissioner - District 2,1,29
Douglas,1-GEN-0622-33,Douglas County Commissioner - District 2,1,61
Douglas,1-GEN-0679-19,Douglas County Commissioner - District 2,1,15
Douglas,1-GEN-0761-36,Douglas County Commissioner - District 2,1,3
Douglas,1-GEN-0761-62,Douglas County Commissioner - District 2,1,27
Douglas,1-GEN-0798-96,,,
Douglas,1-GEN-0845-19,Douglas County Commissioner - District 2,1,35
Douglas,1-GEN-0886-6,Douglas County Commissioner - District 2,1,7
Douglas,1-GEN-0959-38,,,
Douglas,1-GEN-0962-31,Douglas County Commissioner - District 2,1,39
Douglas,1-GEN-0975-58,Douglas County Commissioner - District 2,1,5
Douglas,1-GEN-1069-19,Douglas County Commissioner - District 2,1,56
Douglas,1-GEN-1074-82,Douglas County Commissioner - District 2,1,21
Douglas,1-GEN-1076-27,Douglas County Commissioner - District 2,1,22
Douglas,1-GEN-1077-77,Douglas County Commissioner - District 2,1,53
Douglas,1-GEN-1112-18,Douglas County Commissioner - District 2,1,30
Douglas,1-GEN-1186-15,Douglas County Commissioner - District 2,1,54
Douglas,1-GEN-1211-83,,,
Douglas,1-GEN-1213-5,Douglas County Commissioner - District 2,1,26
Douglas,1-GEN-1237-13,Douglas County Commissioner - District 2,1,24
Douglas,1-GEN-1329-21,Douglas County Commissioner - District 2,1,20
Douglas,1-GEN-1333-52,Douglas County Commissioner - District 2,1,57
Douglas,1-GEN-1362-11,Douglas County Commissioner - District 2,1,19
Douglas,1-GEN-1371-18,Douglas County Commissioner - District 2,1,16
Douglas,1-GEN-1477-62,Douglas County Commissioner - District 2,1,58
Douglas,1-GEN-1489-94,Douglas County Commissioner - District 2,1,52
Douglas,1-GEN-1571-34,Douglas County Commissioner - District 2,1,2
Douglas,1-GEN-1611-29,Douglas County Commissioner - District 2,1,4
Douglas,1-GEN-1628-61,,,
Douglas,1-GEN-1631-56,Douglas County Commissioner - District 2,1,10
Douglas,1-GEN-1632-100,Douglas County Commissioner - District 2,1,25
Douglas,1-GEN-1636-14,,,
Douglas,1-GEN-1716-38,Douglas County Commissioner - District 2,1,34
Douglas,1-GEN-1726-74,Douglas County Commissioner - District 2,1,40
Douglas,1-GEN-1738-80,Douglas County Commissioner - District 2,1,51
Douglas,1-GEN-1781-89,Douglas County Commissioner - District 2,1,45
Douglas,1-GEN-1785-11,Douglas County Commissioner - District 2,1,28
Douglas,1-GEN-1794-67,Douglas County Commissioner - District 2,1,17
Douglas,1-GEN-1817-34,Douglas County Commissioner - District 2,1,14
Douglas,1-GEN-1821-78,Douglas County Commissioner - District 2,1,50
Douglas,1-GEN-1853-51,,,
Douglas,1-GEN-1983-75,Douglas County Commissioner - District 2,1,60
Douglas,1-GEN-2046-32,Douglas County Commissioner - District 2,1,47
Douglas,1-GEN-2106-80,Douglas County Commissioner - District 2,1,9
Douglas,1-GEN-2140-30,Douglas County Commissioner - District 2,1,6
Douglas,1-GEN-2152-42,,,
Douglas,1-GEN-2175-40,Douglas County Commissioner - District 2,1,8
Douglas,1-GEN-2266-86,Douglas County Commissioner - District 2,1,12
Douglas,1-GEN-2284-2,Douglas County Commissioner - District 2,1,36
Douglas,1-GEN-2358-54,Douglas County Commissioner - District 2,1,37
Douglas,1-GEN-2361-48,Douglas County Commissioner - District 2,1,31
Douglas,1-GEN-2389-56,,,
Douglas,1-GEN-2390-8,Douglas County Commissioner - District 2,1,38
Douglas,1-GEN-2416-38,Douglas County Commissioner - District 2,1,32
Douglas,1-GEN-2439-65,Douglas County Commissioner - District 2,1,49
Douglas,1-GEN-2650-195,Douglas County Commissioner - District 2,1,44
Douglas,1-GEN-2680-145,,,
Douglas,1-GEN-2687-74,,,
Eagle,101-1057-6,Eagle County Commissioner - District 1,1,1
Eagle,101-1106-14,Eagle County Commissioner - District 1,1,14
Eagle,101-1140-22,,,
Eagle,101-1141-9,Eagle County Commissioner - District 1,1,9
Eagle,101-1148-18,Eagle County Commissioner - District 1,1,15
Eagle,101-1165-11,Eagle County Commissioner - District 1,1,39
Eagle,101-1166-2,Eagle County Commissioner - District 1,1,43
Eagle,101-155-9,Eagle County Commissioner - District 1,1,34
Eagle,101-157-5,Eagle County Commissioner - District 1,1,35
Eagle,101-162-24,Eagle County Commissioner - District 1,1,19
Eagle,101-21-21,Eagle County Commissioner - District 1,1,46
Eagle,101-212-8,Eagle County Commissioner - District 1,1,3
Eagle,101-242-17,Eagle County Commissioner - District 1,1,4
Eagle,101-264-13,Eagle County Commissioner - District 1,1,18
Eagle,101-27-24,Eagle County Commissioner - District 1,1,36
Eagle,101-289-19,Eagle County Commissioner - District 1,1,47
Eagle,101-310-15,Eagle County Commissioner - District 1,1,24
Eagle,101-320-2,Eagle County Commissioner - District 1,1,22
Eagle,101-342-19,Eagle County Commissioner - District 1,1,10
Eagle,101-343-20,Eagle County Commissioner - District 1,1,17
Eagle,101-349-8,Eagle County Commissioner - District 1,1,45
Eagle,101-354-9,Eagle County Commissioner - District 1,1,13
Eagle,101-379-19,Eagle County Commissioner - District 1,1,21
Eagle,101-386-12,Eagle County Commissioner - District 1,1,41
Eagle,101-394-8,Eagle County Commissioner - District 1,1,32
Eagle,101-418-22,Eagle County Commissioner - District 1,1,8
Eagle,101-429-7,Eagle County Commissioner - District 1,1,25
Eagle,101-464-11,Eagle County Commissioner - District 1,1,5
Eagle,101-467-9,Eagle County Commissioner - District 1,1,11
Eagle,101-494-19,Eagle County Commissioner - District 1,1,16
Eagle,101-608-13,Eagle County Commissioner - District 1,1,30
Eagle,101-669-19,Eagle County Commissioner - District 1,1,40
Eagle,101-687-11,,,
Eagle,101-722-24,Eagle County Commissioner - District 1,1,12
Eagle,101-743-4,Eagle County Commissioner - District 1,1,31
Eagle,101-80-21,Eagle County Commissioner - District 1,1,6
Eagle,101-817-23,Eagle County Commissioner - District 1,1,38
Eagle,101-825-24,Eagle County Commissioner - District 1,1,20
Eagle,101-853-24,Eagle County Commissioner - District 1,1,7
Eagle,101-896-20,Eagle County Commissioner - District 1,1,23
Eagle,101-910-1,Eagle County Commissioner - District 1,1,33
Eagle,101-92-19,Eagle County Commissioner - District 1,1,27
Eagle,101-922-6,Eagle County Commissioner - District 1,1,44
Eagle,101-930-19,Eagle County Commissioner - District 1,1,26
Eagle,101-936-21,Eagle County Commissioner - District 1,1,37
Eagle,101-937-9,Eagle County Commissioner - District 1,1,2
Eagle,101-960-7,Eagle County Commissioner - District 1,1,29
Eagle,101-966-4,Eagle County Commissioner - District 1,1,42
Eagle,101-991-6,Eagle County Commissioner - District 1,1,28
ElPaso,201-154-9,,,
ElPaso,201-238-61,,,
ElPaso,201-258-44,,,
ElPaso,201-265-96,,,
ElPaso,201-285-37,,,
ElPaso,201-305-74,,,
ElPaso,201-315-88,,,
ElPaso,201-32-7,,,
ElPaso,201-321-52,,,
ElPaso,201-375-48,,,
ElPaso,201-406-45,,,
ElPaso,201-406-5,,,
ElPaso,201-423-2,,,
ElPaso,201-46-61,,,
ElPaso,201-460-92,,,
ElPaso,201-461-23,,,
ElPaso,201-469-48,,,
ElPaso,201-532-88,,,
ElPaso,201-578-80,,,
ElPaso,201-595-8,,,
ElPaso,201-620-89,,,
ElPaso,201-696-46,,,
ElPaso,201-707-94,,,
ElPaso,201-723-86,,,
ElPaso,201-746-3,,,
ElPaso,201-763-1,,,
ElPaso,201-763-37,,,
ElPaso,301-129-70,,,
ElPaso,301-141-50,,,
ElPaso,301-2-94,,,
ElPaso,301-207-65,,,
