county,imprinted_id,contest_name,round,selection
Gunnison,102-52-15,Gunnison County Library District Ballot Issue 6A,1,43
Gunnison,102-54-5,Gunnison County Library District Ballot Issue 6A,1,15
Gunnison,102-61-47,Gunnison County Library District Ballot Issue 6A,1,50
Gunnison,102-73-20,Gunnison County Library District Ballot Issue 6A,1,38
Gunnison,102-73-46,Gunnison County Library District Ballot Issue 6A,1,7
Gunnison,102-75-11,Gunnison County Library District Ballot Issue 6A,1,47
Gunnison,102-76-47,Gunnison County Library District Ballot Issue 6A,1,25
Gunnison,102-83-47,Gunnison County Library District Ballot Issue 6A,1,41
Gunnison,102-84-11,Gunnison County Library District Ballot Issue 6A,1,19
Gunnison,102-9-3,Gunnison County Library District Ballot Issue 6A,1,5
Gunnison,202-101-3,Gunnison County Library District Ballot Issue 6A,1,16
Gunnison,202-103-33,Gunnison County Library District Ballot Issue 6A,1,27
Gunnison,202-106-31,Gunnison County Library District Ballot Issue 6A,1,35
Gunnison,202-107-12,Gunnison County Library District Ballot Issue 6A,1,6
Gunnison,202-108-47,Gunnison County Library District Ballot Issue 6A,1,40
Gunnison,202-110-39,Gunnison County Library District Ballot Issue 6A,1,2
Gunnison,202-112-22,Gunnison County Library District Ballot Issue 6A,1,44
Gunnison,202-114-24,Gunnison County Library District Ballot Issue 6A,1,13
Gunnison,202-114-28,Gunnison County Library District Ballot Issue 6A,1,18
Gunnison,202-114-40,Gunnison County Library District Ballot Issue 6A,1,46
Gunnison,202-12-32,Gunnison County Library District Ballot Issue 6A,1,3
Gunnison,202-124-1,Gunnison County Library District Ballot Issue 6A,1,14
Gunnison,202-130-5,Gunnison County Library District Ballot Issue 6A,1,22
Gunnison,202-17-31,Gunnison County Library District Ballot Issue 6A,1,39
Gunnison,202-22-48,Gunnison County Library District Ballot Issue 6A,1,17
Gunnison,202-30-20,Gunnison County Library District Ballot Issue 6A,1,34
Gunnison,202-38-46,Gunnison County Library District Ballot Issue 6A,1,12
Gunnison,202-49-47,Gunnison County Library District Ballot Issue 6A,1,1
Gunnison,202-58-20,Gunnison County Library District Ballot Issue 6A,1,30
Gunnison,202-59-13,Gunnison County Library District Ballot Issue 6A,1,9
Gunnison,202-65-4,Gunnison County Library District Ballot Issue 6A,1,24
Gunnison,202-67-26,Gunnison County Library District Ballot Issue 6A,1,10
Gunnison,202-76-39,Gunnison County Library District Ballot Issue 6A,1,31
Gunnison,202-76-39,Gunnison County Library District Ballot Issue 6A,1,33
Gunnison,202-82-37,Gunnison County Library District Ballot Issue 6A,1,49
Gunnison,202-83-36,Gunnison County Library District Ballot Issue 6A,1,11
Gunnison,202-89-45,Gunnison County Library District Ballot Issue 6A,1,23
Gunnison,202-99-41,Gunnison County Library District Ballot Issue 6A,1,20
Hinsdale,102-1-14,Hinsdale County Commissioner District 1,1,35
Hinsdale,102-10-2,Hinsdale County Commissioner District 1,2,48
Hinsdale,102-10-4,Hinsdale County Commissioner District 1,2,78
Hinsdale,102-10-5,Hinsdale County Commissioner District 1,1,42
Hinsdale,102-10-6,Hinsdale County Commissioner District 1,2,71
Hinsdale,102-12-12,Hinsdale County Commissioner District 1,1,26
Hinsdale,102-12-13,Hinsdale County Commissioner District 1,2,50
Hinsdale,102-12-14,Hinsdale County Commissioner District 1,2,51
Hinsdale,102-12-15,Hinsdale County Commissioner District 1,1,16
Hinsdale,102-12-23,Hinsdale County Commissioner District 1,2,74
Hinsdale,102-12-24,Hinsdale County Commissioner District 1,2,70
Hinsdale,102-13-12,Hinsdale County Commissioner District 1,2,62
Hinsdale,102-13-14,Hinsdale County Commissioner District 1,2,47
Hinsdale,102-13-21,Hinsdale County Commissioner District 1,2,72
Hinsdale,102-13-22,Hinsdale County Commissioner District 1,2,68
Hinsdale,102-13-6,Hinsdale County Commissioner District 1,1,27
Hinsdale,102-14-16,Hinsdale County Commissioner District 1,1,4
Hinsdale,102-14-21,Hinsdale County Commissioner District 1,2,85
Hinsdale,102-14-24,Hinsdale County Commissioner District 1,1,25
Hinsdale,102-14-5,Hinsdale County Commissioner District 1,1,22
Hinsdale,102-14-5,Hinsdale County Commissioner District 1,2,49
Hinsdale,102-14-8,Hinsdale County Commissioner District 1,1,18
Hinsdale,102-15-13,Hinsdale County Commissioner District 1,1,37
Hinsdale,102-15-14,Hinsdale County Commissioner District 1,1,44
Hinsdale,102-15-2,Hinsdale County Commissioner District 1,2,69
Hinsdale,102-15-9,Hinsdale County Commissioner District 1,1,31
Hinsdale,102-17-1,Hinsdale County Commissioner District 1,1,17
Hinsdale,102-17-16,Hinsdale County Commissioner District 1,1,41
Hinsdale,102-17-4,Hinsdale County Commissioner District 1,2,66
Hinsdale,102-17-5,Hinsdale County Commissioner District 1,2,60
Hinsdale,102-19-21,Hinsdale County Commissioner District 1,2,67
Hinsdale,102-19-23,Hinsdale County Commissioner District 1,1,13
Hinsdale,102-2-11,Hinsdale County Commissioner District 1,1,19
Hinsdale,102-2-19,Hinsdale County Commissioner District 1,1,8
Hinsdale,102-2-21,Hinsdale County Commissioner District 1,2,53
Hinsdale,102-2-22,Hinsdale County Commissioner District 1,2,46
Hinsdale,102-20-1,Hinsdale County Commissioner District 1,2,77
Hinsdale,102-20-11,Hinsdale County Commissioner District 1,2,64
Hinsdale,102-20-18,Hinsdale County Commissioner District 1,1,43
Hinsdale,102-20-19,Hinsdale County Commissioner District 1,2,84
Hinsdale,102-20-2,Hinsdale County Commissioner District 1,1,11
Hinsdale,102-20-21,Hinsdale County Commissioner District 1,1,40
Hinsdale,102-20-9,Hinsdale County Commissioner District 1,2,83
Hinsdale,102-21-10,Hinsdale County Commissioner District 1,1,9
Hinsdale,102-21-12,Hinsdale County Commissioner District 1,1,34
Hinsdale,102-21-19,Hinsdale County Commissioner District 1,1,29
Hinsdale,102-21-2,Hinsdale County Commissioner District 1,2,81
Hinsdale,102-21-24,Hinsdale County Commissioner District 1,1,3
Hinsdale,102-21-7,Hinsdale County Commissioner District 1,1,33
Hinsdale,102-21-7,Hinsdale County Commissioner District 1,2,80
Hinsdale,102-22-17,Hinsdale County Commissioner District 1,2,55
Hinsdale,102-23-17,Hinsdale County Commissioner District 1,1,30
Hinsdale,102-23-5,Hinsdale County Commissioner District 1,1,1
Hinsdale,102-23-6,Hinsdale County Commissioner District 1,1,5
Hinsdale,102-24-17,Hinsdale County Commissioner District 1,2,63
Hinsdale,102-24-18,Hinsdale County Commissioner District 1,2,54
Hinsdale,102-24-9,Hinsdale County Commissioner District 1,1,23
Hinsdale,102-25-3,Hinsdale County Commissioner District 1,1,24
Hinsdale,102-25-3,Hinsdale County Commissioner District 1,1,7
Hinsdale,102-25-5,Hinsdale County Commissioner District 1,2,61
Hinsdale,102-25-7,Hinsdale County Commissioner District 1,1,38
Hinsdale,102-25-8,Hinsdale County Commissioner District 1,1,2
Hinsdale,102-26-2,Hinsdale County Commissioner District 1,2,82
Hinsdale,102-26-4,Hinsdale County Commissioner District 1,1,21
Hinsdale,102-26-5,Hinsdale County Commissioner District 1,1,14
Hinsdale,102-26-6,Hinsdale County Commissioner District 1,1,32
Hinsdale,102-3-12,Hinsdale County Commissioner District 1,2,73
Hinsdale,102-3-14,Hinsdale County Commissioner District 1,1,6
Hinsdale,102-3-2,Hinsdale County Commissioner District 1,2,57
Hinsdale,102-3-22,Hinsdale County Commissioner District 1,1,36
Hinsdale,102-3-25,Hinsdale County Commissioner District 1,1,39
Hinsdale,102-4-22,Hinsdale County Commissioner District 1,2,76
Hinsdale,102-5-10,Hinsdale County Commissioner District 1,2,52
Hinsdale,102-5-15,Hinsdale County Commissioner District 1,1,45
Hinsdale,102-5-2,Hinsdale County Commissioner District 1,2,65
Hinsdale,102-5-23,Hinsdale County Commissioner District 1,1,20
Hinsdale,102-6-13,Hinsdale County Commissioner District 1,2,79
Hinsdale,102-6-2,Hinsdale County Commissioner District 1,2,59
Hinsdale,102-6-23,Hinsdale County Commissioner District 1,1,15
Hinsdale,102-6-23,Hinsdale County Commissioner District 1,2,75
Hinsdale,102-7-19,Hinsdale County Commissioner District 1,1,10
Hinsdale,102-7-21,Hinsdale County Commissioner District 1,1,28
Hinsdale,102-7-4,Hinsdale County Commissioner District 1,1,12
Hinsdale,102-9-11,Hinsdale County Commissioner District 1,2,58
Hinsdale,102-9-5,Hinsdale County Commissioner District 1,2,56
Huerfano,102-108-1,Huerfano County Commissioner - District 1,1,27
Huerfano,102-12-2,Huerfano County Commissioner - District 1,1,17
Huerfano,102-12-2,Huerfano County Commissioner - District 1,1,47
Huerfano,102-12-3,Huerfano County Commissioner - District 1,1,35
Huerfano,102-13-10,Huerfano County Commissioner - District 1,1,39
Huerfano,102-13-12,Huerfano County Commissioner - District 1,1,44
Huerfano,102-132-6,Huerfano County Commissioner - District 1,1,52
Huerfano,102-156-10,Huerfano County Commissioner - District 1,1,43
Huerfano,102-159-8,Huerfano County Commissioner - District 1,1,5
Huerfano,102-161-14,Huerfano County Commissioner - District 1,1,29
Huerfano,102-169-10,Huerfano County Commissioner - District 1,1,3
Huerfano,102-183-1,Huerfano County Commissioner - District 1,1,33
Huerfano,102-20-31,Huerfano County Commissioner - District 1,1,11
Huerfano,102-208-6,Huerfano County Commissioner - District 1,1,18
Huerfano,102-212-4,Huerfano County Commissioner - District 1,1,21
Huerfano,102-224-7,Huerfano County Commissioner - District 1,1,12
Huerfano,102-23-11,Huerfano County Commissioner - District 1,1,7
Huerfano,102-238-2,Huerfano County Commissioner - District 1,1,9
Huerfano,102-250-3,Huerfano County Commissioner - District 1,1,50
Huerfano,102-256-3,Huerfano County Commissioner - District 1,1,24
Huerfano,102-278-4,Huerfano County Commissioner - District 1,1,20
Huerfano,102-287-16,Huerfano County Commissioner - District 1,1,34
Huerfano,102-29-23,Huerfano County Commissioner - District 1,1,42
Huerfano,102-290-23,Huerfano County Commissioner - District 1,1,26
Huerfano,102-318-4,Huerfano County Commissioner - District 1,1,40
Huerfano,102-331-5,Huerfano County Commissioner - District 1,1,22
Huerfano,102-35-33,Huerfano County Commissioner - District 1,1,41
Huerfano,102-355-5,Huerfano County Commissioner - District 1,1,37
Huerfano,102-36-34,Huerfano County Commissioner - District 1,1,19
Huerfano,102-378-1,Huerfano County Commissioner - District 1,1,36
Huerfano,102-379-6,Huerfano County Commissioner - District 1,1,4
Huerfano,102-381-13,Huerfano County Commissioner - District 1,1,28
Huerfano,102-387-6,Huerfano County Commissioner - District 1,1,23
Huerfano,102-399-9,Huerfano County Commissioner - District 1,1,38
Huerfano,102-40-23,,,
Huerfano,102-406-3,Huerfano County Commissioner - District 1,1,53
Huerfano,102-408-8,Huerfano County Commissioner - District 1,1,2
Huerfano,102-41-28,Huerfano County Commissioner - District 1,1,49
Huerfano,102-411-3,Huerfano County Commissioner - District 1,1,32
Huerfano,102-413-1,Huerfano County Commissioner - District 1,1,54
Huerfano,102-414-8,Huerfano County Commissioner - District 1,1,46
Huerfano,102-43-48,Huerfano County Commissioner - District 1,1,10
Huerfano,102-46-43,Huerfano County Commissioner - District 1,1,45
Huerfano,102-51-3,Huerfano County Commissioner - District 1,1,1
Huerfano,102-510-6,Huerfano County Commissioner - District 1,1,51
Huerfano,102-513-2,Huerfano County Commissioner - District 1,1,25
Huerfano,102-531-1,Huerfano County Commissioner - District 1,1,48
Huerfano,102-54-10,Huerfano County Commissioner - District 1,1,14
Huerfano,102-54-6,Huerfano County Commissioner - District 1,1,31
Huerfano,102-543-8,Huerfano County Commissioner - District 1,1,30
Huerfano,102-74-2,Huerfano County Commissioner - District 1,1,8
Huerfano,102-75-2,Huerfano County Commissioner - District 1,1,15
Huerfano,102-9-12,Huerfano County Commissioner - District 1,1,13
Huerfano,102-91-13,Huerfano County Commissioner - District 1,1,16
Huerfano,102-97-5,Huerfano County Commissioner - District 1,1,6
Jackson,102-1-25,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,9
Jackson,102-1-7,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,33
Jackson,102-10-10,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,55
Jackson,102-10-24,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,12
Jackson,102-10-6,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,25
Jackson,102-12-16,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,6
Jackson,102-13-6,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,7
Jackson,102-14-13,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,34
Jackson,102-14-20,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,54
Jackson,102-14-23,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,51
Jackson,102-14-5,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,26
Jackson,102-15-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,18
Jackson,102-15-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,24
Jackson,102-15-25,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,56
Jackson,102-15-6,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,50
Jackson,102-17-17,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,4
Jackson,102-19-8,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,32
Jackson,102-2-14,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,52
Jackson,102-2-17,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,46
Jackson,102-2-2,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,10
Jackson,102-2-6,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,36
Jackson,102-20-14,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,29
Jackson,102-21-15,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,31
Jackson,102-21-3,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,35
Jackson,102-22-12,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,19
Jackson,102-22-3,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,47
Jackson,102-22-7,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,49
Jackson,102-23-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,38
Jackson,102-26-13,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,39
Jackson,102-26-24,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,3
Jackson,102-26-9,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,45
Jackson,102-28-24,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,42
Jackson,102-29-13,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,58
Jackson,102-29-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,44
Jackson,102-29-23,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,23
Jackson,102-29-4,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,5
Jackson,102-30-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,37
Jackson,102-31-15,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,1
Jackson,102-31-15,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,60
Jackson,102-32-13,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,17
Jackson,102-32-13,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,59
Jackson,102-33-17,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,57
Jackson,102-33-24,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,16
Jackson,102-34-6,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,14
Jackson,102-35-2,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,21
Jackson,102-4-4,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,13
Jackson,102-4-7,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,11
Jackson,102-5-7,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,8
Jackson,102-6-5,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,22
Jackson,102-7-1,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,53
Jackson,102-7-15,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,30
Jackson,102-7-16,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,48
Jackson,102-7-18,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,20
Jackson,102-7-22,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,28
Jackson,102-7-7,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,2
Jackson,102-8-11,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,43
Jackson,102-8-20,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,27
Jackson,102-9-14,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,41
Jackson,102-9-4,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,40
Jackson,102-9-5,NORTH PARK SCHOOL DISTRICT R-1 BALLOT ISSUE 4A,1,15
Jefferson,101-115-57,Jefferson County Commissioner - District 2,1,3
Jefferson,101-135-94,Jefferson County Commissioner - District 2,1,41
Jefferson,101-152-113,,,
Jefferson,101-152-17,Jefferson County Commissioner - District 2,1,65
Jefferson,101-44-161,Jefferson County Commissioner - District 2,1,29
Jefferson,101-72-97,Jefferson County Commissioner - District 2,1,32
Jefferson,101-99-121,,,
Jefferson,102-112-139,Jefferson County Commissioner - District 2,1,21
Jefferson,102-125-159,Jefferson County Commissioner - District 2,1,36
Jefferson,102-128-182,Jefferson County Commissioner - District 2,1,60
Jefferson,102-15-145,Jefferson County Commissioner - District 2,1,19
Jefferson,102-35-32,Jefferson County Commissioner - District 2,1,31
Jefferson,102-46-122,,,
Jefferson,102-59-196,Jefferson County Commissioner - District 2,1,16
Jefferson,102-6-130,Jefferson County Commissioner - District 2,1,59
Jefferson,102-69-64,Jefferson County Commissioner - District 2,1,35
Jefferson,102-74-54,Jefferson County Commissioner - District 2,1,13
Jefferson,102-94-115,Jefferson County Commissioner - District 2,1,66
Jefferson,103-110-195,Jefferson County Commissioner - District 2,1,52
Jefferson,103-127-66,,,
Jefferson,103-15-1,Jefferson County Commissioner - District 2,1,62
Jefferson,103-150-172,Jefferson County Commissioner - District 2,1,12
Jefferson,103-18-130,Jefferson County Commissioner - District 2,1,48
Jefferson,103-19-192,,,
Jefferson,103-23-19,,,
Jefferson,103-30-125,Jefferson County Commissioner - District 2,1,14
Jefferson,103-37-82,Jefferson County Commissioner - District 2,1,6
Jefferson,103-6-198,,,
Jefferson,103-66-78,Jefferson County Commissioner - District 2,1,46
Jefferson,103-7-165,Jefferson County Commissioner - District 2,1,33
Jefferson,103-79-99,Jefferson County Commissioner - District 2,1,34
Jefferson,103-83-11,,,
Jefferson,104-101-122,Jefferson County Commissioner - District 2,1,50
Jefferson,104-126-80,Jefferson County Commissioner - District 2,1,38
Jefferson,104-128-129,Jefferson County Commissioner - District 2,1,45
Jefferson,104-17-154,Jefferson County Commissioner - District 2,1,39
Jefferson,104-36-117,,,
Jefferson,104-5-1,Jefferson County Commissioner - District 2,1,24
Jefferson,104-50-77,,,
Jefferson,104-9-171,,,
Jefferson,105-101-17,Jefferson County Commissioner - District 2,1,28
Jefferson,105-178-21,,,
Jefferson,105-192-83,Jefferson County Commissioner - District 2,1,11
Jefferson,105-212-176,Jefferson County Commissioner - District 2,1,56
Jefferson,105-24-104,,,
Jefferson,105-34-53,Jefferson County Commissioner - District 2,1,42
Jefferson,106-114-118,Jefferson County Commissioner - District 2,1,15
Jefferson,106-12-86,Jefferson County Commissioner - District 2,1,64
Jefferson,106-120-158,Jefferson County Commissioner - District 2,1,7
Jefferson,106-138-108,Jefferson County Commissioner - District 2,1,55
Jefferson,106-155-10,Jefferson County Commissioner - District 2,1,26
Jefferson,106-158-112,Jefferson County Commissioner - District 2,1,61
Jefferson,106-175-52,Jefferson County Commissioner - District 2,1,10
Jefferson,106-176-129,Jefferson County Commissioner - District 2,1,58
Jefferson,106-7-12,Jefferson County Commissioner - District 2,1,54
Jefferson,106-82-53,Jefferson County Commissioner - District 2,1,53
Jefferson,106-96-115,,,
Jefferson,107-113-185,Jefferson County Commissioner - District 2,1,20
Jefferson,107-125-199,Jefferson County Commissioner - District 2,1,49
Jefferson,107-127-133,Jefferson County Commissioner - District 2,1,43
Jefferson,107-131-126,Jefferson County Commissioner - District 2,1,47
Jefferson,107-203-20,Jefferson County Commissioner - District 2,1,30
Jefferson,107-34-34,,,
Jefferson,107-40-99,Jefferson County Commissioner - District 2,1,17
Jefferson,107-7-188,Jefferson County Commissioner - District 2,1,23
Jefferson,107-70-131,,,
Jefferson,107-82-182,,,
Jefferson,108-17-152,,,
Jefferson,108-33-7,Jefferson County Commissioner - District 2,1,18
Jefferson,108-41-36,,,
Jefferson,109-100-155,Jefferson County Commissioner - District 2,1,5
Jefferson,109-142-117,Jefferson County Commissioner - District 2,1,40
Jefferson,109-17-85,Jefferson County Commissioner - District 2,1,1
Jefferson,109-175-14,Jefferson County Commissioner - District 2,1,27
Jefferson,109-198-135,Jefferson County Commissioner - District 2,1,22
Jefferson,109-20-152,,,
Jefferson,109-234-51,Jefferson County Commissioner - District 2,1,57
Jefferson,109-239-176,Jefferson County Commissioner - District 2,1,63
Jefferson,109-254-57,,,
Jefferson,109-255-14,Jefferson County Commissioner - District 2,1,51
Jefferson,109-256-166,,,
Jefferson,109-268-138,Jefferson County Commissioner - District 2,1,4
Jefferson,109-50-17,Jefferson County Commissioner - District 2,1,25
Jefferson,109-73-176,Jefferson County Commissioner - District 2,1,37
Jefferson,110-114-39,Jefferson County Commissioner - District 2,1,2
Jefferson,110-118-123,,,
Jefferson,110-30-58,,,
Jefferson,110-44-51,Jefferson County Commissioner - District 2,1,8
Jefferson,110-82-51,Jefferson County Commissioner - District 2,1,9
Jefferson,110-91-4,Jefferson County Commissioner - District 2,1,44
Kiowa,103-1-18,Kiowa County Hospital District Ballot Question 6A,1,21
Kiowa,103-11-13,Kiowa County Hospital District Ballot Question 6A,1,51
Kiowa,103-11-9,Kiowa County Hospital District Ballot Question 6A,1,13
Kiowa,103-13-24,Kiowa County Hospital District Ballot Question 6A,1,16
Kiowa,103-14-13,Kiowa County Hospital District Ballot Question 6A,1,35
Kiowa,103-14-5,Kiowa County Hospital District Ballot Question 6A,1,15
Kiowa,103-14-9,Kiowa County Hospital District Ballot Question 6A,1,12
Kiowa,103-15-2,Kiowa County Hospital District Ballot Question 6A,1,57
Kiowa,103-15-5,Kiowa County Hospital District Ballot Question 6A,1,31
Kiowa,103-16-10,Kiowa County Hospital District Ballot Question 6A,1,54
Kiowa,103-16-23,Kiowa County Hospital District Ballot Question 6A,1,23
Kiowa,103-16-3,Kiowa County Hospital District Ballot Question 6A,1,44
Kiowa,103-16-6,Kiowa County Hospital District Ballot Question 6A,1,14
Kiowa,103-2-3,Kiowa County Hospital District Ballot Question 6A,1,47
Kiowa,103-20-18,Kiowa County Hospital District Ballot Question 6A,1,58
Kiowa,103-20-21,Kiowa County Hospital District Ballot Question 6A,1,53
Kiowa,103-21-10,Kiowa County Hospital District Ballot Question 6A,1,9
Kiowa,103-21-25,Kiowa County Hospital District Ballot Question 6A,1,1
Kiowa,103-24-12,Kiowa County Hospital District Ballot Question 6A,1,11
Kiowa,103-24-18,Kiowa County Hospital District Ballot Question 6A,1,24
Kiowa,103-24-20,Kiowa County Hospital District Ballot Question 6A,1,56
Kiowa,103-26-12,Kiowa County Hospital District Ballot Question 6A,1,33
Kiowa,103-27-2,Kiowa County Hospital District Ballot Question 6A,1,8
Kiowa,103-27-3,Kiowa County Hospital District Ballot Question 6A,1,18
Kiowa,103-27-6,Kiowa County Hospital District Ballot Question 6A,1,50
Kiowa,103-27-7,Kiowa County Hospital District Ballot Question 6A,1,46
Kiowa,103-29-7,Kiowa County Hospital District Ballot Question 6A,1,28
Kiowa,103-3-20,Kiowa County Hospital District Ballot Question 6A,1,55
Kiowa,103-30-21,Kiowa County Hospital District Ballot Question 6A,1,36
Kiowa,103-30-6,Kiowa County Hospital District Ballot Question 6A,1,7
Kiowa,103-31-19,Kiowa County Hospital District Ballot Question 6A,1,29
Kiowa,103-32-13,Kiowa County Hospital District Ballot Question 6A,1,34
Kiowa,103-32-3,Kiowa County Hospital District Ballot Question 6A,1,32
Kiowa,103-32-9,Kiowa County Hospital District Ballot Question 6A,1,3
Kiowa,103-33-11,Kiowa County Hospital District Ballot Question 6A,1,43
Kiowa,103-33-23,Kiowa County Hospital District Ballot Question 6A,1,17
Kiowa,103-33-23,Kiowa County Hospital District Ballot Question 6A,1,38
Kiowa,103-34-20,Kiowa County Hospital District Ballot Question 6A,1,30
Kiowa,103-35-13,Kiowa County Hospital District Ballot Question 6A,1,20
Kiowa,103-36-7,Kiowa County Hospital District Ballot Question 6A,1,27
Kiowa,103-38-10,Kiowa County Hospital District Ballot Question 6A,1,37
Kiowa,103-39-13,Kiowa County Hospital District Ballot Question 6A,1,25
Kiowa,103-39-4,Kiowa County Hospital District Ballot Question 6A,1,19
Kiowa,103-4-14,Kiowa County Hospital District Ballot Question 6A,1,45
Kiowa,103-40-1,Kiowa County Hospital District Ballot Question 6A,1,40
Kiowa,103-40-21,Kiowa County Hospital District Ballot Question 6A,1,42
Kiowa,103-41-4,Kiowa County Hospital District Ballot Question 6A,1,2
Kiowa,103-42-4,Kiowa County Hospital District Ballot Question 6A,1,10
Kiowa,103-43-10,Kiowa County Hospital District Ballot Question 6A,1,26
Kiowa,103-43-2,Kiowa County Hospital District Ballot Question 6A,1,4
Kiowa,103-5-12,Kiowa County Hospital District Ballot Question 6A,1,49
Kiowa,103-5-14,Kiowa County Hospital District Ballot Question 6A,1,5
Kiowa,103-6-5,Kiowa County Hospital District Ballot Question 6A,1,22
Kiowa,103-6-6,Kiowa County Hospital District Ballot Question 6A,1,48
Kiowa,103-7-24,Kiowa County Hospital District Ballot Question 6A,1,41
Kiowa,103-7-6,Kiowa County Hospital District Ballot Question 6A,1,6
Kiowa,103-8-9,Kiowa County Hospital District Ballot Question 6A,1,52
Kiowa,103-9-23,Kiowa County Hospital District Ballot Question 6A,1,39
KitCarson,101-1-14,,,
KitCarson,101-102-16,,,
KitCarson,101-102-5,,,
KitCarson,101-103-4,,,
KitCarson,101-105-25,,,
KitCarson,101-105-9,,,
KitCarson,101-108-15,,,
KitCarson,101-109-23,,,
KitCarson,101-109-7,,,
KitCarson,101-110-16,,,
KitCarson,101-110-22,,,
KitCarson,101-114-11,,,
KitCarson,101-116-17,,,
KitCarson,101-117-22,,,
KitCarson,101-117-9,,,
KitCarson,101-118-1,,,
KitCarson,101-118-6,,,
KitCarson,101-12-14,,,
KitCarson,101-121-24,,,
KitCarson,101-122-2,,,
KitCarson,101-123-20,,,
