county,imprinted_id,cvr_id,contest_count,contest_name
Pueblo,102-484-26,4470551,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-510-14,4485074,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-517-52,4492785,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-517-52,4492785,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-517-52,4492785,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-517-52,4492785,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-537-16,4498174,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-537-16,4498174,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-537-16,4498174,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-537-16,4498174,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-557-26,4503238,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-557-26,4503238,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-557-26,4503238,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-557-26,4503238,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-563-26,4505223,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-563-26,4505223,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-563-26,4505223,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-563-26,4505223,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-579-59,4508452,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-582-82,4509009,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-594-42,4510844,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-594-42,4510844,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-594-42,4510844,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-594-42,4510844,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-598-66,4512253,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-598-66,4512253,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-598-66,4512253,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-598-66,4512253,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-612-10,4516491,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-612-10,4516491,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-612-10,4516491,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-612-10,4516491,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-641-82,4523130,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-651-20,4525941,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-651-6,4525942,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-659-32,4527711,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-659-32,4527711,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-659-32,4527711,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-659-32,4527711,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-79-68,4376695,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-80-38,4377060,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-85-22,4378415,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-85-22,4378415,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-85-22,4378415,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-85-22,4378415,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-90-48,4379163,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,104-102-72,4553526,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-102-72,4553526,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-102-72,4553526,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-102-72,4553526,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-11-10,4535257,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-11-10,4535257,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-11-10,4535257,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-11-10,4535257,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-122-54,4556347,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,104-125-78,4557072,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,104-13-76,4535648,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,104-137-80,4559178,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-137-80,4559178,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-137-80,4559178,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-137-80,4559178,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-15-26,4536000,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-15-26,4536000,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-15-26,4536000,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-15-26,4536000,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-21-26,4538589,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-21-26,4538589,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-21-26,4538589,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-21-26,4538589,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-22-88,4538790,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-22-88,4538790,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-22-88,4538790,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-22-88,4538790,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-24-70,4539229,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-24-70,4539229,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-24-70,4539229,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-24-70,4539229,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-32-68,4540591,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-32-68,4540591,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-32-68,4540591,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-32-68,4540591,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-66-68,4546652,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-66-68,4546652,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-66-68,4546652,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-66-68,4546652,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-7-57,4534368,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-7-57,4534368,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-7-57,4534368,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-7-57,4534368,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-70-74,4547499,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,104-81-6,4548994,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,104-81-6,4548994,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,104-81-6,4548994,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,104-81-6,4548994,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,104-93-72,4551607,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-102-81,4385795,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-102-81,4385795,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-102-81,4385795,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-102-81,4385795,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-13-90,4364626,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-133-10,4391966,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-133-10,4391966,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-133-10,4391966,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-133-10,4391966,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-144-94,4393694,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-144-94,4393694,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-144-94,4393694,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-144-94,4393694,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-148-15,4397131,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-148-15,4397131,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-148-15,4397131,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-148-15,4397131,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-158-86,4398653,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-168-40,4400603,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-168-40,4400603,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-168-40,4400603,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-168-40,4400603,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-182-50,4404329,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-182-50,4404329,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-182-50,4404329,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-182-50,4404329,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-182-58,4404369,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-183-48,4404516,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-183-48,4404516,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-183-48,4404516,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-183-48,4404516,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-184-16,4404554,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-184-16,4404554,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-184-16,4404554,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-184-16,4404554,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-187-60,4405104,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-190-2,4405674,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-190-2,4405674,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-190-2,4405674,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-190-2,4405674,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-2-63,4363533,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-2-63,4363533,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-2-63,4363533,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-2-63,4363533,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-20-88,4365292,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-20-88,4365292,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-20-88,4365292,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-20-88,4365292,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-207-2,4408700,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-207-2,4408700,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-207-2,4408700,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-207-2,4408700,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-21-70,4365470,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-21-70,4365470,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-21-70,4365470,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-21-70,4365470,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-227-46,4412816,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-227-46,4412816,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-227-46,4412816,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-227-46,4412816,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-229-90,4413472,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-233-50,4414039,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-24-44,4365752,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-24-44,4365752,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-24-44,4365752,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-24-44,4365752,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-25-80,4365777,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-25-80,4365777,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-25-80,4365777,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-25-80,4365777,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-258-8,4425295,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-258-8,4425295,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-258-8,4425295,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-258-8,4425295,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-260-48,4426204,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-266-86,4428204,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-266-86,4428204,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-266-86,4428204,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-266-86,4428204,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-269-58,4429212,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-269-58,4429212,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-269-58,4429212,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-269-58,4429212,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-283-50,4432930,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-283-50,4432930,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-283-50,4432930,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-283-50,4432930,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-293-12,4434977,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-3-58,4363664,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-300-14,4435812,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-301-89,4435895,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-301-89,4435895,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-301-89,4435895,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-301-89,4435895,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-321-42,4446581,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-322-92,4446694,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-338-18,4450274,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-338-18,4450274,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-338-18,4450274,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-338-18,4450274,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-35-13,4371330,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-35-13,4371330,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-35-13,4371330,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-35-13,4371330,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-361-86,4457449,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-361-86,4457449,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-361-86,4457449,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-361-86,4457449,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-374-79,4461108,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-379-60,4462318,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-382-49,4463086,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-382-49,4463086,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-382-49,4463086,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-382-49,4463086,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-40-87,4372234,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-40-87,4372234,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-40-87,4372234,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-40-87,4372234,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-410-85,4473134,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-414-28,4478073,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-42-68,4372426,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-428-38,4484165,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-428-38,4484165,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-428-38,4484165,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-428-38,4484165,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-449-6,4489633,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-48-46,4373069,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-48-46,4373069,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-48-46,4373069,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-48-46,4373069,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-483-76,4496087,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-487-24,4496692,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-488-56,4496764,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-488-56,4496764,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-488-56,4496764,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-488-56,4496764,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-489-36,4497213,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-509-50,4503379,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-509-50,4503379,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-509-50,4503379,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-509-50,4503379,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-515-26,4505126,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-515-26,4505126,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-515-26,4505126,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-515-26,4505126,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-516-40,4505335,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-516-40,4505335,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-516-40,4505335,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-516-40,4505335,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-520-34,4506410,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-520-34,4506410,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-520-34,4506410,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-520-34,4506410,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-527-80,4512925,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-527-80,4512925,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-527-80,4512925,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-527-80,4512925,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-537-66,4517171,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-537-66,4517171,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-537-66,4517171,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-537-66,4517171,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,105-54-44,4374293,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-551-41,4519973,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-554-42,4524942,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,105-559-84,4526359,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,105-559-84,4526359,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,105-559-84,4526359,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,105-559-84,4526359,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
