county,imprinted_id,cvr_id,contest_count,contest_name
Adams,107-145-18,205423,3,17th Judicial District Ballot Question 7B
Adams,107-145-18,205423,3,Adams County Ballot Issue 1A
Adams,107-145-18,205423,3,Regional Transportation District Ballot Issue 7A
Adams,107-145-24,205441,3,17th Judicial District Ballot Question 7B
Adams,107-145-24,205441,3,Adams County Ballot Issue 1A
Adams,107-145-24,205441,3,Regional Transportation District Ballot Issue 7A
Adams,108-28-99,33440,2,17th Judicial District Ballot Question 7B
Adams,108-28-99,33440,2,Adams County Ballot Issue 1A
Adams,108-49-1,54186,4,17th Judicial District Ballot Question 7B
Adams,108-49-1,54186,4,Adams County Ballot Issue 1A
Adams,108-49-1,54186,4,Regional Transportation District Ballot Issue 7A
Adams,108-49-1,54186,4,South Adams County Water and Sanitation District Ballot Issue No. 6A
Adams,109-111-7,83061,3,17th Judicial District Ballot Question 7B
Adams,109-111-7,83061,3,Adams County Ballot Issue 1A
Adams,109-111-7,83061,3,Regional Transportation District Ballot Issue 7A
Adams,109-143-10,144040,3,17th Judicial District Ballot Question 7B
Adams,109-143-10,144040,3,Adams County Ballot Issue 1A
Adams,109-143-10,144040,3,Regional Transportation District Ballot Issue 7A
Adams,109-176-83,210964,3,17th Judicial District Ballot Question 7B
Adams,109-176-83,210964,3,Adams County Ballot Issue 1A
Adams,109-176-83,210964,3,Regional Transportation District Ballot Issue 7A
Adams,109-281-59,383659,3,17th Judicial District Ballot Question 7B
Adams,109-281-59,383659,3,Adams County Ballot Issue 1A
Adams,109-281-59,383659,3,Regional Transportation District Ballot Issue 7A
Adams,110-156-3,151418,4,17th Judicial District Ballot Question 7B
Adams,110-156-3,151418,4,Adams County Ballot Issue 1A
Adams,110-156-3,151418,4,Hyland Hills Park and Recreation District Ballot Issue No. 6B
Adams,110-156-3,151418,4,Regional Transportation District Ballot Issue 7A
Adams,110-245-92,376233,4,17th Judicial District Ballot Question 7B
Adams,110-245-92,376233,4,Adams County Ballot Issue 1A
Adams,110-245-92,376233,4,City of Thornton Question 2A
Adams,110-245-92,376233,4,Regional Transportation District Ballot Issue 7A
Adams,110-37-5,36219,2,17th Judicial District Ballot Question 7B
Adams,110-37-5,36219,2,Adams County Ballot Issue 1A
Adams,110-382-53,732044,4,17th Judicial District Ballot Question 7B
Adams,110-382-53,732044,4,Adams County Ballot Issue 1A
Adams,110-382-53,732044,4,Regional Transportation District Ballot Issue 7A
Adams,110-382-53,732044,4,South Adams County Water and Sanitation District Ballot Issue No. 6A
Adams,110-42-95,40006,3,17th Judicial District Ballot Question 7B
Adams,110-42-95,40006,3,Adams County Ballot Issue 1A
Adams,110-42-95,40006,3,Regional Transportation District Ballot Issue 7A
Adams,110-53-86,49442,4,17th Judicial District Ballot Question 7B
Adams,110-53-86,49442,4,Adams County Ballot Issue 1A
Adams,110-53-86,49442,4,Regional Transportation District Ballot Issue 7A
Adams,110-53-86,49442,4,South Adams County Water and Sanitation District Ballot Issue No. 6A
Adams,112-201-92,221244,4,17th Judicial District Ballot Question 7B
Adams,112-201-92,221244,4,Adams County Ballot Issue 1A
Adams,112-201-92,221244,4,Regional Transportation District Ballot Issue 7A
Adams,112-201-92,221244,4,South Adams County Water and Sanitation District Ballot Issue No. 6A
Adams,112-283-59,366550,4,17th Judicial District Ballot Question 7B
Adams,112-283-59,366550,4,Adams County Ballot Issue 1A
Adams,112-283-59,366550,4,City of Thornton Question 2A
Adams,112-283-59,366550,4,Regional Transportation District Ballot Issue 7A
Adams,112-338-19,427040,2,17th Judicial District Ballot Question 7B
Adams,112-338-19,427040,2,Adams County Ballot Issue 1A
Adams,112-64-62,78659,3,17th Judicial District Ballot Question 7B
Adams,112-64-62,78659,3,Adams County Ballot Issue 1A
Adams,112-64-62,78659,3,Regional Transportation District Ballot Issue 7A
Alamosa,102-112-22,101532,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-112-22,101532,4,Proposition 129 (STATUTORY)
Alamosa,102-112-22,101532,4,Proposition 130 (STATUTORY)
Alamosa,102-112-22,101532,4,Proposition 131 (STATUTORY)
Alamosa,102-121-18,102483,3,Proposition 129 (STATUTORY)
Alamosa,102-121-18,102483,3,Proposition 130 (STATUTORY)
Alamosa,102-121-18,102483,3,Proposition 131 (STATUTORY)
Alamosa,102-125-32,103021,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-125-32,103021,4,Proposition 129 (STATUTORY)
Alamosa,102-125-32,103021,4,Proposition 130 (STATUTORY)
Alamosa,102-125-32,103021,4,Proposition 131 (STATUTORY)
Alamosa,102-130-18,103486,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-130-18,103486,4,Proposition 129 (STATUTORY)
Alamosa,102-130-18,103486,4,Proposition 130 (STATUTORY)
Alamosa,102-130-18,103486,4,Proposition 131 (STATUTORY)
Alamosa,102-135-40,103805,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-135-40,103805,4,Proposition 129 (STATUTORY)
Alamosa,102-135-40,103805,4,Proposition 130 (STATUTORY)
Alamosa,102-135-40,103805,4,Proposition 131 (STATUTORY)
Alamosa,102-136-18,103858,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-136-18,103858,4,Proposition 129 (STATUTORY)
Alamosa,102-136-18,103858,4,Proposition 130 (STATUTORY)
Alamosa,102-136-18,103858,4,Proposition 131 (STATUTORY)
Alamosa,102-197-6,109234,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-197-6,109234,4,Proposition 129 (STATUTORY)
Alamosa,102-197-6,109234,4,Proposition 130 (STATUTORY)
Alamosa,102-197-6,109234,4,Proposition 131 (STATUTORY)
Alamosa,102-247-28,113341,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-247-28,113341,4,Proposition 129 (STATUTORY)
Alamosa,102-247-28,113341,4,Proposition 130 (STATUTORY)
Alamosa,102-247-28,113341,4,Proposition 131 (STATUTORY)
Alamosa,102-248-28,113398,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-248-28,113398,4,Proposition 129 (STATUTORY)
Alamosa,102-248-28,113398,4,Proposition 130 (STATUTORY)
Alamosa,102-248-28,113398,4,Proposition 131 (STATUTORY)
Alamosa,102-260-42,114481,3,Proposition 129 (STATUTORY)
Alamosa,102-260-42,114481,3,Proposition 130 (STATUTORY)
Alamosa,102-260-42,114481,3,Proposition 131 (STATUTORY)
Alamosa,102-265-8,114883,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-265-8,114883,4,Proposition 129 (STATUTORY)
Alamosa,102-265-8,114883,4,Proposition 130 (STATUTORY)
Alamosa,102-265-8,114883,4,Proposition 131 (STATUTORY)
Alamosa,102-275-36,115955,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-275-36,115955,4,Proposition 129 (STATUTORY)
Alamosa,102-275-36,115955,4,Proposition 130 (STATUTORY)
Alamosa,102-275-36,115955,4,Proposition 131 (STATUTORY)
Alamosa,102-278-6,116145,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-278-6,116145,4,Proposition 129 (STATUTORY)
Alamosa,102-278-6,116145,4,Proposition 130 (STATUTORY)
Alamosa,102-278-6,116145,4,Proposition 131 (STATUTORY)
Alamosa,102-49-22,96559,4,Alamosa School District RE-11J Ballot Issue 5A
Alamosa,102-49-22,96559,4,Proposition 129 (STATUTORY)
Alamosa,102-49-22,96559,4,Proposition 130 (STATUTORY)
Alamosa,102-49-22,96559,4,Proposition 131 (STATUTORY)
Alamosa,102-63-14,97654,3,Proposition 129 (STATUTORY)
Alamosa,102-63-14,97654,3,Proposition 130 (STATUTORY)
Alamosa,102-63-14,97654,3,Proposition 131 (STATUTORY)
Baca,102-1-1,314813,1,Walsh Hospital District Ballot Issue 6A
Baca,102-62-20,320037,1,Walsh Hospital District Ballot Issue 6A
Dolores,102-48-12,1428302,1,Rico Fire Protection District Ballot Question 6B
Dolores,102-50-24,1428472,1,Dove Creek Ambulance District Ballot Issue 6A
Dolores,102-51-6,1428493,1,Dove Creek Ambulance District Ballot Issue 6A
Eagle,101-1057-6,1626342,1,Eagle River Fire Protection District Ballot Issue 6A
Fremont,102-1038-7,1898993,2,CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6A OPERATING MILL LEVY
Fremont,102-1038-7,1898993,2,CANON CITY AREA METROPOLITAN RECREATION AND PARK DISTRICT ISSUE #6B POOL DEBT FINANCING
Jefferson,101-152-17,4167655,1,Foothills Park & Recreation District Ballot Issue 6D
Kiowa,103-36-7,2738294,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-38-10,2738499,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-39-13,2738509,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-39-4,2738520,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-40-1,2738527,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-40-21,2738525,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-41-4,2738559,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-42-4,2738594,1,Kiowa County Hospital District Ballot Question 6A
Kiowa,103-43-10,2738609,1,Kiowa County Hospital District Ballot Question 6A
Kit Carson,101-155-14,2821079,1,Flagler Rural Fire Protection District Ballot Issue 6C
Kit Carson,101-80-16,2815050,1,Flagler Rural Fire Protection District Ballot Issue 6C
Kit Carson,101-80-6,2815043,1,Flagler Rural Fire Protection District Ballot Issue 6C
Larimer,101-162-79,4029213,4,Larimer County Ballot Issue 1A
Larimer,101-162-79,4029213,4,Proposition 129 (STATUTORY)
Larimer,101-162-79,4029213,4,Proposition 130 (STATUTORY)
Larimer,101-162-79,4029213,4,Proposition 131 (STATUTORY)
Larimer,101-234-150,4275160,4,Larimer County Ballot Issue 1A
Larimer,101-234-150,4275160,4,Proposition 129 (STATUTORY)
Larimer,101-234-150,4275160,4,Proposition 130 (STATUTORY)
Larimer,101-234-150,4275160,4,Proposition 131 (STATUTORY)
Larimer,106-35-38,3577807,4,Larimer County Ballot Issue 1A
Larimer,106-35-38,3577807,4,Proposition 129 (STATUTORY)
Larimer,106-35-38,3577807,4,Proposition 130 (STATUTORY)
Larimer,106-35-38,3577807,4,Proposition 131 (STATUTORY)
Larimer,106-5-169,3268777,4,Larimer County Ballot Issue 1A
Larimer,106-5-169,3268777,4,Proposition 129 (STATUTORY)
Larimer,106-5-169,3268777,4,Proposition 130 (STATUTORY)
Larimer,106-5-169,3268777,4,Proposition 131 (STATUTORY)
Larimer,106-93-12,3909055,4,Larimer County Ballot Issue 1A
Larimer,106-93-12,3909055,4,Proposition 129 (STATUTORY)
Larimer,106-93-12,3909055,4,Proposition 130 (STATUTORY)
Larimer,106-93-12,3909055,4,Proposition 131 (STATUTORY)
Park,102-267-26,4334625,1,Hartsel Fire Protection District Ballot Issue 6A - Mill Levy Increase
Park,102-315-9,4335817,1,Hartsel Fire Protection District Ballot Issue 6A - Mill Levy Increase
Park,102-328-15,4336144,1,Ute Pass Regional Health Service District Ballot Issue 7A1
Park,102-328-22,4336141,1,Hartsel Fire Protection District Ballot Issue 6A - Mill Levy Increase
Park,102-369-21,4337175,1,Hartsel Fire Protection District Ballot Issue 6A - Mill Levy Increase
Park,102-519-10,4340902,1,Hartsel Fire Protection District Ballot Issue 6A - Mill Levy Increase
Pueblo,102-103-4,4381898,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-120-72,4385149,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-121-68,4385345,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-125-82,4386886,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-135-98,4389458,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-140-24,4389984,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-140-24,4389984,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-140-24,4389984,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-140-24,4389984,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-163-30,4396244,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-178-88,4399822,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-194-75,4403337,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-194-75,4403337,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-194-75,4403337,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-194-75,4403337,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-206-6,4411094,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-206-6,4411094,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-206-6,4411094,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-206-6,4411094,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-214-50,4411932,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-217-57,4412504,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-217-57,4412504,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-217-57,4412504,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-217-57,4412504,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-218-22,4412677,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-218-22,4412677,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-218-22,4412677,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-218-22,4412677,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-220-46,4413072,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-220-46,4413072,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-220-46,4413072,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-220-46,4413072,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-222-2,4413246,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-222-2,4413246,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-222-2,4413246,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-222-2,4413246,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-224-2,4414033,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-229-12,4418008,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-229-12,4418008,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-229-12,4418008,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-229-12,4418008,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-236-68,4419640,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-244-22,4420842,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-244-22,4420842,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-244-22,4420842,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-244-22,4420842,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-250-34,4422070,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-250-34,4422070,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-250-34,4422070,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-250-34,4422070,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-271-96,4426895,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-271-96,4426895,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-271-96,4426895,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-271-96,4426895,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-284-86,4431028,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-290-48,4432365,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-290-48,4432365,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-290-48,4432365,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-290-48,4432365,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-293-14,4433095,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-293-14,4433095,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-293-14,4433095,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-293-14,4433095,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-300-72,4434235,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-307-68,4436134,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-307-68,4436134,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-307-68,4436134,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-307-68,4436134,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-315-94,4436905,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-319-56,4437348,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-319-56,4437348,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-319-56,4437348,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-319-56,4437348,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-352-39,4440766,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-352-39,4440766,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-352-39,4440766,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-352-39,4440766,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-358-12,4441407,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-376-42,4444197,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-376-42,4444197,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-376-42,4444197,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-376-42,4444197,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-383-88,4445841,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-383-88,4445841,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-383-88,4445841,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-383-88,4445841,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-391-68,4449443,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-391-68,4449443,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-391-68,4449443,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-391-68,4449443,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-401-63,4452050,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-401-63,4452050,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-401-63,4452050,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-401-63,4452050,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-422-14,4458096,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-449-66,4464575,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-449-66,4464575,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-449-66,4464575,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-449-66,4464575,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-452-48,4464839,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-452-48,4464839,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-452-48,4464839,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-452-48,4464839,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-454-96,4464967,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-454-96,4464967,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-454-96,4464967,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-454-96,4464967,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-460-6,4465561,1,Pueblo County Rural 70 School District Ballot Issue 4A
Pueblo,102-474-76,4468293,4,City of Pueblo Ballot Question 2A - Charter Amendment - Municipal Court Maximum Fines
Pueblo,102-474-76,4468293,4,City of Pueblo Ballot Question 2B - Charter Amendment - Modernize Terms & Technology
Pueblo,102-474-76,4468293,4,City of Pueblo Ballot Question 2C - Charter Amendment - Greater Election Coordination
Pueblo,102-474-76,4468293,4,City of Pueblo Ballot Question 2D - Charter Amendment - Municipal Election Provisions
Pueblo,102-476-81,4468860,1,Pueblo County Rural 70 School District Ballot Issue 4A
