contest_name,sequence,round,county,imprinted_id,status,reason
Dove Creek Ambulance District Ballot Issue 6A,99,2,Dolores,102-58-12,ok,
Dove Creek Ambulance District Ballot Issue 6A,101,2,Dolores,102-23-5,ok,
Dove Creek Ambulance District Ballot Issue 6A,110,3,Dolores,102-22-4,ok,
Dove Creek Ambulance District Ballot Issue 6A,118,3,Dolores,102-41-6,ok,
Dove Creek Ambulance District Ballot Issue 6A,122,3,Dolores,102-10-13,ok,
Dove Creek Ambulance District Ballot Issue 6A,125,3,Dolores,102-52-10,ok,
Dove Creek Ambulance District Ballot Issue 6A,128,3,Dolores,102-17-9,ok,
Dove Creek Ambulance District Ballot Issue 6A,133,3,Dolores,102-2-17,ok,
Dove Creek Ambulance District Ballot Issue 6A,138,3,Dolores,102-1-23,ok,
Dove Creek Ambulance District Ballot Issue 6A,141,3,Dolores,102-17-6,ok,
Dove Creek Ambulance District Ballot Issue 6A,144,3,Dolores,102-2-24,ok,
Dove Creek Ambulance District Ballot Issue 6A,150,3,Dolores,102-54-11,ok,
Dove Creek Ambulance District Ballot Issue 6A,154,3,Dolores,102-1-21,ok,
Eagle County Commissioner - District 1,1,1,Eagle,101-1057-6,ok,
Fremont County Board of County Commissioners - District 3,15,1,Fremont,102-1038-7,ok,
Jefferson County Commissioner - District 2,65,1,Jefferson,101-152-17,ok,
Larimer County Clerk and Recorder,4,1,Larimer,111-263-4,ok,
Larimer County Clerk and Recorder,5,1,Larimer,110-31-162,ok,
Larimer County Clerk and Recorder,7,1,Larimer,108-52-157,ok,
Larimer County Clerk and Recorder,8,1,Larimer,103-60-2,ok,
Larimer County Clerk and Recorder,9,1,Larimer,105-103-134,ok,
Larimer County Clerk and Recorder,10,1,Larimer,112-306-4,ok,
Larimer County Clerk and Recorder,17,1,Larimer,101-111-120,ok,
Larimer County Clerk and Recorder,19,1,Larimer,103-140-105,ok,
Larimer County Clerk and Recorder,21,1,Larimer,105-153-161,ok,
Larimer County Clerk and Recorder,22,1,Larimer,111-21-82,ok,
Larimer County Clerk and Recorder,27,1,Larimer,105-142-14,ok,
Larimer County Clerk and Recorder,28,1,Larimer,112-65-193,ok,
Larimer County Clerk and Recorder,29,1,Larimer,109-166-127,ok,
Larimer County Clerk and Recorder,30,1,Larimer,112-132-132,ok,
Larimer County Clerk and Recorder,32,1,Larimer,108-76-155,ok,
Larimer County Clerk and Recorder,33,1,Larimer,111-75-142,ok,
Larimer County Clerk and Recorder,35,1,Larimer,107-97-143,ok,
Larimer County Clerk and Recorder,36,1,Larimer,110-45-162,ok,
Larimer County Clerk and Recorder,37,1,Larimer,101-234-150,ok,
Larimer County Clerk and Recorder,39,1,Larimer,101-55-27,ok,
Larimer County Clerk and Recorder,40,1,Larimer,106-93-12,ok,
Larimer County Clerk and Recorder,41,1,Larimer,108-13-162,ok,
Larimer County Clerk and Recorder,42,1,Larimer,112-67-189,ok,
Larimer County Clerk and Recorder,43,1,Larimer,109-158-137,ok,
Larimer County Clerk and Recorder,50,1,Larimer,106-137-26,ok,
Larimer County Clerk and Recorder,52,1,Larimer,110-34-177,ok,
Larimer County Clerk and Recorder,53,1,Larimer,108-121-102,ok,
Larimer County Clerk and Recorder,55,1,Larimer,104-200-169,ok,
Larimer County Clerk and Recorder,59,1,Larimer,105-55-190,ok,
Larimer County Clerk and Recorder,62,1,Larimer,106-27-154,ok,
Larimer County Clerk and Recorder,63,1,Larimer,106-102-156,ok,
Larimer County Clerk and Recorder,65,1,Larimer,101-162-79,ok,
Larimer County Clerk and Recorder,66,1,Larimer,102-241-171,ok,
Larimer County Clerk and Recorder,67,1,Larimer,106-35-38,ok,
Larimer County Clerk and Recorder,69,1,Larimer,106-77-122,ok,
Larimer County Clerk and Recorder,70,1,Larimer,101-49-65,ok,
Larimer County Clerk and Recorder,73,1,Larimer,109-94-186,ok,
Larimer County Clerk and Recorder,74,1,Larimer,106-5-169,ok,
Larimer County Clerk and Recorder,76,1,Larimer,105-24-165,ok,
Larimer County Clerk and Recorder,78,1,Larimer,110-222-44,ok,
Larimer County Clerk and Recorder,84,1,Larimer,112-107-107,ok,
Larimer County Clerk and Recorder,87,1,Larimer,112-298-108,ok,
Larimer County Clerk and Recorder,88,1,Larimer,112-251-179,ok,
Larimer County Clerk and Recorder,90,1,Larimer,101-178-150,ok,
Larimer County Clerk and Recorder,92,1,Larimer,105-171-166,ok,
Larimer County Clerk and Recorder,96,1,Larimer,101-149-103,ok,
Larimer County Clerk and Recorder,97,1,Larimer,107-23-98,ok,
Larimer County Clerk and Recorder,98,1,Larimer,103-139-198,ok,
Larimer County Clerk and Recorder,100,1,Larimer,101-8-152,ok,
Larimer County Clerk and Recorder,101,1,Larimer,111-144-144,ok,
Larimer County Clerk and Recorder,102,1,Larimer,104-152-106,ok,
Park County Commissioner District 1,10,1,Park,102-328-15,ok,
Park County Commissioner District 1,16,1,Park,102-328-22,ok,
Park County Commissioner District 1,17,1,Park,102-267-26,ok,
Park County Commissioner District 1,42,1,Park,102-519-10,ok,
Park County Commissioner District 1,48,1,Park,102-369-21,ok,
Proposition 130 (STATUTORY) - Kit Carson,10,1,Kit Carson,101-155-14,ok,
Proposition 130 (STATUTORY) - Kit Carson,14,1,Kit Carson,101-80-6,ok,
Proposition 130 (STATUTORY) - Kit Carson,87,1,Kit Carson,101-80-16,ok,
Pueblo County Commissioner - District 2,1,1,Pueblo,105-301-89,ok,
Pueblo County Commissioner - District 2,2,1,Pueblo,111-295-96,ok,
Pueblo County Commissioner - District 2,3,1,Pueblo,111-394-28,ok,
Pueblo County Commissioner - District 2,4,1,Pueblo,105-72-13,ok,
Pueblo County Commissioner - District 2,8,1,Pueblo,111-283-92,ok,
Pueblo County Commissioner - District 2,12,1,Pueblo,102-229-12,ok,
Pueblo County Commissioner - District 2,13,1,Pueblo,105-68-4,ok,
Pueblo County Commissioner - District 2,14,1,Pueblo,104-137-80,ok,
Pueblo County Commissioner - District 2,15,1,Pueblo,111-257-88,ok,
Pueblo County Commissioner - District 2,16,1,Pueblo,105-554-42,ok,
Pueblo County Commissioner - District 2,17,1,Pueblo,105-338-18,ok,
Pueblo County Commissioner - District 2,24,1,Pueblo,111-438-42,ok,
Pueblo County Commissioner - District 2,25,1,Pueblo,111-155-79,ok,
Pueblo County Commissioner - District 2,26,1,Pueblo,105-509-50,ok,
Pueblo County Commissioner - District 2,28,1,Pueblo,105-54-44,ok,
Pueblo County Commissioner - District 2,32,1,Pueblo,105-102-81,ok,
Pueblo County Commissioner - District 2,33,1,Pueblo,105-187-60,ok,
Pueblo County Commissioner - District 2,37,1,Pueblo,111-187-80,ok,
Pueblo County Commissioner - District 2,40,1,Pueblo,111-296-88,ok,
Pueblo County Commissioner - District 2,43,1,Pueblo,102-135-98,ok,
Pueblo County Commissioner - District 2,45,1,Pueblo,102-284-86,ok,
Pueblo County Commissioner - District 2,46,1,Pueblo,102-319-56,ok,
Pueblo County Commissioner - District 2,47,1,Pueblo,102-651-6,ok,
Pueblo County Commissioner - District 2,50,1,Pueblo,111-376-42,ok,
Pueblo County Commissioner - District 2,51,1,Pueblo,105-321-42,ok,
Pueblo County Commissioner - District 2,52,1,Pueblo,102-178-88,ok,
Pueblo County Commissioner - District 2,53,1,Pueblo,102-217-57,ok,
Pueblo County Commissioner - District 2,54,1,Pueblo,111-200-65,ok,
Pueblo County Commissioner - District 2,55,1,Pueblo,105-258-8,ok,
Pueblo County Commissioner - District 2,58,1,Pueblo,104-66-68,ok,
Pueblo County Commissioner - District 2,61,1,Pueblo,105-144-94,ok,
Pueblo County Commissioner - District 2,62,1,Pueblo,102-125-82,ok,
Pueblo County Commissioner - District 2,67,1,Pueblo,105-487-24,ok,
Pueblo County Commissioner - District 2,70,1,Pueblo,111-341-50,ok,
Pueblo County Commissioner - District 2,72,1,Pueblo,102-358-12,ok,
Pueblo County Commissioner - District 2,76,1,Pueblo,111-35-80,ok,
Pueblo County Commissioner - District 2,78,1,Pueblo,104-21-26,ok,
Pueblo County Commissioner - District 2,79,1,Pueblo,105-148-15,ok,
Pueblo County Commissioner - District 2,81,1,Pueblo,102-537-16,ok,
Pueblo County Commissioner - District 2,82,1,Pueblo,102-120-72,ok,
Pueblo County Commissioner - District 2,84,1,Pueblo,102-422-14,ok,
Pueblo County Commissioner - District 2,86,1,Pueblo,111-449-96,ok,
Pueblo County Commissioner - District 2,87,1,Pueblo,111-343-38,ok,
Pueblo County Commissioner - District 2,89,1,Pueblo,105-361-86,ok,
Pueblo County Commissioner - District 2,91,1,Pueblo,102-290-48,ok,
Pueblo County Commissioner - District 2,92,1,Pueblo,102-99-38,ok,
Pueblo County Commissioner - District 2,93,1,Pueblo,111-213-66,ok,
Pueblo County Commissioner - District 2,99,1,Pueblo,105-183-48,ok,
Pueblo County Commissioner - District 2,101,1,Pueblo,102-517-52,ok,
Pueblo County Commissioner - District 2,102,1,Pueblo,111-254-78,ok,
Pueblo County Commissioner - District 2,105,1,Pueblo,102-563-26,ok,
Pueblo County Commissioner - District 2,108,1,Pueblo,104-93-72,ok,
Pueblo County Commissioner - District 2,112,1,Pueblo,105-158-86,ok,
Pueblo County Commissioner - District 2,113,1,Pueblo,102-300-72,ok,
Pueblo County Commissioner - District 2,114,1,Pueblo,105-520-34,ok,
Pueblo County Commissioner - District 2,115,1,Pueblo,105-559-84,ok,
Pueblo County Commissioner - District 2,116,1,Pueblo,104-70-74,ok,
Pueblo County Commissioner - District 2,117,1,Pueblo,111-287-30,ok,
Pueblo County Commissioner - District 2,121,1,Pueblo,111-74-15,ok,
Pueblo County Commissioner - District 2,124,1,Pueblo,104-32-68,ok,
Pueblo County Commissioner - District 2,125,1,Pueblo,105-488-56,ok,
Pueblo County Commissioner - District 2,126,1,Pueblo,102-90-48,ok,
Pueblo County Commissioner - District 2,128,1,Pueblo,105-25-80,ok,
Pueblo County Commissioner - District 2,129,1,Pueblo,104-22-88,ok,
Pueblo County Commissioner - District 2,133,1,Pueblo,105-48-46,ok,
Pueblo County Commissioner - District 2,134,1,Pueblo,102-218-22,ok,
Pueblo County Commissioner - District 2,137,1,Pueblo,111-397-26,ok,
Pueblo County Commissioner - District 2,139,1,Pueblo,105-13-90,ok,
Pueblo County Commissioner - District 2,141,1,Pueblo,105-585-12,ok,
Pueblo County Commissioner - District 2,144,1,Pueblo,102-315-94,ok,
Pueblo County Commissioner - District 2,145,1,Pueblo,104-24-70,ok,
Pueblo County Commissioner - District 2,148,1,Pueblo,111-164-76,ok,
Pueblo County Commissioner - District 2,149,1,Pueblo,105-260-48,ok,
Pueblo County Commissioner - District 2,150,1,Pueblo,111-259-90,ok,
Pueblo County Commissioner - District 2,151,1,Pueblo,105-182-50,ok,
Pueblo County Commissioner - District 2,153,1,Pueblo,102-244-22,ok,
Pueblo County Commissioner - District 2,158,1,Pueblo,105-322-92,ok,
Pueblo County Commissioner - District 2,160,1,Pueblo,102-220-46,ok,
Pueblo County Commissioner - District 2,161,1,Pueblo,102-121-68,ok,
Pueblo County Commissioner - District 2,162,1,Pueblo,105-40-87,ok,
Pueblo County Commissioner - District 2,163,1,Pueblo,105-414-28,ok,
Pueblo County Commissioner - District 2,164,1,Pueblo,111-225-35,ok,
Pueblo County Commissioner - District 2,165,1,Pueblo,104-125-78,ok,
Pueblo County Commissioner - District 2,167,1,Pueblo,111-386-52,ok,
Pueblo County Commissioner - District 2,168,1,Pueblo,105-2-63,ok,
Pueblo County Commissioner - District 2,169,1,Pueblo,111-413-95,ok,
Pueblo County Commissioner - District 2,170,1,Pueblo,105-3-58,ok,
Pueblo County Commissioner - District 2,172,1,Pueblo,102-140-24,ok,
Pueblo County Commissioner - District 2,175,1,Pueblo,105-293-12,ok,
Pueblo County Commissioner - District 2,176,1,Pueblo,102-484-26,ok,
Pueblo County Commissioner - District 2,177,1,Pueblo,105-283-50,ok,
Pueblo County Commissioner - District 2,179,1,Pueblo,104-11-10,ok,
Pueblo County Commissioner - District 2,180,1,Pueblo,105-35-13,ok,
Pueblo County Commissioner - District 2,184,1,Pueblo,111-453-12,ok,
Pueblo County Commissioner - District 2,185,1,Pueblo,105-42-68,ok,
Pueblo County Commissioner - District 2,187,1,Pueblo,105-449-6,ok,
Pueblo County Commissioner - District 2,190,1,Pueblo,104-102-72,ok,
Pueblo County Commissioner - District 2,191,1,Pueblo,102-293-14,ok,
Pueblo County Commissioner - District 2,192,1,Pueblo,102-271-96,ok,
Pueblo County Commissioner - District 2,193,1,Pueblo,105-24-44,ok,
Pueblo County Commissioner - District 2,197,1,Pueblo,111-123-84,ok,
Pueblo County Commissioner - District 2,198,1,Pueblo,105-184-16,ok,
Pueblo County Commissioner - District 2,199,1,Pueblo,102-594-42,ok,
Pueblo County Commissioner - District 2,203,1,Pueblo,102-194-75,ok,
Pueblo County Commissioner - District 2,206,1,Pueblo,111-365-71,ok,
Pueblo County Commissioner - District 2,208,1,Pueblo,102-103-4,ok,
Pueblo County Commissioner - District 2,210,1,Pueblo,111-50-89,ok,
Pueblo County Commissioner - District 2,214,1,Pueblo,102-579-59,ok,
Pueblo County Commissioner - District 2,217,1,Pueblo,105-21-70,ok,
Pueblo County Commissioner - District 2,218,1,Pueblo,104-81-6,ok,
Pueblo County Commissioner - District 2,221,1,Pueblo,105-379-60,ok,
Pueblo County Commissioner - District 2,223,1,Pueblo,111-43-41,ok,
Pueblo County Commissioner - District 2,225,1,Pueblo,104-15-26,ok,
Pueblo County Commissioner - District 2,227,1,Pueblo,111-198-24,ok,
Pueblo County Commissioner - District 2,228,1,Pueblo,102-401-63,ok,
Pueblo County Commissioner - District 2,229,1,Pueblo,111-364-8,ok,
Pueblo County Commissioner - District 2,230,1,Pueblo,105-374-79,ok,
Pueblo County Commissioner - District 2,232,1,Pueblo,105-83-2,ok,
Pueblo County Commissioner - District 2,233,1,Pueblo,105-266-86,ok,
Pueblo County Commissioner - District 2,234,1,Pueblo,111-193-68,ok,
Pueblo County Commissioner - District 2,235,1,Pueblo,105-9-53,ok,
Pueblo County Commissioner - District 2,236,1,Pueblo,102-641-82,ok,
Pueblo County Commissioner - District 2,237,1,Pueblo,105-269-58,ok,
Pueblo County Commissioner - District 2,239,1,Pueblo,105-229-90,ok,
Pueblo County Commissioner - District 2,240,1,Pueblo,102-612-10,ok,
Pueblo County Commissioner - District 2,242,1,Pueblo,111-29-86,ok,
Pueblo County Commissioner - District 2,243,1,Pueblo,102-85-22,ok,
Pueblo County Commissioner - District 2,244,1,Pueblo,111-289-82,ok,
Pueblo County Commissioner - District 2,246,1,Pueblo,105-588-14,ok,
Pueblo County Commissioner - District 2,251,1,Pueblo,102-206-6,ok,
Pueblo County Commissioner - District 2,252,1,Pueblo,102-224-2,ok,
Pueblo County Commissioner - District 2,253,1,Pueblo,111-55-1,ok,
Pueblo County Commissioner - District 2,256,1,Pueblo,105-58-36,ok,
Pueblo County Commissioner - District 2,257,1,Pueblo,102-510-14,ok,
Pueblo County Commissioner - District 2,258,1,Pueblo,102-383-88,ok,
Pueblo County Commissioner - District 2,262,1,Pueblo,102-307-68,ok,
Pueblo County Commissioner - District 2,264,1,Pueblo,102-222-2,ok,
Pueblo County Commissioner - District 2,266,1,Pueblo,105-382-49,ok,
Pueblo County Commissioner - District 2,268,1,Pueblo,111-376-14,ok,
Pueblo County Commissioner - District 2,270,1,Pueblo,105-227-46,ok,
Pueblo County Commissioner - District 2,272,1,Pueblo,105-428-38,ok,
Pueblo County Commissioner - District 2,273,1,Pueblo,105-515-26,ok,
Pueblo County Commissioner - District 2,277,1,Pueblo,111-282-91,ok,
Pueblo County Commissioner - District 2,280,1,Pueblo,102-474-76,ok,
Pueblo County Commissioner - District 2,283,1,Pueblo,102-659-32,ok,
Pueblo County Commissioner - District 2,284,1,Pueblo,105-551-41,ok,
Pueblo County Commissioner - District 2,288,1,Pueblo,102-454-96,ok,
Pueblo County Commissioner - District 2,291,1,Pueblo,104-7-57,ok,
Pueblo County Commissioner - District 2,295,1,Pueblo,102-557-26,ok,
Pueblo County Commissioner - District 2,296,1,Pueblo,105-516-40,ok,
Pueblo County Commissioner - District 2,297,1,Pueblo,105-133-10,ok,
Pueblo County Commissioner - District 2,299,1,Pueblo,111-193-54,ok,
Pueblo County Commissioner - District 2,301,1,Pueblo,102-236-68,ok,
Pueblo County Commissioner - District 2,303,1,Pueblo,102-452-48,ok,
Pueblo County Commissioner - District 2,308,1,Pueblo,105-182-58,ok,
Pueblo County Commissioner - District 2,309,1,Pueblo,111-414-78,ok,
Pueblo County Commissioner - District 2,310,1,Pueblo,105-168-40,ok,
Pueblo County Commissioner - District 2,311,1,Pueblo,105-190-2,ok,
Pueblo County Commissioner - District 2,312,1,Pueblo,111-31-71,ok,
Pueblo County Commissioner - District 2,313,1,Pueblo,104-13-76,ok,
Pueblo County Commissioner - District 2,315,1,Pueblo,111-27-38,ok,
Pueblo County Commissioner - District 2,318,1,Pueblo,102-651-20,ok,
Pueblo County Commissioner - District 2,320,1,Pueblo,102-80-38,ok,
Pueblo County Commissioner - District 2,323,1,Pueblo,105-527-80,ok,
Pueblo County Commissioner - District 2,324,1,Pueblo,105-483-76,ok,
Pueblo County Commissioner - District 2,330,1,Pueblo,102-37-10,ok,
Pueblo County Commissioner - District 2,332,1,Pueblo,105-489-36,ok,
Pueblo County Commissioner - District 2,338,1,Pueblo,108-32-12,ok,
Pueblo County Commissioner - District 2,345,1,Pueblo,102-250-34,ok,
Pueblo County Commissioner - District 2,346,1,Pueblo,102-214-50,ok,
Pueblo County Commissioner - District 2,347,1,Pueblo,102-391-68,ok,
Pueblo County Commissioner - District 2,348,1,Pueblo,102-598-66,ok,
Pueblo County Commissioner - District 2,349,1,Pueblo,102-376-42,ok,
Pueblo County Commissioner - District 2,350,1,Pueblo,105-537-66,ok,
Pueblo County Commissioner - District 2,355,1,Pueblo,102-163-30,ok,
Pueblo County Commissioner - District 2,356,1,Pueblo,102-476-81,ok,
Pueblo County Commissioner - District 2,357,1,Pueblo,102-582-82,ok,
Pueblo County Commissioner - District 2,358,1,Pueblo,105-602-88,ok,
Pueblo County Commissioner - District 2,360,1,Pueblo,105-410-85,ok,
Pueblo County Commissioner - District 2,363,1,Pueblo,105-207-2,ok,
Pueblo County Commissioner - District 2,364,1,Pueblo,105-233-50,ok,
Pueblo County Commissioner - District 2,368,1,Pueblo,105-20-88,ok,
Pueblo County Commissioner - District 2,369,1,Pueblo,104-122-54,ok,
Pueblo County Commissioner - District 2,370,1,Pueblo,111-316-86,ok,
Pueblo County Commissioner - District 2,372,1,Pueblo,102-151-46,ok,
Pueblo County Commissioner - District 2,373,1,Pueblo,105-300-14,ok,
Pueblo County Commissioner - District 2,375,1,Pueblo,111-450-12,ok,
Pueblo County Commissioner - District 2,377,1,Pueblo,102-79-68,ok,
Pueblo County Commissioner - District 2,379,1,Pueblo,111-336-49,ok,
Routt County Commissioner - District 1,1,1,Routt,102-326-46,ok,
Routt County Commissioner - District 1,2,1,Routt,102-182-37,ok,
Routt County Commissioner - District 1,5,1,Routt,102-355-14,ok,
Routt County Commissioner - District 1,7,1,Routt,102-155-37,ok,
Routt County Commissioner - District 1,10,1,Routt,102-4-43,ok,
Routt County Commissioner - District 1,11,1,Routt,102-468-24,ok,
Routt County Commissioner - District 1,12,1,Routt,102-113-22,ok,
Routt County Commissioner - District 1,13,1,Routt,102-153-26,ok,
Routt County Commissioner - District 1,14,1,Routt,102-350-42,ok,
Routt County Commissioner - District 1,15,1,Routt,102-521-30,ok,
Routt County Commissioner - District 1,19,1,Routt,102-496-6,ok,
Routt County Commissioner - District 1,20,1,Routt,102-211-47,ok,
Routt County Commissioner - District 1,21,1,Routt,102-200-30,ok,
Routt County Commissioner - District 1,23,1,Routt,102-645-13,ok,
Routt County Commissioner - District 1,24,1,Routt,102-162-15,ok,
Routt County Commissioner - District 1,29,1,Routt,102-343-4,ok,
Routt County Commissioner - District 1,31,1,Routt,102-344-40,ok,
Routt County Commissioner - District 1,34,1,Routt,102-674-38,ok,
Routt County Commissioner - District 1,35,1,Routt,102-402-6,ok,
Routt County Commissioner - District 1,36,1,Routt,102-459-10,ok,
Routt County Commissioner - District 1,37,1,Routt,102-10-22,ok,
Routt County Commissioner - District 1,38,1,Routt,102-16-12,ok,
Routt County Commissioner - District 1,39,1,Routt,102-276-38,ok,
Routt County Commissioner - District 1,41,1,Routt,102-409-1,ok,
Routt County Commissioner - District 1,42,1,Routt,102-574-46,ok,
Routt County Commissioner - District 1,44,1,Routt,102-589-12,ok,
Routt County Commissioner - District 1,45,1,Routt,102-475-34,ok,
Routt County Commissioner - District 1,47,1,Routt,102-570-16,ok,
Routt County Commissioner - District 1,48,1,Routt,102-543-26,ok,
Routt County Commissioner - District 1,50,1,Routt,102-67-46,ok,
Routt County Commissioner - District 1,52,1,Routt,102-474-7,ok,
Routt County Commissioner - District 1,53,1,Routt,102-465-1,ok,
Routt County Commissioner - District 1,63,1,Routt,102-667-36,ok,
Routt County Commissioner - District 1,71,1,Routt,102-437-14,ok,
Routt County Commissioner - District 1,76,1,Routt,102-98-24,ok,
Routt County Commissioner - District 1,77,1,Routt,102-325-8,ok,
Routt County Commissioner - District 1,79,1,Routt,102-630-47,ok,
Routt County Commissioner - District 1,80,1,Routt,102-641-37,ok,
Routt County Commissioner - District 1,81,1,Routt,102-557-23,ok,
Routt County Commissioner - District 1,82,1,Routt,102-228-30,ok,
Routt County Commissioner - District 1,83,1,Routt,102-206-36,ok,
Routt County Commissioner - District 1,84,1,Routt,102-630-25,ok,
Routt County Commissioner - District 1,85,1,Routt,102-52-22,ok,
Routt County Commissioner - District 1,88,1,Routt,102-632-2,ok,
Routt County Commissioner - District 1,89,1,Routt,102-608-33,ok,
Routt County Commissioner - District 1,93,1,Routt,102-651-2,ok,
Routt County Commissioner - District 1,94,1,Routt,102-585-44,ok,
Routt County Commissioner - District 1,95,1,Routt,102-364-14,ok,
Routt County Commissioner - District 1,98,1,Routt,102-115-2,ok,
Routt County Commissioner - District 1,100,1,Routt,102-164-49,ok,
Routt County Commissioner - District 1,101,1,Routt,102-387-42,ok,
Routt County Commissioner - District 1,102,1,Routt,102-214-24,ok,
Routt County Commissioner - District 1,104,1,Routt,102-342-4,ok,
Routt County Commissioner - District 1,106,1,Routt,102-639-40,ok,
Routt County Commissioner - District 1,107,1,Routt,102-653-16,ok,
Routt County Commissioner - District 1,110,1,Routt,102-362-38,ok,
Routt County Commissioner - District 1,113,1,Routt,102-36-24,ok,
Routt County Commissioner - District 1,114,1,Routt,102-63-22,ok,
Routt County Commissioner - District 1,115,1,Routt,102-372-23,ok,
Routt County Commissioner - District 1,116,1,Routt,102-142-19,ok,
Routt County Commissioner - District 1,117,1,Routt,102-91-42,ok,
Routt County Commissioner - District 1,118,1,Routt,102-446-20,ok,
Routt County Commissioner - District 1,119,1,Routt,102-340-17,ok,
Routt County Commissioner - District 1,121,1,Routt,102-413-46,ok,
Routt County Commissioner - District 1,122,1,Routt,102-45-46,ok,
Routt County Commissioner - District 1,125,1,Routt,102-473-22,ok,
Routt County Commissioner - District 1,128,1,Routt,102-611-30,ok,
Routt County Commissioner - District 1,130,1,Routt,102-121-31,ok,
Routt County Commissioner - District 1,133,1,Routt,102-333-34,ok,
Routt County Commissioner - District 1,134,1,Routt,102-82-19,ok,
Routt County Commissioner - District 1,135,1,Routt,102-284-30,ok,
Routt County Commissioner - District 1,136,1,Routt,102-107-6,ok,
Routt County Commissioner - District 1,137,1,Routt,102-290-44,ok,
Routt County Commissioner - District 1,138,1,Routt,102-531-26,ok,
Routt County Commissioner - District 1,139,1,Routt,102-47-31,ok,
Routt County Commissioner - District 1,140,1,Routt,102-231-24,ok,
Routt County Commissioner - District 1,141,1,Routt,102-281-28,ok,
Routt County Commissioner - District 1,143,1,Routt,102-278-17,ok,
Routt County Commissioner - District 1,145,1,Routt,102-302-40,ok,
Routt County Commissioner - District 1,146,1,Routt,102-404-12,ok,
Routt County Commissioner - District 1,149,1,Routt,102-582-46,ok,
Routt County Commissioner - District 1,150,1,Routt,102-47-5,ok,
Routt County Commissioner - District 1,153,1,Routt,102-489-2,ok,
Routt County Commissioner - District 1,154,1,Routt,102-518-26,ok,
Routt County Commissioner - District 1,155,1,Routt,102-505-29,ok,
Routt County Commissioner - District 1,156,1,Routt,102-222-37,ok,
Routt County Commissioner - District 1,157,1,Routt,102-514-50,ok,
Routt County Commissioner - District 1,158,1,Routt,102-111-2,ok,
Routt County Commissioner - District 1,159,1,Routt,102-37-48,ok,
Routt County Commissioner - District 1,160,1,Routt,102-182-14,ok,
Routt County Commissioner - District 1,161,1,Routt,102-219-2,ok,
Routt County Commissioner - District 1,162,1,Routt,102-130-38,ok,
Routt County Commissioner - District 1,167,1,Routt,102-561-30,ok,
Routt County Commissioner - District 1,169,1,Routt,102-125-41,ok,
Routt County Commissioner - District 1,171,1,Routt,102-611-26,ok,
Routt County Commissioner - District 1,172,1,Routt,102-162-25,ok,
Routt County Commissioner - District 1,173,1,Routt,102-525-22,ok,
Routt County Commissioner - District 1,175,1,Routt,102-176-48,ok,
Saguache County Commissioner District 1,1,1,Saguache,102-55-3,ok,
Saguache County Commissioner District 1,2,1,Saguache,102-67-12,ok,
Saguache County Commissioner District 1,3,1,Saguache,102-130-4,ok,
Saguache County Commissioner District 1,4,1,Saguache,102-14-21,ok,
Saguache County Commissioner District 1,5,1,Saguache,102-106-7,ok,
Saguache County Commissioner District 1,6,1,Saguache,102-137-6,ok,
Saguache County Commissioner District 1,7,1,Saguache,102-2-23,ok,
Saguache County Commissioner District 1,8,1,Saguache,102-59-11,ok,
Saguache County Commissioner District 1,9,1,Saguache,102-54-19,ok,
Saguache County Commissioner District 1,10,1,Saguache,102-115-14,ok,
Saguache County Commissioner District 1,11,1,Saguache,102-11-14,ok,
Saguache County Commissioner District 1,12,1,Saguache,102-124-20,ok,
Saguache County Commissioner District 1,13,1,Saguache,102-103-7,ok,
Saguache County Commissioner District 1,14,1,Saguache,102-87-6,ok,
Saguache County Commissioner District 1,15,1,Saguache,102-26-8,ok,
Saguache County Commissioner District 1,16,1,Saguache,102-20-2,ok,
Saguache County Commissioner District 1,17,1,Saguache,102-45-22,ok,
Saguache County Commissioner District 1,18,1,Saguache,102-11-4,ok,
Saguache County Commissioner District 1,19,1,Saguache,102-37-23,ok,
Saguache County Commissioner District 1,20,1,Saguache,102-76-1,ok,
Saguache County Commissioner District 1,21,1,Saguache,102-129-3,ok,
Saguache County Commissioner District 1,22,1,Saguache,102-114-18,ok,
Saguache County Commissioner District 1,23,1,Saguache,102-133-3,ok,
Saguache County Commissioner District 1,24,1,Saguache,102-121-10,ok,
Saguache County Commissioner District 1,25,1,Saguache,102-95-2,ok,
Saguache County Commissioner District 1,26,1,Saguache,102-128-24,ok,
Saguache County Commissioner District 1,27,1,Saguache,102-3-5,ok,
Saguache County Commissioner District 1,28,1,Saguache,102-58-22,ok,
Saguache County Commissioner District 1,29,1,Saguache,102-16-24,ok,
Saguache County Commissioner District 1,30,1,Saguache,102-45-1,ok,
Saguache County Commissioner District 1,31,1,Saguache,102-115-2,ok,
Saguache County Commissioner District 1,33,1,Saguache,102-80-20,ok,
Saguache County Commissioner District 1,34,1,Saguache,102-12-15,ok,
Saguache County Commissioner District 1,36,1,Saguache,102-51-19,ok,
Saguache County Commissioner District 1,37,1,Saguache,102-113-20,ok,
Saguache County Commissioner District 1,38,1,Saguache,102-94-22,ok,
Saguache County Commissioner District 1,39,1,Saguache,102-73-20,ok,
Saguache County Commissioner District 1,40,1,Saguache,102-13-7,ok,
Saguache County Commissioner District 1,41,1,Saguache,102-78-19,ok,
Saguache County Commissioner District 1,42,1,Saguache,102-17-4,ok,
Saguache County Commissioner District 1,43,1,Saguache,102-136-12,ok,
