county,imprinted_id,cvr_id,contests,rounds,other_pairs
LaPlata,102-210-1,2934453,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-224-19,2936868,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-236-10,2939142,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-249-17,2943747,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-249-23,2943635,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-286-17,2950126,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-310-15,2953923,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-326-17,2957779,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-343-3,2960174,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-386-21,2966876,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-389-10,2967375,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-390-23,2967429,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-441-25,2975556,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-47-13,2901834,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-472-19,2979760,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-481-4,2982100,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-488-10,2983965,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-573-24,2999481,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-58-25,2904205,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-596-24,3002906,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-647-5,3012879,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;Durango School District 9-R Ballot Issue 4A;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
LaPlata,102-672-17,3017720,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 6th Judicial District;District Court Judge - 6th Judicial District - Shropshire;La Plata County Ballot Issue 1A;La Plata County Commissioner District 2;La Plata County Commissioner District 3;La Plata County Treasurer;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 3;Representative to the 119th United States Congress - District 3;State Board of Education Member - Congressional District 3;State Representative - District 59;State Senator - District 6,1;2;3,
