county,imprinted_id,cvr_id,contests,rounds,other_pairs
ElPaso,601-499-85,2592312,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 3;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;El Paso County School District No. 20 (Academy) Ballot Issue 4B;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 14,1;2;3,
ElPaso,601-518-65,2617763,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 2;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 20,1;2;3,
ElPaso,601-522-6,2623494,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 2;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 15;State Senator - District 10,1;2;3,
ElPaso,601-572-63,2680907,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 2;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 15;State Senator - District 10,1;2;3,
ElPaso,601-644-76,2850081,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 16,1;2;3,
ElPaso,601-654-24,2863908,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 22;State Senator - District 10,1;2;3,
ElPaso,601-683-99,2909085,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;El Paso County School District No. 20 (Academy) Ballot Issue 4B;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 14,1;2;3,
ElPaso,601-759-76,3069691,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;El Paso County School District No. 20 (Academy) Ballot Issue 4B;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 22,1;2;3,
ElPaso,601-789-73,3189713,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 22;State Senator - District 10,1;2;3,
ElPaso,601-809-17,3288821,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 20,1;2;3,
ElPaso,601-826-18,3290795,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 3;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 14,1;2;3,
ElPaso,602-128-35,3138969,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 22;State Senator - District 10,1;2;3,
ElPaso,602-141-84,3153547,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 3;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 18;State Senator - District 12,1;2;3,
ElPaso,602-171-61,3241651,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 3;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 16;State Senator - District 12,1;2;3,
ElPaso,602-198-105,3286093,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Commissioner - District 3;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 18;State Senator - District 12,1;2;3,
ElPaso,602-29-31,2225654,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;El Paso County School District No. 20 (Academy) Ballot Issue 4B;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 22;State Senator - District 10,1;2;3,
ElPaso,602-75-22,2714455,Amendment 79 (CONSTITUTIONAL);Amendment 80 (CONSTITUTIONAL);Amendment G (CONSTITUTIONAL);Amendment H (CONSTITUTIONAL);Amendment I (CONSTITUTIONAL);Amendment J (CONSTITUTIONAL);Amendment K (CONSTITUTIONAL);City of Colorado Springs Ballot Issue 2C;City of Colorado Springs Ballot Question 2D;City of Colorado Springs Ballot Question 300;Colorado Court of Appeals Judge - Dunn;Colorado Court of Appeals Judge - Jones;Colorado Court of Appeals Judge - Kuhn;Colorado Court of Appeals Judge - Roman;Colorado Court of Appeals Judge - Schutz;Colorado Supreme Court Justice - Berkenkotter;Colorado Supreme Court Justice - Boatright;Colorado Supreme Court Justice - Marquez;District Attorney - 4th Judicial District;District Court Judge - 4th Judicial District - Bentley;District Court Judge - 4th Judicial District - Billings-Vela;District Court Judge - 4th Judicial District - Brady;District Court Judge - 4th Judicial District - Evig;District Court Judge - 4th Judicial District - Findorff;District Court Judge - 4th Judicial District - May;District Court Judge - 4th Judicial District - Moller;District Court Judge - 4th Judicial District - Shakes;El Paso County Court - Ankeny;El Paso County Court - Fennick;El Paso County Court - Gerhart;El Paso County Court - Katzman;El Paso County Court - McKedy;Harrison School District No. 2 Ballot Issue 4A;Presidential Electors;Proposition 127 (STATUTORY);Proposition 128 (STATUTORY);Proposition 129 (STATUTORY);Proposition 130 (STATUTORY);Proposition 131 (STATUTORY);Proposition JJ (STATUTORY);Proposition KK (STATUTORY);Regent of the University of Colorado - At Large;Regent of the University of Colorado - Congressional District 5;Representative to the 119th United States Congress - District 5;State Representative - District 17,1;2;3,
